Time		Position		Wind		Barometer corrected and reduced to 32° F. MSL and Gravity 45°	Temperature		Cloud			Weather		Sea Surface						Remarks 
Day	Hour. 12 hrs. fast on GMT	Lat. S	Long.	Direction (True)	Force (0-12)		Dry Bulb	Wet Bulb	Kind		Amount (0-10)	Beaufort Notation*	Fog Intensity (0-5)	Waves		Swell		Sea Temperature	Colour	 
									Upper	Lower										 
		°    '	°    '			"Inches
"	° F	° F						Direction from	Disturbance (0-10)	Direction from	Disturbance (0-10)	° F		 
"NOVEMBER, 1910."																				 
	16	59 27	160 1 E (17.52)	SW	6	29.69	37.0	35.0		"St.-Cu., Cu."	7	b.c.		SWly	6	SWly Confused	7	35.8	404	 
	20			WSW	5	29.74	37.0	35.0		"Cu., St.-Cu."	7	b.c.		SWIy	6	SWly	7	35.9		 
	24			WSW	4-3	29.78	37.0	35.2		"Cu., St.-Cu."	5	b.c.		SW	6	SW	6			 
14	4			WNW	4-5	29.79	37.0	35.0	Ci.-Cu.	St.	8	c.		W	4	SW	5			"2 h. : Halo round moon, about 25° radius. High clouds from SSW. 8 h. : The whole sky covered with light A.-St., through which the sun was shining. Wind in puffs. 9 h : Clouds turned principally into A.-St. (9)." 
	8			NW	4	29.8	37.8	36.0	A.-St.		10	c.		Wly	5	Wly	6	36.2		 
	12	58 30	161 35 E	NW	4	29.74	39.5	38.0	"A.-St., Ci. -St., A.-Cu."		9	c.		Wly	5	Wly	6	38.8		 
	16			WNW	5	29.69	40.0	38.0	A.-St.	St.	9	c.		Wly	5	Wly	6	39.5		 
	20			NW	6	29.56	39.0	39.0			10	o.r.		SWly		WNW	6	39.8		First Watch : Rain all the watch and increase of wind. 
	24			NNW	5-6	29.49	38.0	38.0		Nb.	10	o.q.r.		WNWly Nwly	6	WSW NW	6			 
15	4			SSW	4	29.39	36.0	35.0		St.	10	o.4r.		Confused	4	"W, NW"	6			"2.30 to 3 : Wind backed from WNW 4 to S 4, not suddenly. Continuous rain all watch. Drizzle (moderate) till 3.45." 
	8			SW	4	29.57	35.9	34.0		St.-Cu.	9	c.		Wly	4	Wly Confused	6	36.5		"Afternoon : Rain, occasionally accompanied by snow. 18.45: Sky clearing, showing A.-Cu. and high Ci., the latter in stripes" 
	12	58 25	161 22 E	WNW	4	29.52	37.9	36.5		"Cu., St.-Cu."	9	c.lr.		Wly	4	Wly	6	36.3		"running in a NNE and SSW line, principally in SE quarter of heavens. Dogs : Wind increased to force 5 at 17 h. with" 
	16			WNW	4	29.50	37.8	37.0			10	o.4r.		W	4	W	6	36.5		"occasional squalls of 5-6, and very gradually backed to SW by W at 19 h, Occasional drops of rain. 21.30 : The lower" 
	20			W		29.59	39.3	38.0		"St.-Cu., St."	10	o.		W	4	W	6	39.0		"clouds appear to be in two layers, one moving before the wind and the other from WNW as seen against stars and moon." 
	24			WSW		29.70	40.0	39.0	Ci. -Cu.	"Cu.-St., St., Nb."	8	c.q.p.		WSW	5	W	6			"Sky clouding over and partially clearing at short intervals. First Watch : Occasional showers, wind force about 6 in squalls." 
16	4			WNW	4	29.79	40.0	38.5		"Cu.-St., St."	8	c.		WSW	5	W	5			No squalls after 2 h. 4 h. : Low Cu. travelling fast from S and SSW. 7 h. : Wind freshening. 
	8			WNW	5-6	29.81	41.0	40.0		"St.-Cu., St."	10	o.c.		W	5	W	6	39.0		 
	12	56 46	162 32 E	WNW	6	29.91	42.2	40.8		"St.-Cu., St."	10	o.c.		W	5	WSW	6	40.2		Afternoon : Misty. Inclined to clear at 15 h. Wind inclined to back in the squalls. 15 h. : Signs of swell from SW. 
	16			WNW	6	29.97	42.8	41.5		St.	10	o.c.		W	5	"Cross W, SW"	"7, 6"	41.0		 
	20			WNW	5	29.97	42.5	41.9		St.	10	o.		W	5	"W, SSW"	"7, 6"	40.2		16.30: Fog intensity 1. Wind gradually backing after 22 h. 
	24			WSW	3	30.05	42.0	41.2		"St., Cu.-St."	10	o.		SW	4	SW	4	40.0		Midnight : Wind falling light. 
17	4	55 56	163 34 E (6 hr.)	WNW	3-4	30.10	42.0	41.0		"St., Cu.-St"	10	o.c.		SW	4	Wly	3			Middle Watch : Wind gradually veering. Morning : Wind gradually veering and falling light. 
	8	55 54	163 38 E (9.16)	NNW	2-3	30.02	43.5	41.8		High St.-Cu.	8	c.			3	SWly	4	43.9		 
	12	56 14	163 48 E	NNW	2-3	29.99	44.0	42.5	"Ci., A.-Cu., Ci.-St., A.-St."	"Cu., St.-Cu."	4	b.c.			3	SW	4	43.9	404	"13 h. : Sky half covered with Ci.-Cu., A.-St., and windy-looking false Ci., the lower clouds having all disappeared. 16.30: Mist coming on. Wind force 1-2. 18 h. : Fog intensity 1." 
	16			NNW	3	29.86	44.0	42.2	"Ci., A.-St., A.-Cu."	St.-Cu.	6	b.c.			3	SWly	5	41.0		Wind N 1. Confused swell from N to SW. 18.30 : Fog intensity 2. 23 h. : Fog set in. Intermittent drizzle all watch. Wind falling light. 
	20			NNE	2	29.71		43.0			10	o.lr.m.f.	3		3	NW Confused	5	41.0		 
	24			NNE	1-2	29.67	41.2	41.2		"St., Nb."	10	o.d.f.	2	Nly	2	WSW	4			 
18	4			NW	3-2	29.62	41.0	41.0		St.	10	o.r.4f.	4-3			WSW	4			"Wind shifting slowly all watch. Morning : Fog intensity 2 till 7 h., then 1. 8 h. : Began to drizzle. 9 h. : Fog intenity 2-3." 
	8			NNW	1	29.72		41.0		St.	10	o.4r.f.	2-1			SWly and W Confused	6	40.5		Fine drizzle all forenoon. Very long swell. 12.30: Drizzle stopped. 15.30: Fog eased off and sun came out. Wind freshened to force 2. 15.45: Fog descended again. 16.30: 
	12	56 28	162 57 E	NNE	0-1	29.47		41.0		St.	10	o.4f.4d.	2			Swly Confused	6	41.0		Wind freshened to force 4. 
	16			NNW	2	29.36		41.0		St.	10	4f.	3			SWly	6	40.0		 
	20			N	5	29.21		41.0		St.	10	4f.4d.	4	Confused	5	Confused	6			 
	24			N	6	28.97				Nb.	10	o.4r.		NNW	5					 
19	4			NNW	7-6	28.94	42.0	42.0		Cu.-St.	8	o.c.q.		NW	4					2 h. : Heavy rain squalls. 2-3 h. : Wind eased considerably. Later weather cleared. Wind unsteady in direction and force. 
	8			NNW	6-7	28.83	42.8	41.0		Cu.-St.	9	o.c.q.		NW	5	NW Confused	6			"Morning : Showers of drizzle to rain (moderate) most of watch. 8 h. : Squalls, force 7 to 8. 8.30 : Sky rapidly cleared of clouds." 
	12	57 23	159 37 E	NNW	6	28.73	41.8	40.0	"A.-Cu., A.-St."	"Cu., Nb., St."	5	b.c.q.		NW	5	NW Confused	7			"9.15: Wind eased to force 5, NW by W. 9.30: Wind W by N, force 4. 16.30 : Wind increased to force 7-8. Squalls, force 9." 
	16			NNW	5-6	28.48	41.0	40.0		St.-Cu.	10	c.q.s.		NW	7	NW Confused	7			"17 h. : Wind slowly backing. 19.30: Wind W by N, force" 
	20			W	9-8	28.32	41.0	40.0		"Nb., St.-Cu."		c.q.p.		Confused	8	SW Confused	8			"7-8, backed rapidly to WSW. Occasional showers of slight rain with big drops. 1st Watch : Occasional squalls (heavy)." 
	24			WNW	8-9	28.75	38.5	36.0	A.-Cu.	"Nb., St.-Cu."		b.c.q.		Confused	8	W by S Confused	8			Upper clouds moving rapidly from W by S. 
20	4			WNW	9	28.90	35.0	35.0		"Cu., St.-Cu., Nb"	5	b.c.q.r.		W	9					"Middle : Very heavy squalls. 14 h. : Very heavy squalls, wind and hail. 20 h. : Height of waves, 22 ft. Heavy bank of clouds approaching from SW. 21 h. : Cloud bank over ship." 
	8			NW	6	29.00	38.0	35.0	A.-St.	"Cu., St.-Cu."	1	b.c.q.		W	8	Wly	8	38.5		St. from SW. 21 h. : Aurora commenced. Rather obscured by clouds. Very fine lines of radiating light from zenith in a 
	12	57 16	160 17 E	NNW	6	29.04	40.5	38.0	A.-Cu.	"Cu., St.-Cu."	5	b.c.q.		Wly	8	Wly Confused	8	38.5		"NW and W (compass) direction. Colour whitish yellow, but among clouds a very distinct greenish tinge. 21.40 : Ceased entirely. Stars showed plainly through it. All the stars of" 
	16			NW	6-7	29.24	39.0	39.0	A.-Cu.	"Cu., St.-Cu. -Cu."	7	b.c.q.		Wly	8	Wly Confused	8	38.8		"Orion's sword, for instance, being visible. 22 h. : Aurora commenced again, but rather faint." 
	20			NW	4	29.14	39.0	36.0	A.-St.	"Cu., St.-Cu."	3	b.c. 			4	"W by N, SW"	8 Confused	38.8		 
	24			NW	6-4	29.21	38.0	36.0		"St., Nb."	10	b.e.p.q.o.		WNWIy	4	"SW, WNW"	8 Confused			 
21	4			NNW	4-2	29.22	39.0	38.0		St.-Cu.	10	o.c.				"SW, NW"	Confused 8			"0 h. to 1 h. : Brilliant aurora, curtains from N to S horizon through zenith. Greenish tinge generally, with occasional dull red." 
	8			NE 	3	29.13		39.0		"St.-Cu., St."	10	c.f.	1		3	Confused	8	38.5		"Highly evanescent. 6 h. : Wind rapidly veered to NNW, force 1-2. Morning : Rain to drizzle most of watch. 11 h. : Commenced raining (moderate). 13 h. : Rain drizzle most of afternoon. Dogs : Occasional showers. 17 h. : Wind N 4. " 
	12	57 30	159 59 E	ENE	3-4	28.93		39.0		Nb.	10	c.I r.			4	Confused	7	38.5		"18 h. : Wind N 3. 19.40: Wind N 2-3, commenced to back. " 
	16			NNE	5-6	28.63		45.0			10	o.d.f.	3	Confused	5	Confused	7	38.5		19.45: Wind jumped round to SSW and increased quickly in strength. 
	20.45					28.48					10	o.r.f. 	2	Confused		Confused	8			 
	24			W	7	28.71	37.5			St.-Cu.	10	c.q.		Confused WSWly	6	Confused WSW	8			"20.15: Force 8-9. Occasional showers of heavy driving rain and sleet. Remainder of watch heavy squalls of force 9-10, easing off after 23 h. to squalls of 8-9." 
22	4			WSW	7	28.81	37.0	37.0		"Cu., St.-Cu., N b."	8	b.c.q.		SWly	7	SWly	8			1 h. : Slight aurora. Wind eased to squalls 8. Corona round moon on high St.-Cu. clouds. Morning : Heavy snow squalls frequent during watch. 6 h. : Fierce squall of wind and hail. 8 h. :  Blue 
	8			WSW	5	28.85	35.0	33.0		"Cu., St.-Cu., Nb."	8	b.c.q.s.		SW	7	SW	7	38.8		"sky with bright Cu. clouds to S and SE. Forenoon : Snow squalls frequent. 10.45: Strong wind and hail. 16 h. : Very heavy squalls, frequent rain, hail, and snow. Dogs : Squalls less " 
	12	56 5	159 22 E (13.56)	WSW	6	28.88	37.8	35.0	A.-Cu.	"Cu. St.-Cu., Nb."	6	b.c.q.		SW	7	SW	7	38.5		"frequent. Wind steadying. 21.30 : Aurora curtain formation, one hour duration. Fine low aurora showing two distinct arches between S (true) and WSW (true), the brightest being of 11°" 
	16	55 54	159 37 E (18.17)	W	7	28.98	36.0	35.0		"Cu., St.-Cu., N b."	6	b.c.q.r.h.s.		SW	7	SW	7	39.0	404	"altitude, the upper one fainter and more irregular. Above the clouds (near S) was a patch of auroral light, with a distinct reddish tinge, all the remainder being of a greenish tinge. From" 
	20	55 39	160 11 E (20.25)	WSW	6	29.07	37.0	35.0		"Cu., St.-Cu."	6	b.c.q.s.		SW	7	SW	7			S perpendicular rays shot up. Midnight : Frequent passing showers of hail and sleet. 
	24			WSW	4-6	29.17	35.0	33.8	A.-St.	"Nb., Cu., St.-Cu."	8	b.c.q.p.s.		SW	7	SW	7			 
23	4	54 56	159 31 E (6.25)	WSW	5	29.22	37.0	35.0		"St.-Cu., Cu., N b."	7	"b.c.q,r.s."		SW	5	SWly	6			"1.30: Snow squall. Auroral curtain in S. 3.30 : Heavy squall, wind and sleet. Auroral arch in S. 10 h. : Sky completely" 
	8			WSW	4	29.24	29.4		A.-Cu.	"Cu., St.-Cu."	6	b.c.		SWly	5	SW	6	39.0		clouded over with high St.-Cu. and A.-St. Wind eased to force 2-3. Wly cross swell appearing. Forenoon : Squalls of 
	12	54 23	160 39 E	WSW	3	29.28	38.2	37.5			10	o.r.			3	SW	5	38.9		"snow, sleet, and rain occasionally. Afternoon : Last shower of sleet at 13 h. Wind increasing gradually during watch, and" 
	16			WSW	5	29.33	41.0		A.-Cu.	"Cu., St.-Cu."	7	c.q.		SW	5	SW	6	40.0	404	"shifted to WSW at 14.30. 16 h. : Showers about. 21.30 : Wind backed to SW by W, force 8-9, in sharp squalls. Midnight :" 
	20			WNW	6-7	29.31	45.0	43.0		"Nb., Cu."		c.q.		Wly	6	Wly Confused	7	42.8		Strength of squalls moderating. Rain 21- hours. 
	24			W	9-6	29.23	46.0	45.2		"St.-Cu., Nb."	10	o.q. r.		WSW	6	Confused	7			 
24	4			W	8	29.23				"Nb., St.-Cu."	9	c.p. 		WSW	6	SWly	7			Middle : Passing showers of rain and sleet. Fairly steady wind with occasional lulls. 6 h. : Wind backed to SW. 
	8			WSW	8	29.36	43.5	42.0		"St.-Cu., Cu."	4	b.c.		SW	7	SW	8	44.6		 
	12	51 55	162 8 E	WSW	7	29.57	45.0	42.2		"St.-Cu., Cu."	9	c.		SW	7	SW	8			 
	16	51 25	162 15 E (17.21)	WSW	7	29.68	45.9	43.0		"St.-Cu., Cu."	8	c.		SW	8	SW	8	49.1		 
	20			WSW	6	29.76	47.5	45.0		"St.-Cu., Cu."	10	c. 		SW	8	SW	8	49.6		 
	24			WSW	5-6	29.75	49.5	49.2		"St., Nb."	10	q.c.d.		SW	7	SW	7			Midnight : Wind freshening slightly. 
25	4			W	7	29.78	50.0	50.0		"St.-Cu., Cu."	6	b.c. 		WSW	7	SW	7			Two hours' drizzle. Barograph rising slightly till 2 h. then falling slightly. 
	8			WSW	7	29.77	50.2	49.0		High St. -Cu.	10	c.		SW	7	SW	8	50.1		 
	12	50 10	163 10 E	WNW	7	29.76		50.0		"St., St.-Cu."	10	o.c.		W	7	W	8	52.0		 
	16			WNW	7	29.79		51.5		"St., St.-Cu."	10	o.c.f.		W	7	W	8	53.5	405	 
	20	49 16	164 11 E (19.45)	W	7	29.83		52.5		St.-Cu.	4	b.c.			7	Wly	8	53.8		 
	24			WSW	5	29.93	52.0	52.0		"St., St.-Cu."	2	b.c.		WSW	6	W	8	51.6		 
26	8			W	5	29.93	54.2	52.8		"St.-Cu., Cu."	9	c.		WSW	6	SW	8	55.8		 
	12	47 41	166 43 E	WNW	5	29.93	54.0	52.5	"Ci.-Cu., A.-Cu."	"St.-Cu., Cu."	6	b.c.		W by S	5	SW by S	6	56.8		Wind gradually increasing during afternoon. 
	16			WNW	8	29.87	56.0	54.2		"St.-Cu., St."	10	c.q.		W	6	Wly	8	56.6	405	 
	20			WNW	6	29.87		57.0		"Nb., St.-Cu."	8	c.r.lq.			6	Wly	8			1st Watch : Occasional showers. Wind squally and slightly increasing. 
	24			WNW	5-6	29.84	55.8	54.2		"Nb., St.-Cu."	10	c.q.p. 		W	6	Wly	7			 
27	4			WNW	6	29.87	57.0	55.0		"Cu., St.-Cu."	8	c.q.		W	4	W	5			 
	8			WNW	6	29.89	58.0	55.5		"Cu., St.-Cu."	6	b.c.		W	5	W	6	55.0		 
	12	46 50	168 43 E	WNW	5	29.86	64.0	58.0	A.-St. (false Ci.)	"St., St.-Cu., Cu."		b.c.		W	5	SSW	6	56.0		 
	16			W	4	29.80	61.9	61.2		"Cu., St."		b.c.			3		3	56.5		"16 h. : Off Peterson's Inlet, Stewart Island." 
