METEOROLOGICAL OBSERVATIONS										
	THERM B.		 							
DATE	GREATEST	LEAST	MARINE	THERM.		LATITUDE	LONGITUDE	WINDS	WEATHER AND	
	HEIGHT	HEIGHT	BAROMETER	A	B	IN	IN		REMARKS	
1779 October																	
21	66.0	60.0	29.75	65.0	62.5	58 54	4 22	W. by N.	Mod with rain at times.
22	66.5	60.0	29.86	66.0	63.0	In Strumnefs	at the Orkneys	W. by S.	Do. with fmall rain.
23	64.0	60.0	30.03	63.0	61.0			Weft.	Frefh breezes with rain. 
24	64.5	60.5	30.13	63.5	63.0			W. by N.	Do. with Much rain.
25	63.0	58.0	30.24	61.0	62.0			Do.	Moderate with hazy weather.
26	65.0	59.0	30.28	63.0	64.0			W. N. W.	Do. and fair.
27	64.0	60.0	30.34	63.0	62.0			South.	Light breezes and fine weather.
28	62.0	57.0	30.29	61.5	61.0			S. S. E.	Frefh breezes and foggy.
29	62.0	57.0	30.13	61.5	61.0			Variable.	Do. and foggy.
30	64.0	58.0	29.95	64.0	62.0			S. E. by E.	Light breeze with rain.
31	66.0	58.5	30.01	65.0	64.5			W. N. W.	Do. and foggy.
									
									
									
									
									
									























































































































