1872	12	1	400			28.925	48.3	47.3	
			2400			29.433	46.8	45.8
		21	200			29.446	46.3	45.8
			400			29.398	46.8	46.8
			600			29.422	47.8	47.8
			800			29.440	49.8	48.8
			1000			29.503	50.3	49.8	
			1130	Proceeded from Portsmouth					
			1200			29.526	50.8	49.8	
			1400			29.583	51.8	51.3	
			1600			29.634	52.8	50.8	48.0
			1800			29.649	50.8	50.8	48.0
			2000			29.709	51.3	51.3	49.0
			2200			29.744	51.8	51.8	51.0
			2400			29.753	51.8	51.8	50.0
		22	200			29.773	52.8	52.8	51.0
			400			29.793	52.8	52.8	51.0
			600			29.808	53.8	53.8	51.5
			800			29.839	53.8	52.8	51.5
			1000			29.851	54.3	53.3	52.0
			1200	49 41 N	4 44 W	29.839	54.0	53.8	52.0
			1400			29.834	54.3	53.3	51.5
			1600			29.806	54.3	53.8	51.0
			1800			29.753	52.8	52.8	51.5
			2000			29.726	52.8	52.8	51.5
			2200			29.676	52.8	51.8	51.0
			2400			29.636	53.8	52.8	51.0
		23	200			29.568	53.8	52.8	51.0
			400			29.503	53.8	53.3	50.5
			600			29.413	53.8	52.8	50.0
			800			29.373	53.8	53.3	51.0
			1000			29.433	52.8	52.8	52.0
			1200	49 20	7 23	29.367	53.3	53.3	51.5
			1400			29.343	53.3	52.3	51.0
			1600			29.298	52.8	52.8	51.0
			1800			29.212	51.8	51.3	51.0
			2000			29.184	52.8	52.8	51.8
			2200			29.133	52.8	52.3	51.0
			2400			29.102	53.3	51.8	51.5
		24	200			28.923	53.8	52.8	51.0
			400			28.839	53.3	52.3	51.0
			600			28.709	50.8	49.8	51.0
			800			28.705	50.8	49.8	51.0
			1000			28.727	50.8	49.8	51.0
			1200	49 22	9 19	28.696	48.3	48.3	54.0
			1400			28.740	50.3	49.8	52.0
			1600			28.737	50.8	50.3	51.0
			1800			28.748	52.8	51.8	50.5
			2000			28.698	52.3	51.8	51.0
			2200			28.688	51.8	51.3	50.5
			2400			28.725	52.8	51.3	50.5
		25	200			28.736	51.8	50.3	51.0
			400			28.775	51.8	50.3	51.0
			600			28.803	50.8	49.8	50.5
			800			28.857	51.8	51.8	51.0
			1000			28.860	51.8	50.8	51.0
			1200	49 28	8 23	28.859	51.8	50.8	51.5
			1400			28.906	51.8	51.3	51.0
			1600			28.952	51.8	50.3	51.0
			1800			29.033	51.3	50.3	51.0
			2000			29.169	50.8	50.3	51.0
			2200			29.270	51.8	50.8	51.5
			2400			29.295	51.8	51.3	51.5
		26	200			29.430	51.8	50.8	51.0
			400			29.480	52.8	50.8	51.0
			600			29.550	52.3	51.3	51.0
			800			29.649	52.8	50.8	52.0
			1000			29.643	52.8	51.8	53.0
			1200	48 8	8 55	29.679	52.8	51.8	53.0
			1400			29.649	52.8	51.8	52.5
			1600			29.637	52.8	51.8	52.5
			1800			29.659	52.8	51.8	54.0
			2000			29.626	53.3	52.8	60.0
			2200			29.577	54.3	53.3	58.0
			2400			29.543	54.3	53.8	53.0
		27	200			29.443	53.8	53.3	53.0
			400			29.373	53.8	53.3	53.0
			600			29.314	53.8	52.8	53.0
			800			29.307	55.8	55.3	53.0
			1000			29.251	55.8	55.3	53.0
			1200	48 2	10 28	29.267	53.8	53.8	53.0
			1400			29.271	53.8	53.8	53.0
			1600			29.282	53.3	51.8	52.5
			1800			29.392	51.8	49.8	52.5
			2000			29.388	51.8	49.8	52.5
			2200			29.378	50.8	47.8	50.0
			2400			29.422	50.8	47.8	50.0
		28	200			29.431	50.3	47.8	52.0
			400			29.455	50.3	47.3	52.5
			600			29.479	50.3	47.8	52.0
			800			29.503	50.8	48.3	52.5
			1000			29.530	51.3	47.8	52.0
			1200	46 21	10 36	29.520	50.8	47.8	52.0
			1400			29.551	48.8	45.8	52.0
			1600			29.551	51.8	49.3	53.0
			1800			29.568	50.8	49.3	53.0
			2000			29.589	50.3	48.3	53.5
			2200			29.621	48.8	46.8	53.0
			2400			29.629	48.8	46.8	54.0
		29	200			29.668	47.8	46.8	53.0
			400			29.700	47.8	46.8	53.0
			600			29.744	48.8	46.8	53.0
			800			29.850	49.8	48.3	53.0
			1000			29.897	50.3	49.3	54.0
			1200	44 5	10 47	29.889	50.8	48.8	54.0
			1400			29.937	50.8	49.3	54.0
			1600			29.979	51.8	50.8	54.0
			1800			29.974	51.8	50.3	54.0
			2000			30.018	52.3	49.8	54.0
			2200			30.032	51.8	49.8	53.2
			2400			30.056	51.8	49.8	54.0
		30	200			30.036	51.8	49.8	55.0
			400			30.058	52.8	50.8	55.0
			600			30.059	52.8	51.8	55.0
			800			30.060	52.8	51.8	55.0
			1000			30.073	54.8	52.8	55.0
			1200	41 57	9 42	30.061	54.3	52.8	55.0
			1400			30.032	53.8	51.8	55.0
			1600			30.047	53.8	51.8	55.0
			1800			30.055	53.8	51.8	55.0
			2000			30.064	54.8	53.8	55.0
			2200			30.018	53.8	52.8	55.0
			2400			29.973	53.8	52.8	55.0
		31	200			29.831	52.8	52.3	55.0
			400			29.831	53.8	53.8	55.0
			600			29.915	55.8	54.8	56.0
			800			29.917	55.8	54.8	56.0
			1000			29.954	55.8	54.8	56.0
			1200	41 49	9 48	29.957	55.8	54.8	56.0
			1400			30.023	57.8	55.8	56.0
			1600			30.059	56.3	54.8	56.0
			1800			30.100	56.3	55.0	56.0
			2000			30.041	56.8	55.3	56.0
			2200			30.234	56.8	54.8	56.5
			2400			30.224	56.8	54.8	56.5
1873	1	1	200			30.201	56.3	54.3	56.5
			400			30.201	56.8	54.8	56.5
			600			30.190	56.8	55.8	56.5
			800			30.202	56.8	56.3	57.0
			1000			30.245	56.8	55.3	57.0
			1200	40 23	9 48	30.283	57.3	55.8	57.0
			1400			30.150	57.8	56.8	57.0
			1600			30.128	57.8	56.8	57.0
			1800			30.134	57.8	56.8	58.0
			2000			30.157	56.8	56.3	57.0
			2200			30.082	58.3	56.8	57.0
			2400			30.048	57.8	56.8	57.0
		2	200			30.121	57.8	56.8	57.0
			400			30.123	57.8	56.8	57.0
			600			30.181	56.3	54.3	56.0
			800			30.247	55.8	54.8	56.0
			1000			30.292	56.8	54.8	56.5
			1200	39 55	10 5	30.298	57.3	53.8	57.0
			1400			30.277	56.8	53.8	57.0
			1600			30.300	56.8	53.8	57.0
			1800			30.322	56.8	53.8	57.0
			2000			30.359	56.3	54.8	56.0
			2200			30.350	55.8	53.3	56.5
			2400			30.346	55.8	53.8	56.5
		3	200			30.371	55.8	53.8	57.0
			400			30.331	55.8	53.8	57.0
			600			30.263	56.8	53.8	57.0
			800			30.341	56.8	55.8	57.0
			1000			30.430	56.3	54.3	58.0
			1200	In Tagus River		30.413	54.8	52.8	53.0
			1300	Lisbon					
			1400			30.388	54.8	52.8	
			1600			30.402	55.8	53.8	
			1800			30.374	54.8	52.8	54.0
			2000			30.400	52.8	51.8	54.0
			2200			30.395	52.8	51.8	
			2400			30.394	48.8	47.8	52.5
		4	200			30.414	48.8	47.8	
			400			30.415	45.8	44.8	
			600			30.374	45.3	44.8	
			800			30.380	43.8	43.8	
			1000			30.368	51.8	49.8	
			1200	Lisbon		30.360	53.8	52.8	
			1400			30.336	57.3	53.8	
			1600			30.334	54.8	52.8	
			1800			30.269	52.8	51.8	
			2000			30.321	54.8	52.8	
			2200			30.288	53.8	51.8
			2400			30.358	52.8	51.8
		5	200			30.283	55.8	54.8
			400			30.306	55.8	54.8
			600			30.315	55.8	55.8
			800			30.347	56.8	55.8
			1000			30.368	56.8	55.8
			1200	Lisbon		30.368	56.8	55.8
			1400			30.352	59.8	58.8
			1600			30.364	58.8	57.8
			1800					
			2000			30.390	56.8	55.8
			2200			30.397	57.8	54.8
			2400			30.399	58.8	55.8
		6	200			30.406	51.8	50.8
			400			30.371	51.8	50.8
			600			30.365	51.8	51.8
			800			30.371	51.8	51.8
			1000			30.416	51.8	51.8
			1200	Lisbon		30.373	51.8	51.8
			1400			30.300	56.8	
			1600			30.297	56.8	
			1800			30.234	56.8	
			2000					
			2200			30.273	55.3	54.8
			2400			30.279	52.3	51.8
		7	200			30.254	51.3	49.8
			400			30.239	49.8	48.8
			600			30.236	50.8	48.8
			800			30.234	51.8	49.8
			1000					
			1200	Lisbon		30.192	55.3	52.8
			1400			30.153	55.8	52.8
			1600			30.133	56.8	52.8
			1800			30.100	55.3	53.8
			2000			30.100	53.8	51.8
			2200			30.048	53.8	52.3
			2400			30.055	52.8	51.8
		8	200			30.004	54.8	53.3
			400			29.964	55.8	53.8
			600			29.931	56.8	54.8
			800			29.931	52.8	51.8
			1000			29.994	51.8	50.8
			1200	Lisbon		29.985	54.3	53.8
			1400			30.035	56.8	54.8
			1600			30.071	54.8	52.8
			1800			30.051	55.3	53.8
			2000			30.075	54.3	52.8
			2200			30.058	53.8	53.8
			2400			30.050	52.8	52.3
		9	200			30.095	54.3	52.8
			400			30.089	53.8	53.3
			600			30.081	56.3	55.3
			800			30.069	55.8	54.8
			1000			30.073	57.8	56.8
			1200	Lisbon		30.049	59.8	58.3
			1400			29.951	59.8	58.3
			1600			29.954	59.8	57.8
			1800			30.003	57.8	56.8
			2000			30.002	57.8	56.8
			2200			29.998	57.8	56.8
			2400			29.919	57.8	56.8
		10	200			30.007	58.3	56.8
			400			30.003	58.3	56.8
			600			30.029	56.8	56.3
			800			30.043	57.8	57.3
			1000			30.018	58.8	58.8
			1200	Lisbon		29.982	58.8	58.8
			1400			30.033	57.8	57.8
			1600			29.925	57.8	57.8
			1800			29.915	56.8	56.8
			2000			29.919	57.8	56.8
			2200			29.903	57.8	56.8
			2400			29.889	56.3	55.8
		11	200			29.858	54.8	54.8
			400			29.843	52.8	52.8
			600			29.815	55.8	54.8
			800			29.813	54.8	54.8
			1000			29.876	56.3	55.8
			1200			29.854	56.8	56.5
			1400			29.853	55.8	55.8
			1600			29.851	54.8	54.8
			1800			29.870	55.3	55.3
			2000			29.903	54.8	54.8
			2200			29.933	55.8	55.8
			2400			29.931	55.0	54.8
		12	200			29.941	54.3	54.3
			400			29.963	53.8	53.3
			600			30.010	53.8	52.8
			800			30.106	53.8	52.8
			1000			30.139	53.8	53.8
			1200			30.154	53.8	53.8
			1400			30.167	57.8	55.8
			1600			30.192	59.8	56.8
			1700	Proceeded from Lisbon				
			1800			30.208	55.8	54.3
			2000			30.276	56.8	55.3	57.0
			2200			30.333	56.8	52.8	
			2400			30.315	54.8	52.8	57.0
		13	200			30.334	52.8	51.8	56.5
			400			30.317	53.8	53.5	56.5
			600			30.327	52.8	51.8	56.5
			800			30.357	52.8	51.8	57.0
			1000			30.374	53.8	52.8	57.0
			1200	38 7	9 14	30.339	54.3	52.8	57.0
			1400			30.276	57.3	56.8	57.2
			1600			30.252	57.8	56.8	57.0
			1800			30.293	57.8	56.8	57.0
			2000						
			2200			30.261	56.8	55.8	57.0
			2400			30.234	55.0	54.3	57.2
		14	200			30.216	52.8	51.8	56.0
			400			30.215	53.3	51.8	56.0
			600			30.225	53.8	52.8	57.0
			800			30.246	53.8	52.8	
			1000			30.248	54.8	54.8	57.0
			1200	38 15	9 50	30.222	55.8	55.3	57.5
			1400			30.192	58.3	57.3	57.5
			1600			30.176	58.8	58.8	57.5
			1800			30.165	57.8	55.8	57.5
			2000			30.230	58.8	58.8	58.0
			2200			30.242	60.3	59.3	57.5
			2400			30.236	59.8	59.3	58.0
		15	200			30.266	59.8	59.3	59.0
			400			30.258	59.3	58.8	58.5
			600			30.244	58.8	57.8	58.0
			800			30.317	58.8	57.8	58.0
			1000			30.347	59.8	57.8	59.5
			1200	36 59	9 14	30.333	62.3	60.8	60.0
			1400			30.300	62.3	60.8	60.0
			1600			30.298	60.8	59.8	59.0
			1800			30.259	59.8	59.3	59.0
			2000			30.309	60.3	59.8	59.0
			2200			30.345	59.8	58.8	58.5
			2400			30.317	59.8	57.8	57.0
		16	200			30.304	58.8	57.8	56.0
			400			30.285	58.8	57.8	55.5
			600			30.272	58.8	56.8	56.0
			800			30.316	58.8	56.8	56.0
			1000			30.341	57.8	57.8	60.5
			1200	36 25	8 12	30.308	58.8	57.8	60.0
			1400			30.279	60.3	59.8	59.5
			1600			30.291	59.8	59.8	60.0
			1800			30.363	59.8	59.8	60.0
			2000			30.310	58.8	57.8	60.0
			2200			30.334	58.8	57.8	60.0
			2400			30.316	59.8	59.3	60.0
		17	200			30.306	58.8	58.8	59.5
			400			30.310	58.8	57.8	60.0
			600			30.311	58.8	57.8	61.0
			800			30.348	58.8	57.8	61.0
			1000			30.413	57.8	57.3	60.0
			1200	35 54	6 52	30.395	59.0	58.8	60.0
			1400			30.393	58.8	58.3	60.0
			1600			30.357	57.0	56.8	60.0
			1800			30.351	56.8	56.8	59.0
			2000			30.381	57.8	56.8	59.0
			2200			30.399	54.8	53.8	59.0
			2400			30.381	53.8	52.8	58.0
		18	200			30.358	52.8	49.8	57.0
			400			30.347	52.8	49.8	59.0
			600			30.332	52.8	49.0	58.0
			800			30.332	53.8	49.8	
			1000			30.372	54.8	49.8	
			1200	Gibraltar		30.349	56.3	50.8	
			1400			30.311	56.3	50.8	
			1600			30.324	56.8	51.8	
			1800			30.369	54.8	49.8	
			2000			30.357	49.8	48.8	
			2200			30.357	49.8	47.8	
			2400			30.340	48.8	46.8	
		19	200			30.349	48.8	47.8	
			400			30.351	49.3	47.8	
			600			30.343	49.8	49.8	
			800			30.387	49.8	49.8	
			1000			30.373	49.8	49.8	
			1200	Gibraltar		30.363	49.8	49.8
			1400			30.311	56.8	54.8
			1600			30.298	55.8	53.8
			1800			30.299	55.3	53.8
			2000			30.297	55.0	54.8
			2200			30.281	55.3	54.8
			2400			30.259	54.8	54.8
		20	200			30.215	54.8	53.8
			400			30.186	53.8	52.3
			600			30.128	52.8	51.8
			800			30.140	52.8	51.8
			1000			30.123	53.8	53.8
			1200	Gibraltar		30.075	54.3	54.3
			1400					
			1600			30.036	54.8	54.8
			1800			30.048	56.8	55.8
			2000					
			2200			29.945	57.8	56.8
			2400			29.912	56.8	56.8
		21	200			29.923	56.8	55.8
			400			29.923	55.8	53.8
			600			29.937	56.3	54.8
			800			30.020	56.0	54.8
			1000			30.049	56.8	54.8
			1200	Gibraltar		30.076	56.8	54.8
			1400			30.041	58.8	55.3
			1600			30.054	56.8	54.8
			1800			30.077	55.8	53.8
			2000			30.110	54.8	52.8
			2200			30.127	55.8	54.8
			2400			30.142	54.8	52.8
		22	200			30.139	52.8	51.8
			400			30.139	52.8	51.8
			600			30.145	52.8	51.8
			800			30.152	52.8	51.8
			1000			30.165	56.8	55.8
			1200	Gibraltar		30.167	56.8	55.8
			1400			30.107	57.8	56.3
			1600			30.122	56.8	55.8
			1800			30.187	56.8	55.8
			2000			30.187	56.3	55.3
			2200			30.202	56.8	55.8
			2400			30.176	56.3	55.8
		23	200			30.189	55.3	54.8
			400			30.198	54.8	53.8
			600			30.210	54.8	53.8
			800			30.201	55.8	54.8
			1000			30.194	59.8	57.8
			1200	Gibraltar		30.193	59.8	57.8
			1400					
			1600			30.156	58.8	57.8
			1800			30.163	57.8	56.8
			2000			30.174	56.8	55.8
			2200			30.184	55.8	55.3
			2400			30.182	54.8	54.8
		24	200			30.195	54.8	53.8
			400			30.202	53.8	52.8
			600			30.186	54.8	53.8
			800			30.225	56.3	55.8
			1000			30.216	56.8	56.8
			1200	Gibraltar		30.214	57.8	56.8
			1400			30.175	59.8	57.8
			1600			30.173	60.3	58.3
			1800			30.160	56.8	56.8
			2000			30.174	57.3	56.8
			2200			30.174	56.8	56.3
			2400			30.164	56.8	56.3
		25	200			30.178	53.8	53.3
			400			30.169	52.8	52.3
			600			30.167	50.8	49.8
			800			30.173	50.8	49.3
			1000			30.180	56.8	55.8
			1200	Gibraltar		30.182	56.8	53.8
			1400			30.124	55.8	53.3
			1600			30.106	54.8	52.8
			1800			30.108	52.8	51.8
			2000			30.124	52.3	49.8
			2200			30.110	51.8	50.8
			2400			30.137	51.8	50.8
		26	200			30.074	50.3	50.3
			400			30.054	51.3	50.3	
			600			30.039	51.8	49.8	
			800			29.995	52.8	51.3	
			1000			30.063	55.3	53.8	
			1200	Gibraltar		30.064	57.0	54.8	57.0
			1400			29.896	56.8	55.8	56.0
			1600			29.875	57.8	55.8	55.0
			1800			29.866	56.8	54.8	55.0
			2000			29.833	56.8	56.8	56.0
			2200			29.824	55.8	54.3	57.0
			2400			29.778	53.8	53.8	57.0
		27	200			29.744	52.8	52.8	57.0
			400			29.768	52.8	52.8	56.0
			600			29.758	54.8	54.8	56.5
			800			29.784	55.3	55.3	
			1000			29.866	55.8	55.8	57.0
			1200	35 30	6 24	29.819	56.3	56.3	59.0
			1400			29.832	55.3	55.3	59.5
			1600			29.856	54.3	54.3	59.5
			1800			29.861	54.3	54.3	60.0
			2000			29.902	53.8	53.8	57.5
			2200			29.959	53.8	53.8	58.0
			2400			29.954	53.8	53.8	59.0
		28	200			29.947	55.8	55.8	58.5
			400			29.959	55.8	55.8	57.5
			600			30.004	54.3	54.3	58.5
			800			30.049	55.8	55.8	60.0
			1000			30.043	54.3	54.3	60.0
			1200	35 47	8 23	30.046	58.3	58.3	60.0
			1400			30.061	57.8	57.8	61.0
			1600			30.139	58.3	58.3	61.0
			1800			30.063	56.8	56.8	60.0
			2000			30.063	56.3	56.3	60.0
			2200			30.063	55.8	55.8	60.0
			2400			30.063	56.3	56.3	59.2
		29	200			30.037	56.3	53.3	59.0
			400			30.016	55.8	53.3	58.5
			600			30.007	53.8	52.8	59.0
			800			30.019	55.8	53.3	60.0
			1000			30.019	57.8	55.3	59.0
			1200	36 16	10 14	29.963	58.8	55.8	59.0
			1400			29.942	58.8	56.8	57.5
			1600			29.921	58.8	56.8	57.0
			1800			29.941	57.8	56.8	57.0
			2000			29.945	58.3	57.8	57.7
			2200			29.926	57.8	57.3	58.0
			2400			29.897	57.3	56.3	58.5
		30	200			29.872	58.8	57.8	58.0
			400			29.869	57.8	56.8	59.0
			600			29.921	57.8	55.8	59.0
			800			29.921	57.8	56.8	59.0
			1000			29.969	58.8	58.3	60.0
			1200	36 23	11 18	29.950	60.8	59.8	60.0
			1400			29.955	60.8	59.8	60.0
			1600			29.941	61.8	60.8	60.0
			1800			29.921	60.8	60.8	60.0
			2000			29.981	58.3	58.3	59.0
			2200			29.998	57.3	56.3	59.0
			2400			30.020	56.8	55.8	58.0
		31	200			30.046	56.8	56.8	59.0
			400			30.057	56.3	55.8	59.0
			600			30.053	55.8	55.8	60.0
			800			30.051	57.8	56.8	60.0
			1000			30.159	57.8	55.8	60.0
			1200	35 20	13 4	30.106	58.8	56.3	60.0
			1400			30.090	59.8	56.8	60.0
			1600			30.099	58.8	55.8	60.0
			1800			30.092	58.8	55.8	60.0
			2000			30.102	57.8	54.8	60.0
			2200			30.149	58.3	55.8	59.0
			2400			30.145	57.8	56.3	60.0
	2	1	200			30.144	59.3	57.8	60.0
			400			30.124	59.3	57.8	60.0
			600			30.121	59.8	58.8	60.0
			800			30.146	59.8	58.8	60.0
			1000			30.189	61.8	60.3	61.0
			1200	34 3	14 19	30.162	62.8	60.8	61.0
			1400			30.144	64.0	62.0	61.5
			1600			30.160	64.0	62.8	61.7
			1800			30.113	62.8	62.8	62.0
			2000			30.211	62.8	61.8	62.0
			2200			30.237	63.0	62.8	62.0
			2400			30.217	62.8	62.8	61.7
		2	200			30.211	63.5	63.3	62.0
			400			30.196	62.8	61.8	62.0
			600			30.204	63.8	62.8	62.0
			800			30.204	63.8	62.8	62.0
			1000			30.313	61.8	60.8	63.0
			1200	32 31	16 14	30.298	62.8	61.0	63.0
			1400			30.286	63.5	62.3	64.0
			1600			30.314	62.8	61.8	63.5
			1800			30.310	62.8	59.8	63.5
			2000			30.370	61.8	60.3	63.0
			2200			30.382	60.8	59.8	63.0
			2400			30.402	60.8	59.8	63.0
		3	200			30.370	61.3	59.3	62.0
			400			30.368	61.8	59.8	62.5
			600			30.340	61.8	59.8	62.8
			800			30.410	62.8	61.8	62.8
			1000			30.424	63.8	62.8	63.0
			1200	Madeira		30.412	63.8	62.8	64.0
			1400			30.383	65.8	60.8	
			1600			30.394	64.8	59.8	
			1800			30.418	62.8	59.8	
			2000			30.436	60.8	58.8	
			2200			30.441	58.3	56.8	
			2400			30.438	58.3	56.8	
		4	200			30.444	57.3	55.8	
			400			30.431	56.8	54.8	
			600			30.420	56.8	55.3	
			800			30.450	61.8	60.3	
			1000						
			1200	Madeira		30.442	63.8	59.8	
			1400			30.426	68.8	63.8	
			1600			30.430	69.8	64.8	
			1800				58.3		
			2000			30.466	58.3	57.0	
			2200			30.447	56.8	55.0	
			2400			30.461	56.3	53.8	
		5	200			30.427	55.3	53.3	
			400			30.437	54.8	53.8	
			600			30.437	54.8	53.8	
			800			30.466	61.8	59.8	
			1000			30.467	63.3	60.8	
			1200	Madeira		30.453	63.8	60.8	63.8
			1400			30.443	63.8	60.8	63.0
			1430	Proceeded from Madeira					
			1600			30.399	62.8	58.8	63.0
			1800			30.343	62.8	58.8	63.0
			2000			30.386	60.3	57.8	63.0
			2200			30.366	59.8	57.8	62.0
			2400			30.354	60.3	57.3	62.5
		6	200			30.308	60.3	58.3	62.0
			400			30.268	60.3	58.3	63.0
			600			30.241	59.8	58.8	62.5
			800			30.249	59.8	58.8	62.5
			1000			30.252	59.8	58.8	63.0
