	VOYAGE AUTOUR DU MONDE FAIT PAR ORDRE DU ROI					
	"M LOUIS DE FREYCINET, CAPT."					

Pg. 66		RIO DE JANEIRO				

YEAR	MONTH	DAY	HOUR	TEMP	BAR	ATT.TEMP
			348	22.42	765.420	22.90
			439	22.47	765.420	22.80
			521	22.50	765.520	22.80
		26	14	22.30	765.350	22.70
			55	22.37	765.570	22.70
			138	22.37	765.250	22.95
			220	22.40	764.670	23.00
			301	22.45	764.400	23.20
			343	22.50	764.070	23.00
			425	22.65	764.100	23.30
			507	22.70	763.870	23.25
			544	22.82	763.520	23.35

Pg. 72		I'LLE DE FRANCE				

1818	5	19	413	24.87	761.400	26.40
			455	24.80	761.350	26.45
			537	24.75	760.850	26.65
			619	24.70	760.670	26.60
			700	24.70	760.920	26.30
			742	24.92	760.750	25.90
		20	45	24.80	763.050	26.80
			127	25.15	762.870	27.40
			209	25.55	762.410	27.55
			250	25.87	761.950	27.85
			332	26.25	761.650	27.85
			414	26.40	761.520	27.95
			456	26.50	761.420	27.80
			537	26.50	761.000	27.00
			619	26.37	761.470	26.75
			701	25.92	761.520	26.40
		21	16	24.25	762.970	25.05
			58	24.65	762.420	25.75
			140	24.90	762.400	25.75
			221	25.12	762.070	25.95
			303	25.25	761.850	26.10
			345	25.52	761.520	26.50
			427	25.62	761.600	26.60
			508	25.80	761.620	26.50
		22	803	24.50	764.060	25.85
			845	24.52	763.920	26.55
			926	25.05	763.700	26.78
			1007	25.50	763.500	26.65
			1048	25.55	763.370	27.00
			1129	25.65	763.250	26.90
			1211	25.70	763.200	26.70
			1252	25.70	763.000	26.50
			1333	25.50	763.770	25.80
		23	53	23.60	765.750	25.20
			134	24.17	765.220	25.90
			215	24.67	765.300	26.35
			256	25.00	764.950	26.30
			338	25.40	764.670	26.85
			419	25.65	764.470	27.25
			500	25.82	764.520	27.25
			541	26.07	764.670	27.35
			622	26.07	764.820	27.30
			704	26.15	764.850	27.20
		24	48	24.40	765.950	25.35
			130	24.50	765.850	25.70
			212	24.92	765.670	25.90
			254	25.12	765.370	26.20
			335	25.45	764.770	25.40
			417	25.70	764.470	26.75
			459	25.85	764.370	27.10
			540	26.10	764.370	27.40
		25	114	26.52	766.220	27.00
			236	26.62	765.470	27.50
			326	26.85	765.300	27.95
			407	27.15	764.950	28.15
			448	27.07	764.750	28.10
			528	27.17	764.620	28.05
			609	27.32	764.450	28.00
			649	27.27	764.270	28.10
			730	27.17	764.470	27.85
			811	27.07	764.600	27.90

Pg. 74		I'LLE RAWAK				

1818	12	20	308	29.45	758.400	29.50
			350	29.20	758.150	29.65
			431	29.17	758.050	29.60
			513	29.15	758.000	29.30
			555	29.05	758.125	29.35
			637	29.00	758.675	28.95
			718	28.90	759.250	27.45
		21	156	26.47	760.425	27.95
			238	26.41	760.325	27.30
			319	26.60	760.000	27.40
			401	26.90	759.425	27.25
			443	27.15	758.950	28.10
			525	27.40	758.700	28.15
			606	27.47	758.775	28.00
			709	27.60	758.575	28.10
			730	27.67	758.625	28.20
			812	27.70	758.525	28.10
		22	208	27.57	761.675	28.85
			250	27.67	761.725	29.10
			331	28.12	761.350	29.50
			413	28.30	761.400	29.25
			511	28.52	761.125	29.10
			537	28.70	760.750	29.20
			618	28.85	760.000	29.05
			700	28.67	759.600	28.90
			758	28.65	758.925	28.80
		23	141	27.82	762.300	28.95
			222	27.82	762.250	29.75
			304	28.65	761.750	29.45
			345	28.80	761.800	29.40
			441	29.05	761.600	29.75
			507	29.07	761.550	29.50
			548	28.95	760.950	29.00
			630	28.90	760.700	29.30
			711	28.90	760.525	29.15
			752	28.90	760.225	29.35
			833	28.92	760.160	29.15
			914	28.75	760.550	28.90
			956	28.55	760.800	28.70
		24	123	27.35	762.800	27.65
			204	27.35	762.475	27.35
			251	27.32	762.125	27.90
			335	27.42	761.675	28.20
			415	27.60	761.025	28.45
			456	27.70	760.500	28.45
			538	27.65	759.850	27.85
			620	27.65	759.825	27.95
			712	27.82	759.700	28.75
			738	27.85	759.950	28.35
		25	1048	27.57	762.600	28.95
			1134	28.12	762.400	28.90
			1214	28.30	762.275	28.80
			1310	28.57	761.575	29.80
			1351	28.72	761.050	29.80
			1431	28.62	760.600	29.25
			1512	28.52	760.425	29.25
			1552	28.37	760.275	28.15
			1653	27.65	759.675	27.75
		26	242	28.20	761.300	29.40
			323	28.40	762.300	29.65
			413	28.52	760.925	29.35
			454	28.72	761.225	29.75
			535	28.95	761.000	29.90
			615	28.92	760.500	29.40
			656	28.80	760.300	29.15
			736	28.65	760.175	28.40
			832	28.65	759.950	28.95
			847	28.61	759.925	28.95

Pg. 76		I'LLE GUAM				

1819	4	25	314	29.18	761.825	29.60
			356	29.32	761.300	30.35
			438	29.73	760.950	30.55
			520	29.98	760.800	30.75
			601	30.01	760.600	30.25
			643	30.00	760.550	29.90
			725	30.05	760.625	29.70
			807	29.90	760.575	29.20
			848	29.65	760.700	28.65
			930	29.17	761.225	28.10
		27	135	25.92	762.475	27.10
			216	26.43	762.625	28.20
			258	27.25	762.625	28.70
			340	27.91	762.600	29.50
			421	28.48	762.525	30.00
			503	29.08	762.500	3.05
			545	29.60	762.250	31.30
			627	30.12	761.962	31.50
			709	30.50	761.712	31.65
			751	30.70	761.350	31.05
			832	30.85	760.987	30.55
			914	30.65	760.875	30.20
		28	950	27.38	762.600	27.95
			1031	27.65	762.750	28.95
			1112	28.18	763.050	29.85
			1153	28.07	763.050	30.50
			1234	29.15	763.175	30.85
			1316	29.60	762.925	31.50
			1357	30.08	762.575	31.75
			1438	30.40	762.300	31.80
			1519	30.82	762.012	31.75
			1601	30.90	761.725	31.55
			1642	31.10	761.600	31.50
			1723	31.15	761.425	31.20
			1804	31.15	761.325	30.65
			1845	30.82	761.350	30.05
			1901	30.78	761.325	29.85
			1927	30.55	761.400	29.50
			2008	30.17	761.725	28.90
		29	114	24.62	762.350	24.95
			156	25.17	762.825	26.85
			238	26.08	763.000	28.05
			319	27.02	763.125	28.80
			401	27.57	763.175	30.05
			443	28.28	763.075	30.70
			524	29.10	762.950	31.50
			606	29.87	762.700	31.65
			648	30.15	762.375	31.40
			729	30.47	761.975	31.70
			811	30.85	761.587	31.75
			853	30.95	761.562	31.05
			934	30.93	761.300	30.70
			1016	30.75	761.162	30.30
			1058	30.55	761.100	29.90
			1139	30.32	761.237	29.55
		30	118	26.27	762.225	25.70
			158	26.50	762.575	26.90
			239	27.07	762.762	27.75
			319	27.52	762.875	28.45
			400	27.97	763.025	29.40
			441	28.58	763.025	30.45
			521	29.07	763.000	30.40
			602	29.45	762.925	30.60
			642	29.90	762.675	30.95
			723	30.25	762.562	31.30
			804	30.40	762.250	30.85
			844	30.50	762.000	30.75
			925	30.57	761.837	30.50
			1006	30.52	761.750	29.80
			1046	30.25	761.450	29.50
			1127	30.18	761.362	29.40
			1207	29.55	761.650	28.75

PG. 78		I'LLE MOWI				

1819	8	19	311	27.40	766.350	28.40
			353	27.80	766.400	29.00
			435	28.15	766.450	28.75
			517	28.40	766.250	28.85
			558	28.00	766.175	27.60
			640	27.52	766.262	26.90
			722	27.12	766.337	26.95
			804	26.97	766.600	26.80
		20	14	23.92	767.575	25.50
			56	24.65	757.775	26.30
			138	24.97	757.975	26.60
			220	25.40	768.025	27.20
			302	26.10	767.700	28.25
			343	26.62	767.850	28.05
			425	26.65	767.575	27.10
			507	26.63	766.950	26.60
			549	26.47	766.800	27.15
			630	27.03	766.800	27.80
			712	27.37	766.750	28.65
			754	27.90	766.675	29.05
			836	28.15	766.425	28.65

Pg. 79		"PORT JACKSON, SYDNEY"				

1819	11	30	229	20.12	765.025	20.50
			311	20.13	764.975	20.95
			353	20.15	764.700	20.90
			435	20.50	764.450	20.90
			517	20.15	763.900	21.00
			558	20.15	762.125	20.90
			640	20.12	762.000	20.80
			722	20.05	761.700	20.95
			804	20.05	761.475	20.75
			846	20.00	761.700	20.80
			927	19.95	761.825	20.00
			1009	19.90	761.775	20.00
			1051	19.90	761.750	20.00
			1133	19.90	761.775	19.90
	12	1	8	19.60	761.875	19.95
			49	19.78	762.200	20.55
			131	19.87	762.200	21.00
			212	20.18	762.350	21.45
			253	20.47	762.585	22.00
			334	20.73	762.585	21.95
			416	20.95	762.600	22.00
			457	21.00	762.650	21.95
			538	21.15	762.550	21.90
			619	21.30	762.350	22.00
			701	21.35	762.075	22.00
			742	21.35	761.850	21.90
			823	21.35	761.950	21.90
			904	21.30	761.950	21.85
			946	21.28	761.925	21.60
			1027	21.25	761.700	21.30
			1108	21.20	762.350	21.35
			1149	21.12	762.575	21.10
			1231	21.05	762.525	20.90
		2	108	21.25	762.850	21.90
			150	21.25	762.700	21.90
			231	21.30	762.550	22.00
			313	21.40	762.275	22.20
			355	21.52	762.125	22.20
			436	21.68	761.950	22.45
			518	21.68	761.350	22.40
			600	21.80	761.387	22.75
			641	21.91	760.800	22.95
			723	22.05	760.450	22.80
			805	22.23	760.350	22.80
			847	22.22	760.500	22.60
			928	22.13	760.450	22.10
			1010	22.00	760.625	21.90
			1052	21.92	760.975	22.00
		5	1	19.28	758.875	20.00
			42	19.55	758.300	20.45
			124	19.80	757.975	20.95
			206	20.00	757.850	21.00
			247	20.17	757.225	21.20
			329	20.30	756.950	21.00
			411	20.37	756.450	21.10
			453	20.53	755.735	21.70
			534	20.75	755.125	21.40
			616	20.97	754.935	21.95
			658	21.10	754.300	21.75
			739	21.07	753.900	21.75
			821	21.13	753.860	21.85
			903	21.22	753.425	22.40
			945	21.30	753.625	22.40
		6	22	20.45	756.450	20.55
			103	20.47	756.900	20.80
			143	20.52	757.025	20.95
			224	20.63	757.050	21.15
			305	20.60	757.175	21.35
			345	20.72	757.225	21.45
			426	20.85	757.450	21.45
			507	20.83	757.700	20.75
			547	20.72	757.775	20.50
			628	20.60	757.185	20.10
			708	20.33	757.950	19.90
			749	20.22	758.000	19.80
			730	20.13	758.250	20.00
			910	20.05	758.675	19.70
			951	20.02	758.875	19.15
		8	1014	19.13	764.612	19.60
			1055	19.30	764.412	20.50
			1135	19.50	764.300	20.60
			1216	19.52	763.950	20.80
			1257	19.88	763.825	21.00
			1337	20.02	763.337	20.90
			1418	20.15	762.800	21.30
			1459	20.15	761.435	21.35
			1559	20.23	762.112	21.35
			1620	20.25	761.975	21.55
			1701	20.42	761.575	21.55
			1741	20.63	760.987	21.80
			1822	20.85	760.700	21.85
			1903	20.92	760.275	21.70
			1943	20.95	759.975	21.60
		9	20	20.45	757.575	21.45
			101	20.60	757.425	21.60
			143	20.90	757.275	22.00
			224	21.15	756.950	22.80
			305	21.53	756.600	23.55
			346	22.00	756.225	24.00	
			428	22.27	755.900	24.00	
			509	22.48	755.700	24.00	
			550	22.67	755.950	23.75	
			631	22.72	756.275	23.15	
			713	22.42	756.237	22.35	
			754	22.25	756.000	22.45	
			835	22.25	756.025	22.30	
			947	21.83	756.625	21.35	
			1029	21.65	757.275	20.90	

		RIO DE JANEIRO					
Pg. 86		OBSERVATIONS ON THE URANIE:					

YEAR	MONTH	DAY	HOUR	LAT	LONG	BAR	TEMP
1818	1	18	45	22 55	45 37.59	764.00	22.3
			2016			762.00	28.0
		19	110			762.00	26.0
		20	1958			762.00	27.0
			2004			762.00	27.0
		22	1115			760.00	26.0
			1127			760.00	26.0
			1129			760.00	26.0
			1132			760.00	26.0
			1146			760.00	26.0
			1233			760.00	26.0
1820	8	7	729	22 55.25	45 38.22	765.00	18.0
			731			765.00	18.0
			736			765.00	18.0
		8	754			766.00	20.0
			755			766.00	20.0
			757			766.00	20.0
			800			766.00	20.0
		9	745			771.40	20.6
			757			771.40	20.6
			759			771.40	20.6
			802			771.40	20.6
			810			771.40	20.6
			812			771.40	20.6
			1407			768.20	23.2
			1409			768.20	23.2
			1411			768.20	23.2
			1413			768.20	23.2
			1416			768.20	23.2
			1419			768.20	23.2
		10	727			767.80	21.0
			735			767.80	21.0
			739			767.80	21.0
			1347			766.20	26.0
			1351			766.20	26.0
			1356			766.20	26.0
			1358			766.20	26.0
			1400			766.20	26.0
			1402			766.20	26.0
			1405			766.20	26.0
		11	716			769.30	22.8
			718			769.30	22.8
			720			769.30	22.8
			723			769.30	22.8
			725			769.30	22.8
			727			769.30	22.8
		12	653			768.50	22.3
			655			768.50	22.3
			657			768.50	22.3
			1350			765.80	23.9
			1352			765.80	23.9
			1355			765.80	23.9
			1357			765.80	23.9
		13	721			763.80	23.0
			724			763.80	23.0
			726			763.80	23.0
			728			763.80	23.0
			1418			761.20	26.2
			1420			761.20	26.2
			1422			761.20	26.2
			1425			761.20	26.2
		14	704			761.90	20.4
			706			761.90	20.4
			710			761.90	20.4
			715			761.90	20.4
			1322			760.70	12.9
		16	747			769.70	18.0
			750			769.70	18.0
			1426			770.00	21.0
			1428			770.00	21.0
			1430			770.00	21.0
			1443			770.00	21.0
		18	812			771.20	19.0
			815			771.20	19.0
			816			771.20	19.0
			818			771.20	19.0
		19	708			770.50	17.6
			710			770.50	17.6

Pg. 89		CAP DE BONNE-ESPERANCE					
		OBSERVATIONS ON THE URANIE					

YEAR	MONTH	DAY	HOUR	LAT	LONG	BAR	TEMP
1818	3	18	302	33 55.15	16 3.45	765.00	23.0
			308			765.00	23.0
		19	1536			767.00	23.1
		20	724			769.00	21.5
			745			768.00	21.5
		21	649			767.50	23.0
			655			767.50	23.0
			1530			764.00	23.8
			1538			764.00	23.8
			1609			764.00	23.8
			1618			764.00	23.8
		22	649			767.00	24.0
			658			767.00	24.0
			720			767.00	24.0
			1514			760.00	23.0
			1518			760.00	23.0
		25	712			765.70	22.4
			717			765.70	22.4
			724			765.35	22.4
			731			765.35	22.4
			747			765.35	22.4
			1501			765.30	22.8
			1507			765.30	22.8
		26	711			765.70	22.2
			718			765.70	22.2
			1439			765.00	23.0
			1443			765.00	23.0
			1523			765.00	23.0
			1528			765.00	23.0
			1601			765.00	23.0
		27	617			760.00	22.4
			623			760.00	22.4
			642			760.80	22.4

Pg. 91		I'LL DE FRANCE					
		OBSERVATIONS ON THE URANIE					

YEAR	MONTH	DAY	HOUR	LAT	LONG	BAR	TEMP
1818	5	19	351	20 9.56	55 8.26	762.20	23.0
			356			762.20	23.0
			402			762.20	23.0
			408			762.20	23.0
			2350			760.90	24.9
			2355			760.90	24.9
		20	524			763.20	24.5
			530			763.20	24.5
			535			763.20	24.5
			542			763.20	24.5
			1243			761.50	25.5
			1249			761.50	25.5
			1253			761.50	25.5
		21	1207			761.70	25.4
			1212			761.70	25.4
			1242			761.70	25.4
		22	439			764.30	22.5
			445			764.30	22.5
			451			764.30	22.5
			457			764.30	22.5
			2351			763.00	25.8
			2353			763.00	25.8
		23	410			765.50	24.2
			415			765.50	24.2
			1221			764.80	25.7
			1225			764.80	25.7
		24	427			766.00	23.0
			433			766.00	23.0
			2325			764.00	26.3
			2330			764.00	26.3
			2336			764.00	26.3
			2340			764.00	26.3
		25	1139			765.00	26.6

Pg. 93		A RAWAK					
		OBSERVATIONS ON THE URANIE					

YEAR	MONTH	DAY	HOUR	LAT	LONG	BAR	TEMP
1818	12	21	1908	0 1.34	128 35.4	758.70	27.4
		22	1705			759.50	28.6
			1709			759.50	28.6
		23	1736			760.80	28.5
			1740			760.80	28.5
		24	1917			760.80	28.0
		25	1048			762.80	28.7
			1056			762.80	28.7
			1908			759.90	27.4
		26	1008			762.60	28.0
		27	1141			763.20	27.0
		29	1105			760.10	27.0

Pg. 94		GUAM					
		OBSERVATIONS ON THE URANIE					

YEAR	MONTH	DAY	HOUR	LAT	LONG	BAR	TEMP
1819	4	23	1015	13 27.51	142 37.25	762.10	28.0
			1022			762.10	28.0
			1737			761.00	29.0
			1743			761.00	29.0
			1748			761.00	29.0
			1753			761.00	29.0
		24	1033			761.10	27.0
			1741			761.90	28.6
			1756			761.90	28.6
			1801			761.90	28.6
		25	1750			760.60	29.5
			1804			760.60	29.5
		27	1027			762.60	28.3
			1033			762.60	28.3
			1735			760.80	30.2
			1739			760.80	30.2
		28	1005			762.60	27.9
			1842			761.70	30.5
			1847			761.70	30.5
		29	949			763.10	29.0
			1816			761.00	30.0
			1822			761.00	30.0
			1826			761.00	30.0
		30	922			762.80	28.7
			1805			761.70	29.7
			1829			761.70	29.7
	5	4	928			763.90	28.7
			944			763.90	28.7
			952			763.90	28.7
			959			763.90	28.7

Pg. 95		MOWI					
		OBSERVATIONS ON THE URANIE					

YEAR	MONTH	DAY	HOUR	LAT	LONG	BAR	TEMP
1819	8	18	657	20 52.7	159 2.2	765.00	27.0
			702			765.00	27.0
			1335			765.00	27.0
			1340			765.00	27.0
			1348			765.00	27.0
			1352			765.00	27.0
		19	716			767.70	26.0
			731			767.70	26.0
			1501			766.50	28.0
			1602			766.50	28.0
			1606			766.50	28.0
		20	543			767.70	25.9
			546			767.70	25.9
			550			767.70	25.9
			657			767.80	26.3
			1423			766.50	27.8
			1428			766.50	27.8
			1435			766.50	27.8
		21	706			768.30	25.0
			710			768.30	25.0
			729			768.30	25.0
			749			768.30	25.0
							
Pg. 96		"PORT JACKSON, SYDNEY"					
		OBSERVATIONS ON THE URANIE					

YEAR	MONTH	DAY	HOUR	LAT	LONG	BAR	TEMP
1819	11	30	1711	33 51.34	148 47.59	762.00	20.0
			1715			762.00	20.0
	12	1	808			762.00	21.5
			812			762.00	21.5
			849			762.30	21.5
			854			762.30	21.5
			1610			762.00	22.5
			1614			762.00	22.5
			1618			762.00	22.5
			1623			762.00	22.5
			1646			762.00	22.5
			1654			762.00	22.5
		4	1716			762.00	19.0
			1722			762.00	19.0
			1727			762.00	19.0
		5	754			759.00	20.5
			812			759.00	20.5
			858			758.60	21.3
			904			758.60	21.3
			941			759.00	21.4
			1622			753.90	23.7
			1642			753.90	23.7
			1648			753.90	23.7
			1702			753.60	24.0
			1709			753.60	24.0
			1725			754.00	24.0
			1731			754.00	24.0
		6	846			757.00	21.0
			850			757.00	21.0
			858			757.20	21.0
			905			757.20	21.0
		7	1629			762.20	16.0
			1639			762.20	16.0
		8	643			764.40	16.8
			653			764.40	16.9
			703			764.40	16.9
			710			764.60	19.4
			738			765.00	20.0
			859			764.00	22.0
			905			764.00	22.0
			1542			760.40	21.7
			1550			760.40	21.7
			1620			760.10	21.6
			1625			760.10	21.6
			1631			760.10	21.6
			1700			760.10	21.6
		9	716			757.50	21.4
			800			757.10	21.4
			805			757.10	21.4
			815			757.70	24.5
			839			757.70	24.5
			844			757.70	24.5
			849			757.70	24.5
			854			757.70	24.5
			1620			756.40	21.3
			1630			756.40	21.3

Pg. 98		AUX MALOUINES					
		OBSERVATIONS ON THE URANIE					

YEAR	MONTH	DAY	HOUR	LAT	LONG	BAR	TEMP
1820	4	6	828	51 35.18	60 26.52	755.00	11.0
			832			755.00	11.0
		10	839			755.00	11.0
		11	1001			754.60	12.0
		12	1452			755.00	10.0
