	VOYAGE AUTOUR DU MONDE FAIT PAR ORDRE DU ROI						
	"M LOUIS DE FREYCINET, CAPT."						

Pg. 216		PORT LOUIS (I'LLE DE FRANCE)					BAR. NO. 2

YEAR	MONTH	DAY	HOUR			BAR	
			1300			766.68	
			1400			766.71	
			1500			764.45	
			1600			764.62	
			1700			764.50	
			1800			764.37	
			1900			765.28	
			2000			765.32	
			2100			765.07	
			2200			765.02	
			2300			766.18	
			2400			765.85	765.58
		19	100			766.13	
			200			766.38	
			300			765.26	
			400			766.00	
			500			765.16	
			600			765.21	
			700			765.63	
			800			765.70	
			900			767.22	
			1000			766.70	
			1100			766.58	
			1200			764.84	
			1300			764.79	
			1400			764.46	
			1500			764.34	
			1600			764.33	
			1700			764.45	
			1800			764.77	
			1900			764.46	
			2000			765.02	
			2100			764.57	
			2200			764.54	
			2300			764.46	
			2400			764.87	765.24
		20	100			764.16	
			200			764.63	
			300			764.71	
			400			764.81	
			500			764.40	
			600			764.53	
			700			764.61	
			800			765.57	
			900			765.60	
			1000			765.84	
			1100			765.59	
			1200			765.29	
			1300			765.03	
			1400			764.55	
			1500			764.29	
			1600			763.32	
			1700			764.04	
			1800			763.48	
			1900			763.47	
			2000			763.48	
			2100			763.77	
			2200			763.75	
			2300			763.36	
			2400			763.48	764.41
		21	100			763.13	
			200			763.06	
			300			762.86	
			400			762.13	
			500			762.13	
			600			762.13	
			700			762.13	
			800			762.13	
			900			763.64	
			1000			763.43	
			1100			763.13	
			1200			762.67	
			1300			761.84	
			1400			761.80	
			1500			761.60	
			1600			761.58	
			1700			761.71	
			1800			762.04	
			1900			762.23	
			2000			762.68	
			2100			762.35	
			2200			762.71	
			2300			762.57	
			2400			762.22	762.41
		22	100			762.85	
			200			762.46	
			300			762.17	
			400			761.70	
			500			761.88	
			600			762.32	
			700			762.59	
			800			762.17	
			900			762.35	
			1000			763.07	
			1100			762.73	
			1200			762.52	
			1300			761.82	
			1400			761.45	
			1500			761.20	
			1600			761.25	
			1700			761.92	
			1800			761.05	
			1900			760.98	
			2000			763.25	
			2100			762.83	
			2200			762.64	
			2300			762.30	
			2400			762.17	762.15
		23	100			763.64	
			200			763.03	
			300			762.72	
			400			762.77	
			500			761.79	
			600			761.84	
			700			762.56	
			800			763.51	
			900			763.74	
			1000			763.70	
			1100			763.86	
			1200			763.45	
			1300			763.00	
			1400			762.66	
			1500			762.67	
			1600			762.58	
			1700			763.07	
			1800			763.56	
			1900			763.73	
			2000			763.82	
			2100			764.52	
			2200			764.32	
			2300			764.45	
			2400			764.45	763.31
		24	100			764.43	
			200			764.41	
			300			764.02	
			400			763.84	
			500			763.92	
			600			763.95	
			700			764.21	
			800			764.83	
			900			765.29	
			1000			765.08	
			1100			764.65	
			1200			764.50	
			1300			764.52	
			1400			763.56	
			1500			763.56	
			1600			764.15	
			1700			764.64	
			1800			764.76	
			1900			764.18	
			2000			764.34	
			2100			764.88	
			2200			764.96	
			2300			765.03	
			2400			764.98	764.45
		25	100			764.78	
			200			764.25	
			300			764.22	
			400			764.02	
			500			764.12	
			600			764.57	
			700			764.69	
			800			765.18	
			900			765.20	
			1000			765.30	
			1100			764.76	
			1200			764.28	
			1300			763.68	
			1400			763.46	
			1500			763.23	
			1600			763.32	
			1700			763.32	
			1800			763.40	
			1900			763.69	
			2000			764.09	
			2100			764.18	
			2200			764.28	
			2300			763.91	
			2400			763.77	764.15
		26	100			763.72	
			200			763.47	
			300			763.08	
			400			763.03	
			500			762.95	
			600			763.21	
			700			763.69	
			800			763.98	
			900			763.89	
			1000			763.65	
			1100			763.22	
			1200			762.59	
			1300			761.87	
			1400			761.87	
			1500			761.76	
			1600			761.60	
			1700			761.80	
			1800			761.99	
			1900			762.27	
			2000			762.49	
			2100			761.98	
			2200			761.59	
			2300			761.37	
			2400			761.29	762.60
		27	100			761.79	
			200			761.50	
			300			761.23	
			400			760.98	
			500			761.10	
			600			761.20	
			700			761.37	
			800			762.00	
			900			761.79	
			1000			761.47	
			1100			761.07	
			1200			760.73	
			1300			760.04	
			1400			759.43	
			1500			759.18	
			1600			759.05	
			1700			759.12	
			1800			759.30	
			1900			759.37	
			2000			759.51	
			2100			759.97	
			2200			759.11	
			2300			759.62	
			2400			759.47	760.39
		28	100			759.24	
			200			759.32	
			300			759.23	
			400			759.01	
			500			758.92	
			600			758.89	
			700			759.20	
			800			759.14	
			900			760.07	
			1000			760.18	
			1100			760.91	
			1200			759.21	
			1300			758.77	
			1400			758.77	
			1500			758.59	
			1600			758.62	
			1700			759.08	
			1800			759.24	
			1900			759.85	
			2000			759.90	
			2100			759.29	
			2200			759.69	
			2300			759.65	
			2400			760.06	759.37
		29	100			760.71	
			200			760.46	
			300			760.31	
			400			760.21	
			500			760.90	
			600			761.32	
			700			761.38	
			800			761.58	
			900			761.48	
			1000			761.53	
			1100			762.45	
			1200			762.45	
			1300			761.89	
			1400			761.54	
			1500			761.29	
			1600			762.19	
			1700			762.76	
			1800			763.18	
			1900			763.64	
			2000			764.16	
			2100			764.53	
			2200			764.81	
			2300			764.41	
			2400			764.36	762.23
		30	100			764.35	
			200			764.37	
			300			763.82	
			400			763.82	
			500			763.69	
			600			763.37	
			700			763.79	
			800			764.61	
			900			765.14	
			1000			765.27	
			1100			765.18	
			1200			765.08	
			1300			764.46	
			1400			764.39	
			1500			763.94	
			1600			763.55	
			1700			763.46	
			1800			764.35	
			1900			764.32	
			2000			763.92	
			2100			764.05	
			2200			764.51	
			2300			764.11	
			2400			764.02	764.23
	7	1	100			764.07	
			200			764.23	
			300			764.17	
			400			763.79	
			500			764.09	
			600			764.03	
			700			764.82	
			800			765.07	
			900			765.67	
			1000			765.44	
			1100			764.62	
			1200			763.96	
			1300			763.43	
			1400			763.19	
			1500			763.14	
			1600			763.37	
			1700			763.74	
			1800			763.97	
			1900			764.20	
			2000			764.16	
			2100			763.91	
			2200			763.70	
			2300			763.71	
			2400			763.66	764.09
		2	100			763.76	
			200			763.94	
			300			763.54	
			400			763.75	
			500			763.51	
			600			763.53	
			700			763.64	
			800			763.85	
			900			764.42	
			1000			764.32	
			1100			763.73	
			1200			763.43	
			1300			762.99	
			1400			762.42	
			1500			762.16	
			1600			761.72	
			1700			761.97	
			1800			761.89	
			1900			761.76	
			2000			761.83	
			2100			761.83	
			2200			761.58	
			2300			761.66	
			2400			761.58	762.87
		3	100			763.42	
			200			763.29	
			300			763.10	
			400			762.64	
			500			762.59	
			600			762.71	
			700			762.83	
			800			762.91	
			900			763.38	
			1000			763.42	
			1100			763.54	
			1200			762.69	
			1300			762.77	
			1400			761.93	
			1500			761.83	
			1600			761.64	
			1700			761.49	
			1800			761.32	
			1900			761.46	
			2000			761.63	
			2100			761.93	
			2200			762.39	
			2300			762.07	
			2400			761.97	762.46
		4	100			761.59	
			200			761.72	
			300			761.98	
			400			761.54	
			500			761.84	
			600			761.64	
			700			761.96	
			800			762.21	
			900			762.64	
			1000			762.69	
			1100			762.74	
			1200			762.61	
			1300			762.58	
			1400			762.33	
			1500			762.08	
			1600			761.81	
			1700			761.44	
			1800			761.40	
			1900			761.73	
			2000			762.11	
			2100			762.13	
			2200			761.77	
			2300			761.82	
			2400			761.85	762.01
		5	100			761.53	
			200			761.88	
			300			761.90	
			400			761.97	
			500			762.17	
			600			762.23	
			700			762.81	
			800			763.17	
			900			763.17	
			1000			763.42	
			1100			763.60	
			1200			763.41	
			1300			762.53	
			1400			762.41	
			1500			762.15	
			1600				
			1700				
			1800				
			1900			763.05	
			2000			763.44	
			2100				
			2200				
			2300				
			2400				
							
							
		COUPANG (ILE TIMOR)				BAR.NO. 1	
							
							
1818	10	12	800			759.91	
			900			759.98	
			1000			759.88	
			1100			759.48	
			1200			758.69	
			1300			758.01	
			1400			757.46	
			1500			757.59	
			1600			757.89	
			1700			759.26	
			1800			759.00	
			1900			759.22	
			2000			759.79	
			2100			761.33	
			2200			760.11	
			2300			759.84	
			2400			759.63	
		13	100			758.82	
			200			758.92	
			300			758.99	
			400			758.89	
			500			758.85	
			600			759.54	
			700			760.29	
			800			760.30	
			900			760.20	
			1000			759.85	
			1100			760.04	
			1200			759.67	
			1300			758.33	
			1400			757.90	
			1500			757.98	
			1600			757.63	
			1700			757.84	
			1800			757.84	
			1900			758.55	
			2000			758.75	
			2100			758.95	
			2200			759.13	
			2300			759.03	
			2400			758.67	758.96
		14	100			758.67	
			200			758.79	
			300			757.99	
			400			758.69	
			500			758.59	
			600			759.61	
			700			760.22	
			800			759.98	
			900			760.26	
			1000			759.83	
			1100			759.45	
			1200			758.85	
			1300			757.80	
			1400			757.25	
			1500			757.04	
			1600			756.79	
			1700			756.90	
			1800			757.34	
			1900			757.92	
			2000			758.90	
			2100			759.21	
			2200			759.22	
			2300			759.67	
			2400			759.49	758.69
		15	100			758.54	
			200			758.86	
			300			758.51	
			400			757.43	
			500			758.26	
			600			758.86	
			700			759.26	
			800			759.53	
			900			759.15	
			1000			759.12	
			1100			758.59	
			1200			758.06	
			1300			756.68	
			1400			756.03	
			1500			756.04	
			1600			756.24	
			1700			756.57	
			1800			757.36	
			1900			757.47	
			2000			758.32	
			2100			758.57	
			2200			758.70	
			2300			759.03	
			2400			758.34	758.06
		16	100			757.78	
			200			757.13	
			300			757.08	
			400			757.34	
			500			757.44	
			600			757.83	
			700			758.01	
			800			758.19	
			900			757.92	
			1000			757.54	
			1100			757.36	
			1200			756.37	
			1300			755.60	
			1400			756.10	
			1500			755.74	
			1600			756.00	
			1700			756.14	
			1800			756.20	
			1900			756.42	
			2000			756.61	
			2100			757.97	
			2200			758.16	
			2300			757.60	
			2400			757.77	757.10
		17	100			756.69	
			200			756.61	
			300			756.63	
			400			756.71	
			500			757.46	
			600			757.62	
			700			757.81	
			800			757.45	
			900			757.24	
			1000			757.62	
			1100			756.05	
			1200			755.67	
			1300			755.17	
			1400			754.71	
			1500			754.94	
			1600			755.21	
			1700			755.30	
			1800			755.95	
			1900			756.01	
			2000			757.42	
			2100			757.22	
			2200			757.54	
			2300			757.53	
			2400			757.31	756.58
		18	100			756.41	
			200			756.18	
			300			756.20	
			400			756.24	
			500			756.37	
			600			756.84	
			700			757.44	
			800			757.59	
			900			757.54	
			1000			757.27	
			1100			757.19	
			1200			756.16	
			1300			755.09	
			1400			755.53	
			1500			755.18	
			1600			755.18	
			1700			755.89	
							
		ILE RAWAK				BAR. NO. 1	
							

1818	12	25	900			758.14	
			1000			758.38	
			1100			758.05	
			1200			757.77	
			1300			757.08	
			1400			756.67	
			1500			756.49	
			1600			755.66	
			1700			756.39	
			1800			757.09	
			1900			757.64	
			2000			758.08	
			2100			758.02	
			2200			757.97	
			2300			758.33	
			2400			758.08	
		26	100			757.57	
			200			757.27	
			300			757.27	
			400			757.32	
			500			757.27	
			600			757.28	
			700			758.07	
			800			758.21	
			900			758.61	
			1000			758.57	
			1100			758.19	
			1200			757.67	
			1300			756.99	
			1400			756.21	
			1500			756.41	
			1600			755.94	
			1700			755.13	
			1800			755.57	
			1900			756.21	
			2000			756.87	
			2100			757.57	
			2200			757.61	
			2300			757.69	
			2400			758.04	757.23
		27	100			757.64	
			200			757.17	
			300			757.34	
			400			757.44	
			500			757.72	
			600			758.45	
			700			758.43	
			800			758.24	
			900			759.25	
			1000			759.07	
			1100			759.07	
			1200			758.55	
			1300			757.52	
			1400			756.69	
			1500			756.07	
			1600			756.07	
			1700			756.29	
			1800			757.15	
			1900			757.71	
			2000			757.82	
			2100			757.81	
			2200			757.80	
			2300			757.86	
			2400			757.47	757.69
		28	100			757.87	
			200			757.63	
			300			755.89	
			400			756.15	
			500			756.73	
			600			757.59	
			700			757.97	
			800			758.07	
			900			758.03	
			1000			758.27	
			1100			758.05	
			1200			757.29	
			1300			756.66	
			1400			756.25	
			1500			755.63	
			1600			755.38	
			1700			755.80	
			1800			756.39	
			1900			756.71	
			2000			756.21	
			2100			756.44	
			2200			756.49	
			2300			756.36	
			2400			756.64	756.85
		29	100			755.89	
			200			755.22	
			300			755.00	
			400			755.25	
			500			755.78	
			600			756.03	
			700			756.68	
			800			756.64	
			900			757.01	
			1000			756.62	
			1100			755.92	
			1200			755.86	
			1300			755.61	
			1400			754.82	
			1500			754.62	
			1600			754.69	
			1700			755.01	
			1800			755.63	
			1900			756.31	
			2000			756.54	
			2100			756.73	
			2200			756.66	
			2300			756.65	
			2400			756.91	755.92
		30	100			756.29	
			200			756.31	
			300			755.61	
							
							
		GUAM					BAR. NO. 3 AND SIPHON
							
1819	5	7	1500			758.62	
			1600			758.38	
			1700			759.36	
			1800			759.62	
			1900			760.11	
			2000			760.74	
			2100			761.66	
			2200			762.00	
			2300			761.91	
			2400			761.22	
		8	100			759.98	
			200			759.98	
			300			759.08	
			400			758.71	
			500			758.90	
			600			758.95	
			700			759.85	
			800			760.95	
			900			759.78	
			1000			760.88	
			1100			759.13	
			1200			759.03	
			1300			758.79	
			1400			757.88	
			1500			758.79	
			1600			758.32	
			1700			759.61	
			1800			758.12	
			1900			758.95	
			2000			760.35	
			2100			760.99	
			2200			759.66	
			2300			760.30	
			2400			759.04	759.42
		9	100			758.31	
			200			757.91	
			300			757.67	
			400			757.76	
			500			758.44	
			600			758.90	
			700			758.49	
			800			759.01	
			900			758.91	
			1000			759.83	
			1100			758.35	
			1200			758.31	
			1300			757.72	
			1400			757.32	
			1500			756.92	
			1600			757.49	
			1700			757.82	
			1800			757.38	
			1900			758.18	
			2000			758.91	
			2100			758.72	
			2200			759.47	
			2300			759.89	
			2400			759.21	758.37
		10	100			758.68	
			200			758.81	
			300			757.59	
			400			757.67	
			500			758.17	
			600			758.17	
			700			758.73	
			800			758.32	
			900			759.41	
			1000			759.99	
			1100			760.22	
			1200			759.30	
			1300			759.36	
			1400			759.10	
			1500			758.78	
			1600			758.62	
			1700			759.05	
			1800			758.95	
			1900			758.57	
			2000			759.95	
			2100			760.25	
			2200			759.75	
			2300			759.67	
			2400			759.47	759.02
		11	100			759.12	
			200			759.11	
			300			759.00	
			400			758.80	
			500			759.09	
			600			758.81	
			700			759.15	
			800			759.71	
			900			760.98	
			1000			760.46	
			1100			761.27	
			1200			759.83	
			1300			759.33	
			1400			758.99	
			1500			759.09	
			1600			758.89	
			1700			760.04	
			1800			759.03	
			1900			759.44	
			2000			759.47	
			2100			759.80	
			2200			760.49	
			2300			759.82	
			2400			759.76	759.56
		12	100			759.32	
			200			759.96	
			300			758.87	
			400			759.20	
			500			759.30	
			600			759.86	
			700			759.84	
			800			760.26	
			900			759.82	
			1000			760.10	
			1100			759.74	
			1200			759.57	
			1300			759.30	
			1400			758.92	
			1500			758.78	
			1600			759.15	
			1700			758.61	
			1800			759.02	
			1900			759.20	
			2000			759.87	
			2100			760.65	
			2200			760.56	
			2300			760.29	
			2400			759.93	759.59
		13	100			759.82	
			200			759.22	
			300			759.16	
			400			759.65	
			500			759.04	
			600			760.10	
			700			759.30	
			800			759.42	
			900			759.61	
			1000			759.92	
			1100			759.30	
			1200			758.99	
			1300			758.74	
			1400			758.53	
			1500			758.25	
			1600			758.54	
			1700			758.79	
			1800			758.78	
			1900			759.00	
			2000			758.98	
			2100			760.06	
			2200			760.99	
			2300				
			2400				
		14	100				
			200				
			300				
			400				
			500				
			600			759.84	
			700			759.73	
			800			760.01	
			900			760.20	
			1000			760.01	
			1100			759.57	
			1200			759.29	
			1300			758.90	
			1400			758.63	
			1500			758.62	
			1600			758.59	
			1700			758.75	
			1800			759.60	
			1900			759.26	
			2000			760.37	
			2100			760.48	
			2200			761.02	
			2300				
			2400				
		15	100				
			200				
			300				
			400				
			500				
			600			759.97	
			700			759.48	
			800			760.00	
			900			760.15	
			1000			759.63	
			1100			759.71	
			1200			758.63	
			1300			758.18	
			1400			757.88	
			1500			758.38	
			1600			758.12	
			1700			757.98	
			1800			759.21	
			1900			759.81	
			2000			759.77	
			2100			759.37	
			2200			759.31	
			2300				
			2400				
		16	100				
			200				
			300				
			400				
			500				
			600			759.00	
			700			759.09	
			800			759.25	
			900			759.31	
			1000			759.11	
			1100			758.89	
			1200			758.78	
			1300			758.68	
			1400			758.48	
			1500			758.15	
			1600			758.32	
			1700			758.06	
			1800			758.11	
			1900				
			2000				
			2100				
			2200				
			2300				
			2400				
		17	100				
			200				
			300				
			400				
			500				
			600			759.77	
			700			759.71	
			800			760.31	
			900			760.36	
			1000			759.91	
			1100			759.77	
			1200			759.45	
			1300			758.14	
			1400			758.91	
			1500			758.52	
			1600			758.08	
			1700			758.54	
			1800			758.57	
			1900			759.68	
			2000			760.11	
			2100				
			2200				
			2300				
			2400				
		18	100				
			200				
			300				
			400				
			500				
			600			759.86	
			700			760.08	
			800			760.20	
			900			759.97	
			1000			759.65	
			1100			759.13	
			1200			758.76	
			1300			758.83	
			1400			758.07	
			1500			758.13	
			1600			758.23	
			1700			758.78	
			1800			759.32	
			1900				
			2000				
			2100				
			2200				
			2300				
			2400				
		19	100				
			200				
			300				
			400				
			500				
			600			759.18	
			700			759.66	
			800			760.12	
			900			759.93	
			1000			760.38	
			1100			760.19	
			1200			759.28	
			1300			758.62	
			1400			758.27	
			1500			757.93	
			1600			757.85	
			1700			758.80	
			1800			759.45	
			1900				
			2000				
			2100				
			2200				
			2300				
			2400				
		20	100				
			200				
			300				
			400				
			500				
			600			759.42	
			700			759.28	
			800			759.39	
			900			759.49	
			1000			759.54	
			1100			759.19	
			1200			758.79	
			1300			758.61	
			1400			758.56	
			1500			758.28	
			1600			758.59	
			1700			758.26	
			1800			759.28	
			1900				
			2000				
			2100				
			2200				
			2300				
			2400				
		21	100				
			200				
			300				
			400				
			500				
			600			759.56	
			700			759.65	
			800			759.85	
			900			760.97	
			1000			760.25	
			1100			760.48	
			1200			759.76	
			1300			759.84	
			1400			758.93	
			1500			759.00	
			1600			758.66	
			1700			759.41	
			1800			759.51	
			1900				
			2000				
			2100				
			2200				
			2300				
			2400				
							
		PORT JACKSON					
							
1819	11	30	900			762.22	
			1000			762.48	
			1100			761.93	
			1200			761.36	
			1300			759.92	
			1400			759.71	
			1500			759.67	
			1600			759.31	
			1700			758.95	
			1800			758.93	
			1900			759.00	
			2000			757.97	
			2100			759.14	
			2200			759.13	
			2300			759.13	
			2400			758.81	
	12	1	100			758.73	
			200			758.71	
			300			758.71	
			400			757.77	
			500			758.63	
			600			758.70	
			700			759.02	
			800			759.05	
			900			759.27	
			1000			759.78	
			1100			759.53	
			1200			759.73	
			1300			759.53	
			1400			759.28	
			1500			758.88	
			1600			759.08	
			1700			758.68	
			1800			758.49	
			1900			759.17	
			2000			760.04	
			2100			760.96	
			2200			760.86	
			2300			760.61	
			2400			760.52	759.32
		2	100			759.40	
			200			759.31	
			300			759.03	
			400			759.24	
			500			759.54	
			600			759.72	
			700			759.91	
			800			759.89	
			900			759.53	
			1000			759.28	
			1100			759.05	
			1200			758.67	
			1300			758.33	
			1400			757.62	
			1500			757.13	
			1600			757.51	
			1700			757.98	
			1800			758.46	
			1900			758.96	
			2000			758.93	
			2100			758.78	
			2200			758.96	
			2300			758.97	
			2400			758.54	758.86
		3	100			759.37	
			200			759.71	
			300			759.51	
			400			760.24	
			500			760.98	
			600			761.53	
			700			761.82	
			800			762.21	
			900			763.01	
			1000			763.03	
			1100			763.22	
			1200			763.34	
			1300			763.17	
			1400			762.51	
			1500			762.05	
			1600			761.92	
			1700			761.94	
			1800			762.72	
			1900			762.87	
			2000			763.55	
			2100			763.61	
			2200			763.61	
			2300			763.69	
			2400			762.81	762.18
		4	100			762.87	
			200			762.64	
			300			762.59	
			400			762.34	
			500			762.86	
			600			762.96	
			700			763.38	
			800			763.42	
			900			763.13	
			1000			762.64	
			1100			762.66	
			1200			761.84	
			1300			761.22	
			1400			760.73	
			1500			760.44	
			1600			760.31	
			1700			758.96	
			1800			758.83	
			1900			758.85	
			2000			758.96	
			2100			758.77	
			2200			758.90	
			2300			758.63	
			2400			758.42	761.10
		5	100			758.35	
			200			758.15	
			300			758.09	
			400			757.44	
			500			756.93	
			600			756.35	
			700			756.28	
			800			756.41	
			900			755.68	
			1000			755.04	
			1100			754.42	
			1200			753.86	
			1300			752.91	
			1400			751.91	
			1500			751.39	
			1600			750.42	
			1700			750.59	
			1800			751.11	
			1900			751.02	
			2000			751.98	
			2100			752.04	
			2200			752.08	
			2300			751.18	
			2400			750.56	753.92
		6	100			751.10	
			200			751.20	
			300			751.50	
			400			751.91	
			500			752.39	
			600			752.82	
			700			753.61	
			800			754.24	
			900			754.14	
			1000			754.42	
			1100			754.32	
			1200			754.21	
			1300			754.98	
			1400			755.24	
			1500			755.29	
			1600			755.84	
			1700			756.60	
			1800			757.31	
			1900			757.93	
			2000			757.90	
			2100			759.92	
			2200			758.91	
			2300			758.81	
			2400			759.28	755.16
		7	100			759.52	
			200			760.22	
			300			760.06	
			400			760.11	
			500			760.61	
			600			761.05	
			700			760.48	
			800			762.38	
			900			762.33	
			1000			762.13	
			1100			761.97	
			1200			761.82	
			1300			761.89	
			1400			761.75	
			1500			761.47	
			1600			761.49	
			1700			761.47	
			1800			761.58	
			1900			761.73	
			2000			761.63	
			2100			762.01	
			2200			762.13	
			2300			762.19	
			2400			761.94	761.42
		8	100			761.96	
			200			761.63	
			300			761.33	
			400			761.00	
			500			761.66	
			600			761.78	
			700			761.92	
			800			761.46	
			900			761.38	
			1000			760.97	
			1100			759.92	
			1200			759.47	
			1300			758.88	
			1400			758.49	
			1500			757.86	
			1600			757.41	
			1700			756.66	
			1800			756.85	
			1900			756.93	
			2000			756.78	
			2100			756.70	
			2200			756.50	
			2300			756.46	
			2400			756.29	759.18
		9	100			755.72	
			200			755.39	
			300			754.67	
			400			754.75	
			500			755.24	
			600			754.79	
			700			754.76	
			800			754.38	
			900			753.93	
			1000			753.45	
			1100			752.90	
			1200			752.58	
			1300			753.00	
			1400			753.08	
			1500			752.88	
			1600			753.27	
			1700			754.11	
			1800			755.27	
			1900			756.01	
			2000			756.50	
							
	RIO DE JANEIRO						BAR. NO. 4
							
1820	8	19	100			767.14	
			200			766.79	
			300			766.27	
			400			766.53	
			500			766.66	
			600			767.03	
			700			767.44	
			800			767.36	
			900			768.28	
			1000			768.30	
			1100			768.04	
			1200			767.21	
			1300			766.43	
			1400			765.95	
			1500			765.69	
			1600			765.58	
			1700			765.69	
			1800			765.55	
			1900			765.27	
			2000			765.59	
			2100			765.89	
			2200			766.08	
			2300			766.18	
			2400			766.16	
		20	100			766.04	
			200			765.50	
			300			765.03	
			400			764.81	
			500			764.90	
			600			764.97	
			700			765.27	
			800			765.63	
			900			765.55	
			1000			765.62	
			1100			765.26	
			1200			764.69	
			1300			765.09	
			1400			763.98	
			1500			762.88	
			1600			762.98	
			1700			763.30	
			1800			763.31	
			1900			765.40	
			2000			763.80	
			2100			764.54	
			2200			765.28	
			2300			766.12	
			2400	766.77			

Pg. 228		LE BAIE DES CHIENS-MARINS					

YEAR	MONTH	DAY	HOUR	LAT	LONG	BAR	
1818	9	14	200	25 41 S	110 57 E	757.80	
			400			757.30	
			600			758.50	
			800			759.70	
			1000			759.30	
			1200			758.40	
			1400			759.40	
			1600			758.90	
			1800			759.40	
			2000			760.40	
			2200			759.40	
			2400			759.90	759.03
		15	200			761.70	
			400			762.20	
			600			761.00	
			800			761.50	
			1000			762.00	
			1200			761.90	
			1400			760.60	
			1600			760.60	
			1800			761.20	
			2000			761.20	
			2200			763.40	
			2400			763.40	761.73
		16	200			761.20	
			400			761.10	
			600			763.40	
			800			763.40	
			1000			761.50	
			1200			762.20	
			1400			761.90	
			1600			760.80	
			1800			761.70	
			2000			762.00	
			2200			762.50	
			2400			763.10	762.07
		17	200			760.30	
			400			758.90	
			600			762.20	
			800			761.30	
			1000			760.80	
			1200			760.10	
			1400			758.00	
			1600			758.60	
			1800			758.10	
			2000			758.50	
			2200			758.00	
			2400			758.00	759.40
		18	200			758.00	
			400			758.10	
			600			756.31	
			800			756.10	
			1000			757.00	
			1200			756.50	
			1400			754.50	
			1600			757.00	
			1800			757.00	
			2000			757.10	
			2200			757.20	
			2400			756.20	756.75
		19	200			759.40	
			400			759.50	
			600			759.60	
			800			759.50	
			1000			758.80	
			1200			758.50	
			1400			758.00	
			1600			757.90	
			1800			759.00	
			2000			760.70	
			2200			760.30	
			2400			759.50	759.23
		20	200			760.30	
			400			760.30	
			600			760.80	
			800			761.40	
			1000			760.40	
			1200			759.80	
			1400			761.90	
			1600			762.20	
			1800			762.20	
			2000			764.50	
			2200			766.20	
			2400			766.20	762.18
		21	200			764.50	
			400			764.50	
			600			766.00	
			800			766.40	
			1000			766.90	
			1200			765.40	
			1400			765.40	
			1600			765.70	
			1800			765.30	
			2000			765.20	
			2200			764.40	
			2400			765.90	765.47
		22	200			765.40	
			400			767.80	
			600			765.00	
			800			764.50	
			1000			764.40	
			1200			765.40	
			1400			764.20	
			1600			764.20	
			1800			764.20	
			2000			763.70	
			2200			762.40	
			2400			762.40	764.47
		23	200			762.50	
			400			762.70	
			600			763.80	
			800			763.50	
			1000			763.50	
			1200			763.50	
			1400			762.20	
			1600			762.50	
			1800			762.20	
			2000			761.00	
			2200			762.40	
			2400			762.40	762.68
		24	200			760.40	
			400			761.50	
			600			761.50	
			800			761.80	
			1000			761.80	
			1200			762.20	
			1400			761.80	
			1600			762.20	
			1800			762.40	
			2000			762.10	
			2200			763.20	
			2400			762.70	761.97
		25	200			761.50	
			400			762.00	
