	ABSTRACT OF THE METEOROLOGICAL JOURNAL KEPT																						
	"ON BOARD HIS MAJESTY'S SHIP, HECLA, FROM"																						
	JUNE 1824 TO SEPTEMBER 1825																						
																	TEMP IN SHADE 			SEA WATER			
YEAR	MONTH	DAY 	LAT (N)	LONG (W)	BAROMETER												REGISTERED EVERY 2 HOURS			AT SURFACE			
			1200	1200	300	400	500	900	1000	1100	1500	1600	1700	2100	2200	2300	MAX	MIN	MEAN	MAX	MIN	MEAN	
1825	5	19			29.582			29.697			29.855			29.974			23.5	17.0	20.2				
1825	5	20			30.110			30.267			30.335			30.416			31.0	16.0	20.1				
1825	5	21			30.437			30.419			30.337			30.258			36.0	15.5	22.4				
1825	5	22			30.175			30.176			30.158			30.112			24.0	17.0	21.0				
1825	5	23			30.033			29.960			29.934			29.953			22.5	16.5	20.5				
1825	5	24			29.977			30.027			30.051			30.017			23.0	7.0	16.9				
1825	5	25			29.964			29.908			29.827			29.749			27.0	13.0	21.5				
1825	5	26			29.715			29.710			29.845			29.959			33.0	21.0	27.3				
1825	5	27			30.090			30.199			30.284			30.326			37.5	22.0	26.8				
1825	5	28			30.423			30.461			30.473			30.405			39.0	23.0	31.9				
1825	5	29			30.324			30.174			30.037			29.895			26.0	23.0	23.8				
1825	5	30			29.826			29.843			29.840			29.845			31.5	24.0	28.7				
1825	5	31			29.821			29.832			29.819			29.833			34.0	26.0	30.3				
	MEAN				30.052			30.054			30.053			30.044			39.0	-7.5	17.65				
					30.052			30.056			30.054			30.044			24.859	10.547	17.641				
1825	6	1	PORT	BOWEN	29.828			29.798			29.786			29.793			42.0	26.0	32.5				
1825	6	2			29.823			29.881			29.899			29.978			39.0	25.0	29.9				
1825	6	3			30.026			30.116			30.121			30.113			42.5	23.5	33.5				
1825	6	4			30.097			30.117			30.117			30.094			36.0	25.0	31.8				
1825	6	5			30.093			30.143			30.170			30.194			45.0	25.0	35.3				
1825	6	6			30.146			30.083			30.000			29.918			48.0	27.0	36.7				
1825	6	7			29.850			29.857			29.833			29.782			45.0	32.0	36.3				
1825	6	8			29.750			29.781			29.766			29.800			47.0	33.0	36.9				
1825	6	9			29.805			29.804			29.765			29.761			41.5	32.5	36.4				
1825	6	10			29.757			29.754			29.773			29.792			37.0	31.0	33.8				
1825	6	11			29.801			29.745			29.652			29.665			35.0	30.0	32.5				
1825	6	12			29.754			29.849			29.890			29.879			43.0	31.5	35.3				
1825	6	13			29.910			29.909			29.941			29.952			38.0	30.5	34.0				
1825	6	14			29.965			29.999			30.027			30.016			41.5	27.5	35.2				
1825	6	15			30.042			30.028			29.965			29.960			40.0	23.0	32.9				
1825	6	16			29.948			29.943			29.971			29.966			42.0	34.0	38.0				
1825	6	17			29.971			29.970			29.982			30.000			47.0	33.5	38.8				
1825	6	18			29.996			30.057			30.083			30.082			45.0	32.0	38.3				
1825	6	19			30.043			29.987			29.940			29.921			43.0	32.5	37.6				
1825	6	20			29.909			29.926			29.929			29.937			40.5	33.0	35.9				
1825	6	21			29.902			29.868			29.876			29.956			41.0	34.0	36.5				
1825	6	22			29.855			29.890			29.883			29.861			44.0	35.0	38.2				
1825	6	23			29.863			29.863			29.922			29.973			44.0	36.0	39.5				
1825	6	24			29.922			30.041			30.060			30.050			41.0	34.0	38.3				
1825	6	25			30.069			30.057			30.040			29.993			42.0	32.5	37.3				
1825	6	26			29.950			29.907			29.852			29.802			43.0	32.0	37.4				
1825	6	27			29.764			29.787			29.796			29.768			45.0	38.0	41.5				
1825	6	28			29.757			29.730			29.711			29.699			41.0	36.0	39.3				
1825	6	29			29.651			29.581			29.502			29.401			42.0	35.0	37.9				
1825	6	30			29.343			29.357			29.406			29.410			42.0	35.0	36.4				
	MEAN				29.889			29.894			29.889			29.884			47.0	28.0	36.120				
					29.886			29.894			29.889			29.884			42.258	31.065	36.119				
1825	7	1	PORT	BOWEN	29.397			29.386			29.387			29.392			42.0	34.0	37.6				
1825	7	2			29.364			29.358			29.470			29.611			41.5	34.0	37.0				
1825	7	3			29.644			29.683			29.707			29.717			43.0	33.0	37.8				
1825	7	4			29.707			29.710			29.720			29.738			37.0	34.0	34.9				
1825	7	5			29.754			29.776			29.799			29.821			38.0	32.0	35.3				
1825	7	6			29.850			29.836			29.857			29.852			40.5	34.0	36.3				
1825	7	7			29.849			29.851			29.849			29.839			43.0	32.0	37.7				
1825	7	8			29.881			29.907			29.913			29.916			41.0	33.0	35.6				
1825	7	9			29.754			29.805			29.798			29.788			41.0	34.0	36.5				
1825	7	10			29.882			29.880			29.890			29.889			41.0	33.0	37.9				
1825	7	11			29.906			29.922			29.939			29.928			41.0	35.0	38.1				
1825	7	12			29.930			29.877			29.915			29.901			41.0	37.0	40.1				
1825	7	13			29.834			29.851			29.846			29.840			47.5	37.0	41.2				
1825	7	14			29.854			29.874			29.887			29.876			40.5	32.0	37.1				
1825	7	15			29.868			29.851			29.847			29.819			41.0	33.0	36.1				
1825	7	16			29.781			29.776			29.782			29.785			41.0	36.0	38.4				
1825	7	17			29.791			29.823			29.833			29.842			45.0	36.0	40.5				
1825	7	18			29.841			29.850			29.848			29.843			41.0	32.0	37.6				
1825	7	19			29.868			29.875			29.910			29.955			37.0	32.0	33.9				
1825	7	20	73 17 20	89 18 20	29.936			29.959			29.934			29.894			37.0	32.5	35.0				
1825	7	21	73 18 30	89 10 15	29.880			29.863			29.949			29.825			39.0	30.0	35.5				
1825	7	22	73 47 30	89 18 00	29.822			29.782			29.763			29.668			42.0	33.5	37.8				
1825	7	23	73 40 30	88 15 30	29.600			29.682			29.744			29.691			50.0	36.0	41.6				
1825	7	24	73 48 10	90 09 00	29.915			29.778			29.723			29.732			40.5	35.0	36.8				
1825	7	25	73 27 15	90 47 35	29.906			29.947			29.976			29.977			39.0	33.0	36.0				
1825	7	26	73 08 40	91 15 30	29.989			29.946			29.876			29.844			39.0	32.5	36.2				
1825	7	27	73 06 15	91 19 52	29.822			29.810			29.867			29.928			49.0	34.0	39.4				
1825	7	28	72 51 51	91 40 19	30.000			30.058			30.081			30.084			44.0	34.0	39.5				
1825	7	29	72 52 35	91 38 45	30.074			30.076			30.067			29.999			46.0	32.5	39.2				
1825	7	30	72 51 40	91 42 00	29.895			29.720			29.689			29.661			38.5	32.5	34.3				
1825	7	31	72 51 40	91 42 00	29.719			29.747			29.688			29.596			40.5	31.0	35.4				
	MEAN				29.817			29.814			29.823			29.815			50.0	30.0	37.29				
					29.817			29.815			29.824			29.815			41.797	33.422	37.288				
1825	8	1	72 50 55	91 43 24	29.580			29.564			29.619			29.651			39.0	31.0	35.7	31.0	30.0	30.5	
1825	8	2	72 47 43	91 48 15	29.663			29.657			29.660			29.676			41.0	34.0	36.5	31.0	30.0	30.6	
1825	8	3	72 47 43	91 48 15	29.689			29.713			29.743			29.772			44.0	34.0	38.6	31.0	30.0	30.7	
1825	8	4	72 47 43	91 48 15	29.788			29.776			29.814			29.828			42.0	34.0	38.5	32.0	30.0	31.0	
1825	8	5	72 46 30	91 50 05	29.804			29.781			29.725			29.661			47.0	35.0	41.8	32.0	30.0	31.0	
1825	8	6	72 46 30	91 50 05	29.639			29.666			29.696			29.719			38.5	34.0	36.2	32.5	31.0	31.8	
1825	8	7	72 46 30	91 50 05	29.743			29.780			29.776			29.778			37.0	33.0	34.5	33.0	30.0	31.3	
1825	8	8	72 46 30	91 50 05	29.750			29.763			29.777			29.807			40.0	33.0	35.5	32.0	30.0	31.2	
1825	8	9	72 46 30	91 50 05	29.824			29.798			29.744			29.683			44.5	37.0	40.8	33.0	31.0	32.2	
1825	8	10	72 46 30	91 50 05	29.611			29.616			29.622			29.661			48.0	40.0	41.7	33.0	31.0	31.7	
1825	8	11	72 46 30	91 50 05	29.680			29.717			29.719			29.697			44.0	31.5	37.4	34.0	31.5	32.4	
1825	8	12	72 46 30	91 50 05	29.693			29.715			29.744			29.773			40.5	34.0	37.5	34.0	31.0	32.3	
1825	8	13	72 46 30	91 50 05	29.797			29.839			29.869			29.862			44.0	37.0	40.5	34.0	31.0	32.6	
1825	8	14	72 46 30	91 50 05	29.848			29.848			29.848			29.834			48.0	38.0	42.5	32.0	31.0	31.6	
1825	8	15	72 46 30	91 50 05	29.805			29.784			29.752			29.727			51.0	39.0	44.8	32.5	31.5	31.9	
1825	8	16	72 46 30	91 50 05	29.680			29.662			29.580			29.518			48.0	35.0	39.7	32.5	31.0	31.8	
1825	8	17	72 46 30	91 50 05	29.570			29.708			29.733			29.717			38.0	30.0	34.7	32.0	31.0	31.5	
1825	8	18	72 46 30	91 50 05	29.624			29.569			29.564			29.604			36.5	28.0	32.6	32.0	31.0	31.4	
1825	8	19	72 46 30	91 50 05	29.622			29.595			29.621			29.614			36.0	30.0	33.0	32.0	31.0	31.2	
1825	8	20	72 46 30	91 50 05	29.612			29.575			29.527			29.478			36.0	30.5	33.0	31.5	31.0	31.2	
1825	8	21	72 46 30	91 50 05	29.483			29.431			29.412			29.387			36.0	31.0	33.0	32.0	31.0	31.3	
1825	8	22	72 45 19	91 24 15	29.381			29.394			29.432			29.453			35.0	30.0	31.9	32.0	30.5	31.3	
1825	8	23	72 37 00	91 52 00	29.486			29.535			29.555			29.582			38.0	31.5	32.3	33.0	31.5	32.2	
1825	8	24	72 34 57	91 38 00	29.663			29.684			29.698			29.679			34.0	32.0	33.0	33.0	32.0	32.3	
1825	8	25	72 35 00	91 19 30	29.764			29.831			29.886			29.900			33.0	29.0	31.8	33.0	31.0	31.8	
1825	8	26	72 55 13	91 09 20	29.900			29.904			29.908			29.928			42.0	29.0	33.4	32.5	30.0	31.0	
1825	8	27	73 10 30	89 13 00	29.883			29.787			29.718			29.668			34.0	28.0	33.5	32.0	31.0	31.4	
1825	8	28	73 09 08	89 01 20.8	29.643			29.630			29.650			29.641			36.0	32.0	33.9	32.0	31.0	31.8	
1825	8	29	73 09 08	89 01 20.8	29.655			29.676			29.710			29.735			34.0	32.0	32.6	33.0	30.0	31.2	
1825	8	30	73 09 08	89 01 20.8	29.735			29.738			29.712			29.697			29.0	25.0	27.5	29.0	28.5	28.8	
1825	8	31	73 10 15	89 09 40	29.614			29.527			29.429			29.335			34.0	29.0	30.8	31.0	29.0	29.8	
	MEAN				29.683			29.685			29.685			29.680			51.0	25.0	35.77	34.0	28.5	31.4	
					29.685			29.686			29.685			29.680			39.969	32.234	35.773	32.3	30.6	31.4	
1825	9	1	74 01 10	85 13 00	29.297			29.183			29.216			29.241			35.0	28.0	30.9	33.5	30.0	31.7	
1825	9	2	73 53 15	82 18 06	29.292			29.297			29.320			29.279			33.5	32.0	32.7	34.0	32.0	33.1	
1825	9	3	73 58 13	82 35 00	29.160			29.160			29.151			29.231			33.0	30.0	31.7	36.0	33.0	33.7	
1825	9	4	73 56 19	74 16 36	29.324			29.434			29.460			29.522			37.5	33.0	34.9	38.0	34.0	35.7	
1825	9	5	73 40 03	71 13 38	29.597			29.623			29.631			29.629			39.5	35.0	37.5			38.0	
1825	9	6	72 56 03	65 31 31	29.615			29.633			29.750			29.851			35.0	33.5	34.6	34.5	34.0	34.2	
1825	9	7	72 27 56	60 49 08	29.905			29.928			29.946			29.973			34.0	32.5	33.3			31.5	
1825	9	8	71 58 13	60 55 45	29.959			29.971			29.987			30.034			33.5	32.0	33.5			33.0	
1825	9	9	71 36 44	60 05 28	30.023			29.999			29.953			29.849			35.0	32.5	33.5				
1825	9	10	70 25 32	60 09 10	29.758			29.628			29.568			29.555			38.0	36.0	36.1	38.0	34.0	35.8	
1825	9	11	70 45 20	58 24 58	29.591			29.759			29.796			29.821			39.0	37.0	38.0	38.5	38.0	38.2	
1825	9	12	70 01 38	58 34 10	29.784			29.625			29.473			29.463			40.0	37.0	38.4	38.0	37.5	37.9	
1825	9	13	70 18 02	57 40 00	29.789			30.014			30.107			30.133			38.0	35.0	37.1	37.0	35.5	36.2	
1825	9	14	71 07 05	58 26 40	30.216			30.285			30.329			30.362			40.5	31.0	35.6	37.5	36.0	36.9	
1825	9	15	70 18 22	58 28 17	30.355			30.309			30.252			30.241			36.0	32.0	34.2	37.0	33.0	34.6	
1825	9	16	68 14 27	58 27 28	30.265			30.314			30.325			30.298			34.0	32.0	32.9	34.0	32.0	32.8	
1825	9	17	66 24 19	56 05 48	30.244			30.191			30.154			30.160			37.0	33.0	34.7	38.0	36.0	37.1	
1825	9	18	65 08 05	55 25 54	30.186			30.216			30.182			30.114			38.0	34.0	36.3	39.0	37.5	38.1	
1825	9	19	63 59 51	55 11 05	30.059			30.060			30.038			30.068			41.0	37.5	39.0	42.0	38.0	40.3	
1825	9	20	62 59 52	56 58 15	30.060			30.119			30.120			30.149			43.0	40.5	41.3	43.0	41.5	42.1	
1825	9	21	61 49 46	56 03 48	30.071			30.051			30.032			30.026			41.5	38.0	39.3	43.0	42.0	42.5	
1825	9	22	60 39 44	53 21 50	29.982			29.952			29.852			29.772			38.5	37.0	37.7	43.0	42.0	42.9	
1825	9	23	59 18 44	49 06 43	29.687			29.635			29.450			29.473			42.0	38.0	40.2	45.0	43.0	44.2	
1825	9	24	58 22 02	44 45 04	29.526			29.495			29.600			29.699			42.5	39.0	41.5	46.0	44.0	45.3	
1825	9	25	57 58 32	44 24 19	29.732			29.671			29.565			29.406			42.5	41.0	41.6	45.5	44.0	45.1	
1825	9	26	57 26 20	43 58 19	29.196			29.053			28.840			28.942			43.0	41.0	41.9	47.0	45.0	46.0	
1825	9	27	58 28 46	42 50 23	28.959			29.095			29.060			29.215			45.0	40.0	42.6	49.0	46.0	47.4	
1825	9	28	57 06 27	38 31 10	29.262			29.352			29.420			29.559			45.0	43.0	44.1	51.0	48.0	49.6	
1825	9	29	57 55 14	33 58 43	29.664			29.719			29.717			29.743			47.0	43.0	45.0	52.0	49.5	50.7	
1825	9	30	58 17 12	31 40 48	29.710			29.695			29.728			29.694			50.0	42.5	46.0	52.0	50.5	51.4	
	MEAN				29.742			29.749			29.734			29.750			52.0	28.0	37.54	52.0	30.0	39.5	
					29.742			29.749			29.734			29.750			39.661	35.613	37.535	41.611	38.741	39.517	
