ALBERT 1 1898 CRUISE,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,PARIS,PARIS,,,,,,,Greenwich,,,,,,,,,,,,,,
YEAR,MONTH,DAY,HOUR,Latitude °,Latitude ',Longitude °,Longitude ',PRESSURE mm,"PRESSURE """,PRESSURE hPa,add SG,REMARKS,Latitude,Longitude,,Sond T°C 100m,Sond T°C 210m,Sond T°C 300m,Sond T°C 410m,,,,,,,,,
1898,8,18,900,80,1.5,8,31,,,,,Temp Surface=4.9; 212m=4.2,80.025,11.1135879666667,,,,,,,,,,,,,",",
1898,8,18,915,80,1.5,10,51.25,,,,,,80.025,10.8541666666667,,,,,,,,,,,,,",",
1898,8,18,1000,80,1,10,51.25,,,,,,80.0166666666667,10.8541666666667,,,,,,,,,,,,,",",
1898,8,18,1200,80,4,8,15,754.5,,1005.92,,,80.0666666666667,10.8469213,,,,,,,,,,,,,",",
1898,8,18,1600,,,,,754.5,,1005.92,,,,,,,,,,,,,,,,80.025,",",11.1135879666667
1898,8,18,2000,,,,,754.5,,1005.92,,,,,,,,,,,,,,,,80.025,",",10.8541666666667
1898,8,18,2100,,,,,753.9,,1005.12,,,,,,,,,,,,,,,,80.0166666666667,",",10.8541666666667
1898,8,18,2104,80,19,3,42,,,,,"Temps, Surface=2.3; 270m=1.6; fond=0.5",80.3166666666667,6.2969213,,,,,,,,,,,,80.0666666666667,",",10.8469213
1898,8,19,400,,,,,753.6,,1004.72,,,,,,,,,,,,,,,,,",",
1898,8,19,800,,,,,753.2,,1004.18,,,,,,,,,,,,,,,,,",",
1898,8,19,1200,79,43,2,20,754,,1005.25,1007.69,,79.7166666666667,4.93025463333333,,,,,,,,,,,,,",",
1898,8,19,1525,79,28,5,40.25,,,,,,79.4666666666667,5.67083333333333,,,,,,,,,,,,80.3166666666667,",",6.2969213
1898,8,19,1550,79,28,3,20,,,,,"Temps Surface=2.3, 865m=1.9",79.4666666666667,5.93025463333333,,,,,,,,,,,,,",",
1898,8,19,1600,,,,,754.7,,1006.18,,,,,,,,,,,,,,,,,",",
1898,8,19,2000,,,,,754.8,,1006.32,,,,,,,,,,,,,,,,79.7166666666667,",",4.93025463333333
1898,8,19,2400,,,,,754.5,,1005.92,,,,,,,,,,,,,,,,79.4666666666667,",",5.67083333333333
1898,8,20,400,,,,,754,,1005.25,,,,,,,,,,,,,,,,79.4666666666667,",",5.93025463333333
1898,8,20,800,,,,,753.2,,1004.18,,,,,,,,,,,,,,,,,",",
1898,8,20,1200,78,32,6,20,,,,,,78.5333333333333,8.93025463333333,,,,,,,,,,,,,",",
1898,8,20,1600,,,,,752,,1002.58,,,,,,,,,,,,,,,,,",",
1898,8,20,2000,,,,,752,,1002.58,,,,,,,,,,,,,,,,,",",
1898,8,20,2135,,,,,,,,,"Temps Surface=3.6, 393m=3.2",,,,,,,,,,,,,,,",",
1898,8,21,1200,,,,,751.8,,1002.32,,Bay of Advent,,,,,,,,,,,,,,78.5333333333333,",",8.93025463333333
1898,8,21,2000,,,,,754,,1005.25,,,,,,,,,,,,,,,,,",",
1898,8,22,600,,,,,758.5,,1011.25,,,,,,,,,,,,,,,,,",",
1898,8,23,600,,,,,761.9,,1015.78,,Anchorage of Mont Tempel?,,,,,,,,,,,,,,,",",
1898,8,23,1300,,,,,759,,1011.92,,,,,,,,,,,,,,,,,",",
1898,8,23,2000,,,,,756.2,,1008.18,,,,,,,,,,,,,,,,,",",
1898,8,23,2400,,,,,755.2,,1006.85,,,,,,,,,,,,,,,,,",",
1898,8,24,600,,,,,759.5,,1012.58,,,,,,,,,,,,,,,,,",",
1898,8,25,400,,,,,756.2,,1008.18,,,,,,,,,,,,,,,,,",",
1898,8,25,1200,,,,,755.9,,1007.78,,,,,,,,,,,,,,,,,",",
1898,8,26,100,,,,,756.5,,1008.58,,,,,,,,,,,,,,,,,",",
1898,8,26,1200,,,,,,,,,Dans Advent Baie/In Advent Bay,,,,,,,,,,,,,,,",",
1898,8,26,1700,,,,,757,,1009.25,,,,,,,,,,,,,,,,,",",
1898,8,27,100,,,,,758,,1010.58,,,,,,,,,,,,,,,,,",",
1898,8,27,1200,,,,,,,,,Anchored in Advent Bay,,,,,,,,,,,,,,,",",
1898,8,28,2400,,,,,755,,1006.58,,,,,,,,,,,,,,,,,",",
1898,8,29,630,,,,,751,,1001.25,,,,,,,,,,,,,,,,,",",
1898,8,29,1130,,,,,748,,997.25,,,,,,,,,,,,,,,,,",",
1898,8,29,2400,,,,,750.2,,1000.18,,,,,,,,,,,,,,,,,",",
1898,8,30,400,,,,,751.3,,1001.65,,,,,,,,,,,,,,,,,",",
1898,8,30,600,,,,,751.6,,1002.05,,,,,,,,,,,,,,,,,",",
1898,8,30,1200,,,,,751,,1001.25,,Entrance to Ice Fjord,,,,,,,,,,,,,,,",",
1898,8,30,1600,,,,,750,,999.92,,,,,,,,,,,,,,,,,",",
1898,8,30,2000,,,,,749,,998.58,,,,,,,,,,,,,,,,,",",
1898,8,30,2000,,,,,749,,998.58,,,,,,,,,,,,,,,,,",",
1898,8,30,2400,,,,,749,,998.58,,,,,,,,,,,,,,,,,",",
1898,8,31,400,,,,,749,,998.58,,,,,,,,,,,,,,,,,",",
1898,8,31,800,,,,,749,,998.58,,,,,,,,,,,,,,,,,",",
1898,8,31,1200,75,48,8,18,749,29.56,998.58,1000.85,,75.8,10.8969213,,,,,,,,,,,,,",",
1898,8,31,1600,,,,,748.5,,997.92,,,,,,,,,,,,,,,,,",",
1898,8,31,2000,,,,,747,,995.92,,,,,,,,,,,,,,,,,",",
1898,8,31,2100,,,,,749.9,,999.78,,,,,,,,,,,,,,,,,",",
1898,8,31,2400,,,,,749.9,,999.78,,,,,,,,,,,,,,,,75.8,",",10.8969213
1898,9,1,400,,,,,746,,994.59,,,,,,,,,,,,,,,,,",",
1898,9,1,800,,,,,747,,995.92,,,,,,,,,,,,,,,,,",",
1898,9,1,1110,74,3,5,10.25,,,,,,74.05,5.17083333333333,,,,,,,,,,,,,",",
1898,9,1,1200,74,3,2,50,747,,995.92,998.1,,74.05,5.43025463333333,,,,,,,,,,,,,",",
1898,9,1,1340,,,,,,,,,Temp Surface=4.2; 720=-0.8; 1220m=-0.8; 1720m=-1.2; 2220m=-1.2,,,,,,,,,,,,,,,",",
1898,9,1,1600,,,,,746.2,,994.85,,,,,,,,,,,,,,,,,",",
1898,9,1,2000,,,,,746.5,,995.25,,,,,,,,,,,,,,,,74.05,",",5.17083333333333
1898,9,1,2400,,,,,746.9,,995.79,,,,,,,,,,,,,,,,74.05,",",5.43025463333333
1898,9,2,400,,,,,747,,995.92,,,,,,,,,,,,,,,,,",",
1898,9,2,800,,,,,747.2,,996.18,,,,,,,,,,,,,,,,,",",
1898,9,2,1002,73,12,1,4,,,,,Temp Surface=5.5; 1969m=-1.1,73.2,3.66358796666667,,,,,,,,,,,,,",",
1898,9,2,1200,73,12,1,4,747.5,,996.58,998.72,,73.2,3.66358796666667,,,,,,,,,,,,,",",
1898,9,2,1300,,,,,,,,,Temp 500m=-1.0; 969m=-0.7,,,,,,,,,,,,,,,",",
1898,9,2,1600,,,,,747.4,,996.45,,,,,,,,,,,,,,,,,",",
1898,9,2,2000,,,,,748,,997.25,,,,,,,,,,,,,,,,73.2,",",3.66358796666667
1898,9,2,2100,73,12,3,24.25,,,,,,73.2,3.40416666666667,,,,,,,,,,,,73.2,",",3.66358796666667
1898,9,2,2200,,,,,749,,998.58,,,,,,,,,,,,,,,,,",",
1898,9,3,400,,,,,752,,1002.58,,,,,,,,,,,,,,,,,",",
1898,9,3,800,,,,,755,,1006.58,,,,,,,,,,,,,,,,,",",
1898,9,3,1000,,,,,760.5,,1013.92,,,,,,,,,,,,,,,,73.2,",",3.40416666666667
1898,9,3,1200,71,46,-3,-55,760.5,,1013.92,1016.02,,71.7666666666667,-1.31974536666667,,,,,,,,,,,,,",",
1898,9,3,1600,,,,,764,,1018.58,,,,,,,,,,,,,,,,,",",
1898,9,3,2000,,,,,765.9,,1021.12,,,,,,,,,,,,,,,,,",",
1898,9,3,2200,,,,,767,,1022.58,,,,,,,,,,,,,,,,,",",
1898,9,4,400,,,,,768.5,,1024.58,,,,,,,,,,,,,,,,71.7666666666667,",",-1.31974536666667
1898,9,4,800,,,,,768.5,,1024.58,,,,,,,,,,,,,,,,,",",
1898,9,4,1200,69,9,-7,-29,767,,1022.58,1024.55,,69.15,-4.88641203333333,,,,,,,,,,,,,",",
1898,9,4,1400,69,2,-5,-8.75,,,,,,69.0333333333333,-5.14583333333333,,,,,,,,,,,,,",",
1898,9,4,1600,,,,,765,,1019.92,,,,,,,,,,,,,,,,,",",
1898,9,4,2000,,,,,760,,1013.25,,,,,,,,,,,,,,,,,",",
1898,9,4,2200,,,,,759.5,,1012.58,,,,,,,,,,,,,,,,69.15,",",-4.88641203333333
1898,9,4,2400,,,,,759.9,,1013.12,,,,,,,,,,,,,,,,69.0333333333333,",",-5.14583333333333
1898,9,5,400,,,,,757,,1009.25,,,,,,,,,,,,,,,,,",",
1898,9,5,800,,,,,754,,1005.25,,,,,,,,,,,,,,,,,",",
1898,9,5,900,,,,,754.9,,1006.45,,,,,,,,,,,,,,,,,",",
1898,9,5,1200,68,3,-8,-40,754.9,,1006.45,1008.32,,68.05,-6.06974536666667,,,,,,,,,,,,,",",
1898,9,5,1600,,,,,756,,1007.92,,,,,,,,,,,,,,,,,",",
1898,9,5,2000,,,,,758,,1010.58,,,,,,,,,,,,,,,,,",",
1898,9,5,2100,,,,,759.5,,1012.58,,,,,,,,,,,,,,,,,",",
1898,9,5,2400,,,,,759.9,,1013.12,,,,,,,,,,,,,,,,68.05,",",-6.06974536666667
1898,9,6,400,,,,,761,,1014.58,,,,,,,,,,,,,,,,,",",
1898,9,6,800,,,,,762,,1015.92,,,,,,,,,,,,,,,,,",",
1898,9,6,900,,,,,764.8,,1019.65,,,,,,,,,,,,,,,,,",",
1898,9,6,1200,66,24,-11,-37,764.8,,1019.65,1021.43,,66.4,-9.01974536666667,,,,,,,,,,,,,",",
1898,9,6,1600,,,,,763,,1017.25,,,,,,,,,,,,,,,,,",",
1898,9,6,2000,,,,,760,,1013.25,,,,,,,,,,,,,,,,,",",
1898,9,6,2400,,,,,755.9,,1007.78,,,,,,,,,,,,,,,,,",",
1898,9,7,400,,,,,754,,1005.25,,,,,,,,,,,,,,,,66.4,",",-9.01974536666667
1898,9,7,800,,,,,754,,1005.25,,,,,,,,,,,,,,,,,",",
1898,9,7,900,,,,,754.9,,1006.45,,,,,,,,,,,,,,,,,",",
1898,9,7,1200,65,21,-13,-3,754.9,,1006.45,1008.13,,65.35,-10.4530787,,,,,,,,,,,,,",",
1898,9,7,1600,,,,,754,,1005.25,,,,,,,,,,,,,,,,,",",
1898,9,7,2000,,,,,755,,1006.58,,,,,,,,,,,,,,,,,",",
1898,9,7,2100,,,,,755.5,,1007.25,,,,,,,,,,,,,,,,,",",
1898,9,7,2200,,,,,755.8,,1007.65,,,,,,,,,,,,,,,,65.35,",",-10.4530787
1898,9,8,400,,,,,755,,1006.58,,,,,,,,,,,,,,,,,",",
1898,9,8,800,,,,,755.5,,1007.25,,,,,,,,,,,,,,,,,",",
1898,9,8,900,,,,,753.9,,1005.12,,,,,,,,,,,,,,,,,",",
1898,9,8,1200,63,56,-12,-46,753.7,,1004.85,1006.43,,63.9333333333333,-10.1697453666667,,,,,,,,,,,,,",",
1898,9,8,1600,,,,,753,,1003.92,,,,,,,,,,,,,,,,,",",
1898,9,8,2000,,,,,757,,1009.25,,,,,,,,,,,,,,,,,",",
1898,9,8,2100,,,,,758.9,,1011.78,,,,,,,,,,,,,,,,,",",
1898,9,8,2200,,,,,758.9,,1011.78,,,,,,,,,,,,,,,,63.9333333333333,",",-10.1697453666667
1898,9,9,400,,,,,756,,1007.92,,,,,,,,,,,,,,,,,",",
1898,9,9,800,,,,,755,,1006.58,,,,,,,,,,,,,,,,,",",
1898,9,9,900,,,,,752.8,,1003.65,,,,,,,,,,,,,,,,,",",
1898,9,9,1200,62,19,-8,-35,752.8,,1003.65,1005.11,,62.3166666666667,-5.98641203333333,,,,,,,,,,,,,",",
1898,9,9,1600,,,,,750,,999.92,,,,,,,,,,,,,,,,,",",
1898,9,9,2000,,,,,748.2,,997.52,,,,,,,,,,,,,,,,,",",
1898,9,10,400,,,,,744,,991.92,,,,,,,,,,,,,,,,,",",
1898,9,10,800,,,,,743.5,,991.25,,,,,,,,,,,,,,,,62.3166666666667,",",-5.98641203333333
1898,9,10,1200,,,,,,,,,Thorshaven,,,,,,,,,,,,,,,",",
1898,9,10,1600,,,,,744.9,,993.12,,Thorshaven,,,,,,,,,,,,,,,",",
1898,9,10,2000,,,,,746.5,,995.25,,Thorshaven,,,,,,,,,,,,,,,",",
1898,9,10,2400,,,,,747.8,,996.98,,Thorshaven,,,,,,,,,,,,,,,",",
1898,9,11,400,,,,,748,,997.25,,Thorshaven,,,,,,,,,,,,,,,",",
1898,9,11,800,,,,,749.9,,999.78,,Thorshaven,,,,,,,,,,,,,,,",",
1898,9,11,2000,,,,,752,,1002.58,,Thorshaven,,,,,,,,,,,,,,,",",
1898,9,12,400,,,,,753,,1003.92,,,,,,,,,,,,,,,,,",",
1898,9,12,800,,,,,753.8,,1004.98,,,,,,,,,,,,,,,,,",",
1898,9,12,1200,61,52,-8,-56,753.6,,1004.72,1006.14,,61.8666666666667,-6.33641203333333,,,,,,,,,,,,,",",
1898,9,12,1600,,,,,754.3,,1005.65,,,,,,,,,,,,,,,,,",",
1898,9,12,2000,,,,,756,,1007.92,,,,,,,,,,,,,,,,,",",
1898,9,12,2100,,,,,757.2,,1009.52,,,,,,,,,,,,,,,,,",",
1898,9,12,2400,,,,,757.2,,1009.52,,,,,,,,,,,,,,,,61.8666666666667,",",-6.33641203333333
1898,9,13,400,,,,,758,,1010.58,,,,,,,,,,,,,,,,,",",
1898,9,13,800,,,,,759.2,,1012.18,,,,,,,,,,,,,,,,,",",
1898,9,13,1200,59,20,-4,-18,760,,1013.25,1014.48,,59.3333333333333,-1.7030787,,,,,,,,,,,,,",",
1898,9,13,1410,59,3,-4,-8,,,,,,59.05,-1.53641203333333,,,,,,,,,,,,,",",
1898,9,13,1600,,,,,759.5,,1012.58,,,,,,,,,,,,,,,,,",",
1898,9,13,2000,,,,,760.5,,1013.92,,,,,,,,,,,,,,,,,",",
1898,9,13,2100,,,,,760.4,,1013.78,,,,,,,,,,,,,,,,59.3333333333333,",",-1.7030787
1898,9,13,2400,,,,,760.4,,1013.78,,,,,,,,,,,,,,,,59.05,",",-1.53641203333333
1898,9,14,400,,,,,758,,1010.58,,,,,,,,,,,,,,,,,",",
1898,9,14,800,,,,,760,,1013.25,,,,,,,,,,,,,,,,,",",
1898,9,14,900,,,,,764,,1018.58,,,,,,,,,,,,,,,,,",",
1898,9,14,1200,56,40,-4,-37,764,,1018.58,1019.59,,56.6666666666667,-2.01974536666667,,,,,,,,,,,,,",",
1898,9,14,1600,,,,,767,,1022.58,,,,,,,,,,,,,,,,,",",
1898,9,14,1900,,,,,770,,1026.58,,,,,,,,,,,,,,,,,",",
1898,9,15,400,,,,,773,,1030.58,,,,,,,,,,,,,,,,,",",
1898,9,16,,,,,,,,,,,,,,,,,,,,,,,,56.6666666666667,",",-2.01974536666667
1898,9,17,110,,,,,,,,,"Edinburgh Dock, Scotland",,,,,,,,,,,,,,,",",
1898,9,17,800,,,,,762,,1015.92,,"Edinburgh Dock, Scotland",,,,,,,,,,,,,,,",",
1898,9,17,1020,,,,,761.2,,1014.85,,"Edinburgh Dock, Scotland",,,,,,,,,,,,,,,",",
1898,9,17,1600,,,,,760.5,,1013.92,,"Edinburgh Dock, Scotland",,,,,,,,,,,,,,,",",
1898,9,17,2000,,,,,762,,1015.92,,"Edinburgh Dock, Scotland",,,,,,,,,,,,,,,",",
1898,9,17,2100,,,,,761.2,,1014.85,,"Edinburgh Dock, Scotland",,,,,,,,,,,,,,,",",
1898,9,17,2400,,,,,761.2,,1014.85,,"Edinburgh Dock, Scotland",,,,,,,,,,,,,,,",",
1898,9,18,400,,,,,761,,1014.58,,,,,,,,,,,,,,,,,",",
1898,9,18,800,,,,,760.8,,1014.32,,,,,,,,,,,,,,,,,",",
1898,9,18,1200,54,7,2,22,762.5,,1016.58,1017.34,,54.1166666666667,4.96358796666667,,,,,,,,,,,,,",",
1898,9,18,1600,,,,,764,,1018.58,,,,,,,,,,,,,,,,,",",
1898,9,18,2000,,,,,765,,1019.92,,,,,,,,,,,,,,,,,",",
1898,9,18,2400,,,,,769,,1025.25,,,,,,,,,,,,,,,,,",",
1898,9,19,400,,,,,771,,1027.92,,,,,,,,,,,,,,,,54.1166666666667,",",4.96358796666667
1898,9,19,800,,,,,773.2,,1030.85,,,,,,,,,,,,,,,,,",",
1898,9,19,1200,50,54,-1,-20,773,,1030.58,1031.08,,50.9,1.26358796666667,,,,,,,,,,,,,",",
1898,9,19,1600,,,,,772.6,,1030.05,,,,,,,,,,,,,,,,,",",
1898,9,19,2000,,,,,773,,1030.58,,,,,,,,,,,,,,,,,",",
1898,9,20,400,,,,,772.9,,1030.45,,,,,,,,,,,,,,,,,",",
1898,9,21,400,,,,,769.9,,1026.45,,,,,,,,,,,,,,,,50.9,",",1.26358796666667
1898,9,22,400,,,,,766.5,,1021.92,,,,,,,,,,,,,,,,,,
