					"Pressure reduced to 32F, SG and MSL"						

YEAR	MONTH	DAY	HOUR	HOUR	LAT	LONG	PRESSURE	DRY BULB	WET BULB	SST	REMARKS
			GMT	SHIP			hPa	F	F	F & C	
			10.09	12	38 9.5 S	23 48 E	1010.1	67.3	65.8	65.0
				16			1008.2	67.1	65.3	65.1
				20			1007.2	67.0	66.0	65.0
				24			1007.5	62.0	60.3	65.3
		25		4			1008.1	58.0	55.5	56.3
				8			1011.3	56.0	54.0	56.5
			10.01	12	39 37 S	25 29 E	1013.5	55.8	53.3	59.0
				16			1015.9	53.5	52.1	61.0
				20			1017.9	52.5	50.0	57.5
				24			1019.0	52.5	51.0	56.0
		26		4			1018.4	54.6	52.0	57.2
				8			1018.9	60.0	57.0	57.0
			9.52	12	40 27.5 S	27 58.5 E	1020.1	59.4	57.0	58.2
				16			1020.9	58.0	55.2	58.3
				20			1022.7	54.0	52.0	58.0
				24			1022.0	55.0	52.3	57.0
		27		4			1019.1	55.4	51.0	56.8
				8			1017.0	58.9	54.9	56.7
			9.41	12	41 20 S	30 52 E	1013.0	56.5	54.1	57.0
				16			1007.8	56.8	55.7	57.9
				20			1004.9	57.0	55.0	57.0
				24			1008.0	50.3	45.0	53.2
		28		4			1009.3	50.5	44.7	55.2
				8			1007.6	51.0	45.7	55.0
			9.27	12	42 11.5 S	34 10.5 E	1004.8	54.3	47.2	53.8
				16			998.8	49.5	48.2	51.0
				20			997.9	44.0	43.0	50.0
				24			1000.8	43.0	40.0	46.0
		29		4			1001.1	42.1	39.2	44.3
				8			1004.1	41.5	39.0	44.0
			9.13	12	42 38.5 S	37 50 E	1004.2	44.0	39.9	44.5
				16			1003.3	46.2	42.0	44.8
				20			1000.9	44.0	43.0	44.0
				24			993.9	44.8	44.0	43.0
		30		4			983.0	47.2	47.0	42.6
				8			979.9	45.0	44.0	43.0
			9.01	12	43 36 S	41 03 E	983.0	40.4	37.5	42.4
				16		Dead reckoning	985.1	38.9	37.6	41.8
				20		Sun observed	987.5	39.0	36.6	41.0
				24			988.4	38.8	34.9	40.2
		31		4			988.4	38.5	36.2	40.8
				8			988.1	38.0	37.0	40.0	
			8.46	12	44 24 S	44 37.5 E	986.9	42.1	38.3	38.6	
				16			985.7	37.8	36.2	39.9	
				20			988.3	36.2	35.0	38.7	
				24			994.3	36.4	34.2	38.8	
1929	11	1		4			997.5	34.7	32.8	37.2	
				8			1000.1	37.7	35.0	38.0	
			8.31	12	44 59 S	48 11.5 E	999.2	40.1	37.4	37.6	
				16			993.9	39.4	38.0	38.2	
				20			991.1	39.0	38.2	38.6	
				24			990.5	39.0	38.0	38.2	
		2		4			989.5	37.6	36.4	38.4	"04.15 Large iceberg, first seen."
				8			991.1	38.0	36.0	38.0	
			8.18	12	46 16 S	51 24 E	992.7	42.9	39.0	37.7	
				16			991.8	40.0	37.2	35.1	
				20			992.2	36.4	32.4	38.2	
				24			992.1	33.1	32.1	37.0	
		3		4			996.6	33.5	32.1	36.5	
				8			1003.6	33.3	31.2	34.4	
			8.17	12			1007.9	36.8	33.3	37.1	12.00 Three icebergs seen to E
				16			1011.4	36.2	31.8	37.0	
				20			1014.0	33.4	30.5	37.0	
				24			1017.0	34.0	31.1	37.0	
		4		4			1017.4	35.3	32.2	36.7	
				8			1019.0	38.9	35.4	37.2	
			8.17	12	46 24 S	51 55 E	1018.7	39.0	36.9	37.3	12.00 Two icebergs visible to N and S
				16			1017.0	38.0	35.9	37.0	
				20			1015.1	36.2	35.1	37.2	
				24			1014.4	37.9	36.7	36.7	
		5		4			1012.9	37.4	36.7	36.2	06.00 Passed two icebergs
				8			1011.3	38.3	37.7	36.0	07.00 Passed one iceberg
			8.06	12	46 45.5 S	55 09 E	1006.4	40.5	39.5	37.7	
				16			998.8	42.0	41.3	38.9
				20			995.0	42.4	42.1	39.0
				24			994.2	39.5	39.0	39.7
		6		4			992.1	39.1	38.4	39.8
				8			989.5	39.9	39.0	40.0
			7.49	12	47 34 S	58 51 E	985.5	41.7	41.0	39.0
				16	Dead reckoning		986.2	41.2	39.6	38.9
				20	Sun observed		991.5	37.0	34.9	39.0
				24			996.2	36.1	32.8	38.8
		7		4			997.0	36.0	33.2	35.9
				8			997.8	36.2	33.7	35.0
			7.31	12	47 47 S	63 14 E	1000.2	40.2	36.6	37.0
				16			1000.6	38.9	36.1	36.0
				20			1001.0	36.2	34.0	37.0
				24			1002.7	36.8	33.9	36.6
		8		4			1002.8	36.8	33.2	36.8
				8			1002.3	37.3	34.9	36.4
			7.14	12	47 59 S	69 31 E	1001.9	40.3	37.8	36.1
				16			1001.1	40.9	38.0	36.6
				20			1001.0	36.5	35.5	36.0
				24			1001.6	35.9	35.2	35.8
		9		4			998.2	34.3	33.9	36.1
				8			995.2	36.2	36.0	36.5
			7.03	12	48 43 S	70 10 E	991.2	37.8	37.1	36.2
				16	Dead reckoning	Sun observed	988.1	37.7	37.1	36.3
				20			985.7	37.5	37.0	37.0
				24			983.0	35.8	35.6	36.6
		10		4			982.0	33.2	33.0	36.2
				8			984.3	34.0	33.2	36.0
			7.00	12	48 44 S	70 15 E	988.7	34.6	33.8	35.9
				16		Dead reckoning	993.0	33.4	32.1	36.1
				20		Sun observed	1000.9	33.5	31.4	36.2
				24			1004.4	33.5	32.0	35.8
		11		4			1008.0	34.2	33.2	36.0
				8			1009.2	34.0	33.2	36.7
			7.02	12	47 35.5 S	70 17 E	1009.2	35.0	31.6	36.9
				16			1007.4	35.1	32.0	36.9
				20			1004.3	34.0	32.0	35.4
				24			1000.2	33.9	32.2	36.0
		12		4			995.0	33.0	32.6	35.5
				8			992.8	34.0	33.7	36.0
			7.04	12	49 27.5 S	70 23 E	991.2	36.2	36.0	36.1
				16			990.3	41.8	38.9	38.3
				20	Kerguelen 	Island	991.0	38.9	39.0	39.0
				24						
		13		4	49 33 S	69 49 E				
				8			993.6	39.8	36.8	37.5
			7.04	12			993.9	41.9	37.6	37.7
				16			995.1	39.5	37.0	37.3
				20			996.8	37.5	34.2	37.2
				24			996.1	37.5	35.1	37.1
		14		4			994.4	35.0	34.1	36.9
				8			994.7	37.0	33.6	37.2
			7.04	12			996.5	39.0	33.9	37.3
				16			997.8	34.8	32.5	36.9
				20			998.5	34.9	33.3	36.9
				24			999.3	34.8	33.8	36.8
		15		4			999.1	33.5	30.5	36.7
				8			1000.0	37.7	34.6	37.1
			7.04	12			1000.6	39.3	36.0	37.2
				16			1002.1	37.4	35.1	37.0
				20			1003.8	34.0	32.4	36.9
				24			1005.3	33.2	30.9	36.5
		16		4			1006.7	33.1	31.7	36.2
				8			1008.9	35.7	33.2	37.0
			7.05	12	49 33 S	69 49 E	1008.4	48.0	41.3	38.2
				16			1007.0	39.0	37.0	39.0
				20			1005.4	37.3	36.2	38.9
				24			1002.6	36.6	36.0	38.4
		17		4			997.6	35.6	35.4	38.2
				8			994.9	36.0	35.9	38.3
			7.06	12			992.2	36.7	36.6	38.5
				16			990.7	37.5	37.2	38.6
				20			991.4	37.5	36.9	37.9
				24			992.7	37.8	36.7	38.0
		18		4			995.1	37.7	36.8	37.7
				8			998.4	37.8	36.5	37.8
			7.06	12			1000.8	38.9	36.3	38.0
				16			1003.5	36.6	33.2	38.0
				20			1006.6	34.0	31.2	37.6
				24			1009.2	32.0	30.5	37.4
		19		4			1009.7	33.5	31.0	37.2
				8			1011.6	35.2	32.0	37.3
			7.06	12			1012.9	38.5	34.0	38.0
				16			1012.9	41.4	35.8	38.3
				20			1013.5	33.5	31.2	38.2
				24			1012.7	33.9	32.0	37.9
		20		4			1010.5	34.1	32.7	37.7
				8			1009.0	38.2	38.2	38.1
			7.06	12			1006.2	43.0	39.0	38.4
				16			1002.5	41.6	39.1	38.5
				20			999.4	36.0	35.1	38.6
				24			997.0	33.6	32.4	38.2
		21		4			1000.5	32.8	30.3	37.0
				8			1003.0	34.7	34.5	37.0
			7.06	12			1002.0	35.8	33.8	37.7
				16			1001.5	35.6	33.1	37.6
				20			999.2	34.1	31.9	37.5
				24			997.7	33.8	32.0	37.5
		22		4			995.5	34.2	32.9	37.4
				8			992.6	35.6	34.9	37.8
			7.06	12	49 27 S	70 03 E	989.7	37.4	36.7	37.4
				16	Island Harbour	Kerguelen Is	987.7	45.0	41.5	37.6
				20	49 28 S	70 05 E	987.6	39.0	37.8	38.0
				24			986.9	35.3	34.3	37.7
		23		4			984.7	36.0	35.1	37.9
				8			984.7	36.8	36.0	38.0
			7.06	12			985.2	38.8	36.9	38.0
				16			986.1	39.8	37.8	38.1
				20			990.5	35.9	35.3	38.0
				24			994.4	34.3	33.2	37.8
		24		4			997.7	32.8	31.3	37.6
				8			1000.2	37.4	33.8	38.0
			7.06	12	49 29 S	70 18 E	1001.3	36.6	34.3	37.6
				16			1001.2	37.2	34.5	36.2
				20			999.8	33.3	32.3	34.0
				24			997.8	35.0	34.1	35.0
		25		4			993.8	35.0	34.4	35.0
				8			990.4	36.5	35.5	35.0
			7.01	12	51 24 S	71 30 E	985.8	38.0	35.9	34.3
				16			980.4	36.6	34.8	34.7
				20			978.3	33.2	32.9	35.0
				24			976.2	33.6	33.0	33.9
		26		4			977.0	32.5	31.9	33.7
				8	Corinthian Bay	Heard Island	980.7	38.0	34.9	34.2
			6.54	12	53 04 S	73 25 E	982.3	39.1	35.5	34.6
				16			984.7	35.1	32.9	34.4
				20			987.2	32.9	31.2	34.2
				24			989.4	34.2	33.0	34.1	
		27		4			989.5	34.0	32.8	34.0	
