				20			982.6	26.9	24.5	-1.22
				24			983.8	26.7	24.5	-1.65
		13		4			985.1	25.7	23.8	-1.59
				8			986.5	25.2	24.3	-1.69
			0.22	12	64 05 S	173 11 E	988.6	25.1	23.2	-1.56
				16			990.1	26.1	24.1	-1.35
				20			992.3	25.9	23.4	-1.51
				24			993.5	25.8	23.2	-1.56
		14		4			994.5	26.1	24.9	-1.49
				8			995.4	27.1	24.2	-0.90
			0.08	12	64 22.5 S	177 05 E	996.3	27.8	25.5	-0.48
				16			996.7	28.0	26.4	-0.99
				20			997.1	28.9	26.8	-0.33
				24			997.7	29.6	27.6	-0.36
		15		4			998.7	29.4	27.2	-0.62
				8			999.8	29.0	28.1	-1.28
			0.02	12	65 37 S	178 26 E	1000.5	30.9	30.6	-1.10
				16			1001.6	31.9	31.0	-1.00
				20			1002.3	31.0	30.5	-0.71
				24			1002.6	30.3	29.2	-0.75
		16		4			1002.3	30.7	28.8	-0.79
				8			1001.9	30.0	29.2	-0.92
			0.02	12	65 41 S	178 29.5 E	1001.0	30.7	30.0	-0.60
				16			999.5	30.8	30.8	-0.50
				20			997.9	30.8	30.8	-0.72
				24			994.8	30.0	30.0	-1.20
		17		4			995.3	30.0	30.0	-1.19
				8			997.8	30.4	30.4	-1.48
			0.09	12	64 41.5 S	176 44.5 E	999.4	31.0	30.5	-0.38
				16			1000.0	30.1	29.5	-0.90
				20			1000.0	30.3	29.8	-0.88
				24			1000.1	31.1	31.1	-0.85
		18		4			1001.7	31.0	30.1	-1.18
				8			1002.5	31.9	31.9	-1.29
			0.22	12	64 03 S	173 34 E	1002.9	31.8	31.6	-1.31
				16			1002.2	31.8	31.5	-0.60
				20			1001.6	31.8	31.5	-0.88
				24			1001.7	32.0	31.1	-0.50
		19		4			1001.0	29.6	29.5	-0.93
				8			1001.9	31.0	30.3	-0.43
			0.36	12	64 13.5 S	170 24 E	1005.4	31.0	29.0	-0.57
				16			1009.5	31.0	29.1	-0.60
				20			1012.9	30.4	28.9	-0.57
				24			1014.9	30.3	29.6	-0.76
		20		4			1016.2	31.2	30.8	-0.82
				8			1017.8	32.0	31.7	-0.31
			0.44	12	63 40 S	168 02 E	1017.8	32.0	31.7	-0.57
				16			1017.6	33.7	32.5	-0.62
				20			1017.1	32.5	32.0	-0.50
				24			1017.4	31.7	31.0	-0.72
		21		4			1015.4			-0.41
				8			1013.2			-1.01
			1.00	12	63 27.5 S	164 29 E	1008.4	32.7	32.3	-0.61
				16			1002.9	33.0	33.0	-0.39
				20			997.4	33.1	33.1	-0.40
				24			991.8	33.1	33.1	-0.17
		22		4			985.3	33.0	33.0	-0.20
				8			982.2	32.6	32.6	-0.20
			1.20	12	63 46.5 S	159 15 E	978.9	32.9	32.9	-0.30
				16	Dead reckoning	Sun observed	976.4	32.0	32.0	-0.91
				20			975.2	31.0	31.0	-1.08
				24			974.5	30.3	30.3	-0.85
		23		4			974.0	30.8	30.8	-0.16
				8			974.8	31.0	31.0	-0.31
			1.39	12	64 15 S	154 45 E	976.1	30.0	29.5	-0.11
				16			977.4	30.3	29.0	-0.11
				20			979.3	30.5	29.6	-0.11
				24			980.5	30.9	29.1	-0.43
		24		4			979.2	30.3	30.0	-0.53
				8			980.3	30.5	30.4	-0.66
			1.47	12	64 21.5 S	153 14 E	982.1	30.8	30.8	-0.60
				16			985.1	31.0	30.8	-0.80
				20			988.1	31.8	31.2	-0.12
				24			990.9	30.7	30.7	-0.20
		25		4			991.8	30.7	30.4	-0.20
				8			994.5	31.0	30.9	-0.36
			1.58	12	64 22 S	150 22.5 E	994.1	31.2	31.2	-0.69
				16	Dead reckoning	Sun observed	995.4	31.3	31.2	-0.54
				20			996.3	30.3	30.3	-0.55
				24			996.0	28.8	26.2	-0.77
		26		4			997.9	29.7	28.8	-1.28
				8			996.5	30.0	28.0	-0.80
			2.10	12	65 16.5 S	147 32 E	996.8	31.3	29.5	-0.71
				16			995.9	31.4	31.1	-0.62
				20			995.9	32.0	31.9	-0.92
				24			994.5	31.8	31.5	-0.99
		27		4			993.2	31.3	31.3	-1.19
				8			991.3	31.2	31.2	-0.99
			2.12	12	65 12.5 S	147 10 E	987.3	31.0	31.0	-0.75
				16			983.7	31.1	31.1	-0.58
				20			980.1	31.3	31.3	-0.38
				24			978.7	30.2	30.2	-0.99
		28		4			977.8	29.9	29.9	-1.00
				8			979.4	29.8	29.2	-0.15
			2.18	12	64 57.5 S	145 50 E	982.0	29.3	28.6	-0.29
				16			985.0	29.3	26.9	-0.21
				20			986.9	30.6	28.6	-0.51
				24			988.9	29.9	28.3	-0.58
		29		4			990.5			-0.42
				8			990.7	30.0	28.5	-0.28
			2.32	12	65 3.5 S	142 24 E	992.3	28.1	27.5	-0.30
				16			992.6			
				20			992.3			
				24			991.8	27.0	25.5	-0.50
		30		4			990.5	28.2	27.2	-0.45
				8			991.6			-0.80
			2.34	12	66 04 S	141 57 E	990.6	26.5	26.2	-1.17
				16	Dead reckoning	Sun observed	988.9			-1.26
				20			988.9	29.0	29.0	-1.26
				24			987.6	29.1	28.8	-1.40
		31		4			986.3	28.9	28.2	-1.29
				8			985.1	28.0	28.0	-1.25
			2.34	12	66 05 S	141 00 E	986.3	28.0	27.6	-1.23
				16			986.4	28.3	28.3	-1.28
				20			987.6	29.0	28.9	-1.29
				24			988.5	29.0	28.3	-1.29
1931	1	1		4			988.7	29.1	28.0	-1.30
				8			989.5	29.7	28.0	-1.31
			2.43	12	66 00 S	139 32 E	990.2	29.5	28.0	-1.35
				16			989.9	29.8	28.1	-1.33
				20			989.8	28.3	27.5	-1.46
				24			989.4	29.3	27.3	-1.58
		2		4			988.5	29.1	27.2	-1.69
				8			988.8	29.0	27.0	-1.57
			2.48	12	65 55.5 S	138 45 E	989.4	29.0	27.4	-1.44
				16			989.7	29.0	27.1	-1.60
				20			989.9	29.0	27.7	-1.29
				24			990.7	28.9	26.9	-1.38
		3		4			991.7	28.7	26.5	-1.33
				8			992.4	28.0	25.9	-1.33
			2.39	12	66 25 S	141 22.5 E	992.3	29.6	27.5	-1.21
				16			993.7	30.5	28.9	-1.39
				20			995.6	31.9	29.4	-1.31
				24			998.8	32.8	30.5	-1.08
		4		4			999.9	31.2	28.2	-1.08
				8			1001.9	27.0	24.8	-1.10
			2.34	12	66 58.5 S	142 39 E	1002.3	29.9	26.9	-1.01
				16			1001.9	32.9	28.8	-0.99
				20			1002.2	32.0	28.1	-0.99
				24			1002.5	26.5	22.9	-1.02
		5		4			1002.6	25.1	21.3	-1.15
				8			1002.0	29.1	24.7	-0.99
			2.34	12	66 59 S	142 37 E	1002.9	30.4	25.6	-0.76
				16			1001.4	29.8	25.7	-0.47
				20			1000.2			
				24			998.4	28.3	26.1	-0.70
		6		4			996.6	26.6	23.9	-0.91
				8			996.8	29.2	26.2	-0.78
			2.35	12	66 59 S	142 37 E	996.5	29.1	26.9	-0.40
				16			997.2	30.0	27.3	-0.33
				20			998.2	29.7	27.6	-0.32
				24			997.6	28.0	26.0	-1.07
		7		4			997.9	26.9	24.2	-0.99
				8			998.5	28.4	26.1	-1.19
			2.50	12	66 23 S	138 45 E	999.8	28.9	26.0	-1.09
				16			1000.5	29.8	26.8	-1.07
				20			1001.2	29.8	28.5	-0.78
				24			1000.6	29.5	27.2	-1.08
		8		4			999.6	29.8	26.3	-1.28
				8			999.2	28.7	26.7	-1.25
			2.45	12	66 17 S	140 15 E	997.7	30.4	28.6	-0.84
				16			997.3	30.5	27.9	-0.84
				20			996.4	28.9	27.5	-1.19
				24			996.2	27.7	27.2	-1.19
		9		4			995.9	27.7	26.6	-1.29
				8			996.9	29.5	28.6	-0.60
			2.50	12	65 15 S	139 21 E	997.3	30.2	28.7	-0.20
				16			997.9	29.5	28.8	0.36
				20			997.3	29.6	27.8	-0.34
				24			997.1	29.0	26.8	-0.27
		10		4			995.4	30.2	28.8	-0.30
				8			994.1	29.5	28.6	0.39
			3.03	12	64 31.5 S	135 04 E	993.5	31.0	30.1	-1.49
				16			989.8	31.8	31.0	-1.01
				20			989.0	30.4	30.3	-1.06
				24			986.4	30.2	30.2	-1.17
		11		4			985.6	30.2	30.2	-1.30
				8			984.1	30.3	30.3	-0.95
			3.26	12	64 51 S	129 39 E	984.4	28.9	28.9	-1.58
				16			982.7	28.9	28.9	-1.66
				20			980.5	28.5	28.5	-1.58
				24			979.7	28.2	28.2	-1.67
		12		4			981.6	29.4	29.4	-1.58
				8	64 51 S	129 21 E	985.6	29.9	29.9	-1.59
			3.29	12			988.7	30.3	30.1	-1.49
				16			988.7	29.3	28.9	-1.42
				20			987.5	29.2	29.0	-0.99
				24			984.2	30.0	30.0	-1.08
		13		4			982.2	31.0	31.0	-1.02
				8			989.2	31.9	31.8	-1.16
			3.29	12	64 48 S	129 21 E	993.0	30.8	30.5	-1.46
				16			994.6	30.8	30.2	-1.58
				20			995.1	31.9	30.6	-1.54
				24			995.0	31.2	30.2	-1.40
		14		4			994.8	30.2	28.9	-1.49
				8			995.1	32.0	29.9	-1.19
			3.29	12	64 56.5 S	129 46.5 E	995.9	31.9	29.5	-1.16
				16			996.4	32.2	30.4	-0.88
				20			996.7	31.0	29.2	-0.71
				24			997.8	26.9	26.0	-1.39
		15		4			999.3	27.0	26.0	-0.80
				8			999.5	29.0	28.2	-0.71
			3.49	12	64 49 S	124 58 E	999.3	30.9	30.0	-0.83
				16			1000.1	31.5	30.9	-1.09
				20			999.3	29.2	28.8	-0.52
				24			999.2	27.9	27.5	0.31
		16		4			1000.0	28.0	27.7	-1.29
				8			1000.1	28.2	27.8	-1.11
			4.03	12	65 03 S	121 27 E	1000.3	29.2	28.0	-1.09
				16			1001.0	29.7	29.0	0.20
				20			1001.3	27.9	27.0	-1.79
				24			1002.2	24.8	24.8	-1.60
		17		4			1003.1	25.3	25.3	-1.08
				8			1004.2	26.7	26.7	-1.20
			4.18	12	64 28 S	117 35 E	1006.6	27.8	27.8	-0.63
				16			1007.6	30.3	28.9	-0.63
				20			1007.5	29.0	27.8	-0.86
				24			1006.8	28.4	27.3	-0.80
		18		4			1005.1	29.4	27.4	-0.90
				8			1000.6	29.4	28.9	-0.80
			4.26	12	64 21 S	116 01.5 E	999.5	30.6	30.2	0.00
				16			996.4	30.4	30.4	-0.70
				20			994.6	30.9	30.9	-1.36
				24			994.0	30.6	30.6	-1.66
		19		4			994.4	30.7	30.7	-1.69
				8			994.7	31.3	31.3	-1.49
			4.28	12	64 19.5 S	115 37 E	996.2	32.2	32.0	-1.59
				16			997.2	32.3	32.1	-1.59
				20			998.6	30.9	30.6	-1.61
				24			998.7	29.0	29.0	-1.71
		20		4			999.4	28.1	27.9	-1.68
				8			999.6	27.7	27.5	-1.74
			4.30	12	64 23 S	115 07 E	1001.6	27.9	27.4	-1.70
				16			1002.2	28.3	27.9	-1.71
				20			1003.0	29.0	28.6	-1.71
				24			1003.4	28.5	28.5	-1.78
		21		4			1003.5	29.0	28.9	-1.68
				8			1002.7	31.0	30.8	-1.67
			4.30	12	64 26 S	114 53 E	1002.6	30.4	29.8	-1.77
				16			1002.0	32.0	31.2	-0.70
				20			1000.6	30.9	29.8	-1.30
				24			1000.2	29.8	29.8	-1.42
		22		4			997.6	31.0	31.0	-1.54
				8			993.9	32.0	32.0	-1.54
			4.31	12	64 24 S	114 43 E	989.6	31.1	31.1	-1.40
				16			984.5	31.0	31.0	-1.68
				20			980.4	31.0	31.0	-1.21
				24			976.1	31.4	31.4	0.37
		23		4			975.0	32.0	31.8	0.50
				8			975.9	32.0	31.9	0.54
			4.35	12	64 25.5 S	113 50 E	978.2	29.8	29.4	0.53
				16			980.2	30.0	29.0	0.56
				20			982.5	30.0	28.9	0.55
				24			985.6	28.2	27.7	0.40
		24		4			988.1	27.3	26.0	-0.01
				8			988.8	27.3	26.5	-0.16
			4.39	12	64 42.5 S	113 08 E	989.3	27.9	26.5	-0.41
				16			989.0	28.0	27.1	-0.52
				20			989.3	27.6	26.4	0.07
				24			991.1	25.3	25.2	-0.56
		25		4			991.5	24.9	24.8	-0.55
				8			991.8	28.8	27.4	-1.07
			4.43	12	64 55 S	111 57 E	992.7	27.8	27.4	-0.61
				16			993.0	27.7	27.4	-1.69
				20			992.1	27.1	27.1	-1.59
				24			992.6	26.3	26.3	-1.45
		26		4			992.4	26.0	26.0	-1.55
				8			992.6	26.0	26.0	-1.40
			4.51	12	65 10 S	109 25 E	993.7	27.2	27.0	-1.26
				16			994.5	27.3	27.3	-1.30
				20			995.7	26.8	26.8	-1.12
				24			997.9	24.9	24.9	-1.57
		27		4			999.0	23.7	23.7	-1.71
				8			1000.4	24.0	24.0	-1.69
			4.58	12	65 07 S	107 22 E	1001.9	25.4	24.6	-1.03
				16			1002.9	27.0	25.4	-0.80
				20			1003.8	27.2	25.6	-0.81
				24			1004.0	25.4	24.9	-1.59
		28		4			1004.5	24.3	23.8	-0.46
				8			1005.2	25.3	23.8	0.60
			5.18	12	64 46.5 S	103 46 E	1003.4	26.9	25.7	-0.10
				16			1001.3	28.1	27.4	-0.08
				20			998.2	26.9	26.2	-0.62
				24			993.5	28.3	28.3	-1.10
		29		4			988.6	30.9	30.9	-1.41
				8			987.6	31.8	31.8	-0.51
			5.35	12	64 02 S	99 20 E	984.5	30.8	30.7	-0.20
				16			982.5	29.7	29.7	-0.95
				20			981.2	30.9	30.9	-0.22
				24			980.4	31.2	31.2	-0.28
		30		4			978.9	32.0	32.0	-0.29
				8			977.4	32.4	32.4	0.43
			5.49	12	63 40.5 S	95 56 E	977.3	31.9	31.9	-0.30
				16			977.6	30.8	30.8	-0.84
				20			975.5	29.2	27.8	-1.17
				24			974.9	29.1	29.0	-1.09
		31		4			974.8	26.8	26.2	-1.55
				8			974.5	29.2	28.8	-1.64
			5.49	12	64 17.5 S	96 08 E	975.1	29.2	28.2	-1.29
				16			975.6	28.8	28.0	-1.09
				20			976.7	25.2	24.6	-1.67
				24			978.0	24.7	22.8	-1.29
1931	2	1		4			979.8	26.9	26.3	-1.38
				8			980.9	28.2	28.0	-1.15
			6.05	12	64 52 S	92 10 E	980.5	28.9	28.8	-1.56
				16			982.9	31.6	31.6	-1.49
				20			985.0	31.2	31.2	-1.51
				24			986.7	30.3	30.3	-1.59
		2		4			986.7	29.3	29.2	-1.59
				8			986.7	30.0	30.0	-1.31
			6.11	12	64 57.5 S	90 21 E	986.8	30.3	30.3	-1.48
				16			985.3	30.8	30.8	-1.39
				20			984.4	30.3	30.3	-1.39
				24			984.4	30.1	30.1	-1.55
		3		4			984.4	29.7	29.7	-1.42
				8			984.6	29.5	29.5	-1.47
			6.16	12	65 36 S	89 13 E	984.3	30.2	30.2	-1.66
				16			984.5	30.9	30.9	-1.41
				20			984.3	29.8	29.8	-1.49
				24			984.3	29.8	29.8	-1.61
		4		4			984.2	29.8	29.8	-1.57
				8			983.7	29.8	29.8	-1.68
			6.19	12	65 25.5 S	88 36 E	984.3	30.8	30.8	-1.22
				16			985.9	29.8	29.8	-1.29
				20			986.7	29.1	29.1	-1.50
				24			988.0	29.3	29.3	-1.48
		5		4			989.4	30.6	30.6	-1.48
				8			990.6	30.1	29.6	-1.49
			6.26	12	64 44 S	86 39.5 E	991.4	31.9	30.9	-0.91
				16			992.2	31.8	31.4	-0.97
				20			993.5	30.9	30.7	-0.86
				24			995.8	30.2	30.2	-0.59
		6		4			997.7	29.7	29.2	-1.27
				8			998.0	30.4	29.8	-1.59
			6.37	12	64 47 S	84 13 E	998.5	30.0	29.0	-0.51
				16			997.6	30.4	29.4	0.82
				20			995.3	29.5	28.7	0.53
				24			992.9	26.3	26.2	0.10
		7		4			990.1	28.7	28.2	-1.24
				8			986.0	30.8	29.8	-1.59
			6.47	12	64 36.5 S	81 35 E	983.2	30.2	29.0	0.30
				16			983.1	30.2	29.2	-0.60
				20			983.1	29.0	28.0	-0.66
				24			981.9	28.2	27.2	-1.21
		8		4			982.5	27.1	26.8	0.00
				8			984.2	27.4	26.5	-0.08
			7.02	12	66 04 S	78 34 E	986.7	27.3	26.0	-1.29
				16			988.4	27.0	25.5	-1.51
				20			990.8	27.0	25.0	-1.37
				24			993.3	24.8	23.8	-1.49
		9		4			995.7	25.0	23.6	-1.23
				8			997.7	24.8	23.3	-1.60
			7.09	12	66 29 S	76 15 E	1000.0	26.0	24.0	-0.50
				16			1001.4	27.5	26.0	-1.39
				20			1001.1	28.5	26.8	-0.19
				24			1001.1	28.1	26.3	-0.91
		10		4			1000.2	27.0	24.9	-0.28
				8			997.9	28.4	25.8	-0.89
			7.16	12	67 10 S	74 28 E	996.7	28.8	26.6	-0.83
				16			995.3	29.4	27.7	-1.48
				20			994.0	25.8	25.0	-0.71
				24			994.1	23.0	21.2	-0.60
		11		4			995.0	21.3	19.5	-0.02
				8			995.3	20.3	18.7	-0.61
			7.31	12	67 53 S	70 43 E	996.1	21.9	19.8	-0.62
				16			996.5	22.6	19.9	-0.61
				20			996.7	23.6	20.3	-1.07
				24			997.8	20.0	18.8	-1.09
		12		4			999.6	22.2	20.2	-1.32
				8			1000.5	22.0	20.8	-0.32
			7.39	12	67 08.5 S	68 40 E	1001.6	22.5	21.0	-0.65
				16			1002.3	23.5	20.8	-0.70
				20			999.6	22.3	19.8	-1.01
				24			997.2	21.6	19.6	-1.20
		13		4			995.3	22.0	18.9	-0.99
				8			992.7	22.0	18.4	-1.00
			7.46	12	67 45.3 S	66 58 E	990.4	25.4	21.9	-0.70
				16			990.2	27.0	23.0	-0.41
				20			989.6	27.5	24.5	-0.20
				24			988.4	28.0	24.9	-0.10
		14		4			987.4	28.0	24.4	0.09
				8			988.7	27.0	24.0	-0.19
			8.03	12	67 22 S	62 20 E	988.9	27.1	24.3	-0.19
				16			988.7	28.1	25.8	-0.21
				20			989.7	29.1	27.2	-0.10
				24			990.0	29.2	27.3	-0.09
		15		4			988.7	30.9	29.2	-0.10
				8			985.6	31.5	31.5	-0.12
			8.06	12	66 42 S	61 46 E	983.3	32.7	31.3	0.02
				16			984.2	32.5	30.7	-0.20
				20			983.8	31.3	30.7	-0.08
				24			984.2	31.3	30.4	-0.08
		16		4			984.2	31.3	30.8	0.00
				8			985.0	30.9	30.4	-0.28
			8.06	12	66 46 S	62 00 E	987.0	31.1	30.9	-0.19
				16	Dead reckoning	Sun observed	989.3	30.8	30.8	-0.20
				20			992.0	30.5	30.0	-0.20
				24			994.4	30.0	30.0	-0.10
		17		4			996.4	29.0	28.6	-0.15
				8			998.3	29.0	28.8	-0.22
			8.06	12	66 46 S	62 07 E	1000.1	29.3	28.0	-0.10
				16			1000.7	29.5	27.9	-0.01
				20			1001.2	28.1	27.4	-0.29
				24			1000.2	28.0	27.8	-0.23
		18		4			999.5	28.0	27.3	0.00
				8			998.2	26.8	26.0	-0.31
			8.08	12	67 11 S	61 00 E	999.0	26.1	24.2	-0.39
				16			998.4	26.8	22.9	-0.58
				20			995.5	26.5	23.4	-0.40
				24			993.0	25.9	23.2	-0.37
		19		4			991.1	26.0	23.1	-0.09
				8			987.9	27.5	23.8	0.08
			8.08	12	66 28.5 S	61 41 E	987.1	28.5	24.4	0.38
				16			985.6	27.5	24.7	0.58
				20			984.0	27.8	25.0	0.65
				24			984.1	27.9	25.0	0.19
		20		4			983.5	28.4	25.2	-0.60
				8			983.4	29.4	26.4	0.60
			8.04	12	64 47 S	62 34 E	985.6	30.0	26.8	0.50
				16			987.6	29.6	26.8	0.58
				20			988.5	30.0	26.3	0.61
				24			988.0	31.1	28.2	0.89
		21		4			987.0	31.0	29.7	0.85
				8			982.8	31.6	31.6	0.69
			7.58	12	64 01 S	64 22 E	980.4	32.0	32.0	0.67
				16			981.9	34.0	33.8	0.69
				20			983.3	34.0	33.8	0.59
				24			986.6	34.2	33.8	1.10
		22		4			986.8	34.3	34.0	1.27
				8			986.4	34.2	33.9	1.37
			7.54	12	62 52 S	66 02 E	986.6	34.9	33.8	1.49
				16			987.0	35.0	34.1	1.49
				20			987.4	34.7	34.0	1.49
				24			988.3	34.3	34.2	1.66
		23		4			989.6	34.3	33.3	1.57
				8			988.4	34.7	33.3	1.69
			7.37	12	61 59 S	69 27 E	986.6	34.4	33.2	1.70
				16			981.1	33.3	33.1	1.72
				20			975.0	33.6	33.6	1.69
				24			974.8	34.7	33.7	1.48
		24		4			975.6	34.6	33.6	1.57
				8			974.7	34.5	33.5	1.48
			7.28	12	61 45 S	71 31 E	974.9	33.4	32.8	1.29
				16			973.9	34.9	34.0	1.29
				20			973.7	34.0	33.6	1.31
				24			974.6	34.3	33.4	1.10
		25		4			976.1	34.8	34.0	1.38
				8			978.0	34.8	33.1	1.37
			7.15	12	60 54 S	74 38 E	979.2	34.7	33.5	1.49
				16			979.7	35.2	33.9	1.58
				20			979.0	34.6	33.0	1.55
				24			975.9	34.0	33.0	1.49
		26		4			972.6	33.8	33.5	1.58
				8			969.6	34.1	33.9	1.67
			7.08	12	59 30.5 S	76 30 E	969.0	35.0	34.7	1.69
				16			970.0	34.6	34.6	1.73
				20			971.3	34.0	33.9	1.59
				24			974.0	33.8	33.4	1.51
		27		4			976.3	33.6	33.0	1.59
				8			979.9	34.5	33.0	1.72
			6.53	12	57 54.5 S	80 00 E	980.8	35.2	33.3	1.84
				16			978.8	33.7	33.2	1.76
				20			972.3	33.7	33.6	1.78
				24			965.2	33.2	32.1	1.57
		28		4			964.4	35.0	33.0	1.29
				8			965.1	34.4	33.4	1.10
			6.44	12	57 19 S	82 26 E	965.5	34.3	34.0	1.47
				16			964.2	36.0	35.2	2.19
				20			965.6	34.1	34.0	2.19
				24			968.8	35.1	33.6	2.28
1931	3	1		4			969.5	34.0	33.9	2.60
				8			975.1	35.9	33.5	2.55
			6.34	12	55 48.5 S	85 20 E	979.7	35.9	34.3	2.66
				16			985.5	36.4	34.4	2.57
				20			989.2	35.3	33.7	2.31
				24			988.7	35.0	33.1	1.70
