	"William Wales - Journal on the Resolution, 21 June 1772-17 Oct. 1774"														
															

YEAR	MONTH	DAY	OBS	OBS	BAR 1	BAR 2	THER. A	THER. B							
			LAT	LONG	NOON	NOON	NOON	NOON							
1772	7	13		4 51 W	30.16	30.42	64.0	64.0							
		25	15 5	166 50.2	29.95		78.3	80.8
		26	14 39.2	167 3.4	30.00	30.05	77.3	
		27	14 50.2	167 13.4	29.90	30.10		
		28	14 58.4	166 50	30.00	30.20	79.7	80.0
		29	15 19.5	166 16.3	30.05	30.15	79.0	79.0
		30	15 45	166 52	30.05	30.15	77.5	77.0
		31	16 33.2	166 16				
	9	1	18 6.1	165 30.4	30.05	30.25	75.3	76.5
		2		165 3.1	30.05	30.15	74.0	73.5
		3	19 59.4	164 45	30.15		74.5	74.0
		4	20 16.1		30.19		75.5	74.0
		12	19 55.3	164 17.3	30.00	30.20	76.0	77.0
		13	19 28.2	163 46.4	30.00	30.10		
		14	19 15.3	163 41.3	29.80	30.05	78.5	80.0
		15	19 34.4	163 57	29.95	30.10	77.5	77.3
		16	19 53.4	164 26	30.00	30.05	77.5	77.0
		17	20 4.1		30.00	30.20		
		18			30.15		76.3	73.5
		19	20 41.1	165 25.2	30.05	30.20	74.5	73.5
		20	20 54.3	166 7.3	30.10	30.20	74.0	73.3
		21	21 25	166 47	30.10	30.15		
		22	21 53.3	167 8.4	30.10	30.20	73.5	73.0
		23	21 59.3	167 50.3	30.10	30.15	74.5	73.0
		24	22 10.15	167 53.3	30.10	30.20	74.8	73.5
		25	22 16	168 6	30.15	30.20	73.5	73.5
		26	22 32.2	168 23.5	30.05	30.30	70.5	68.8
		27	22 44.2	168 00.15	30.10	30.30	71.0	71.0
		28	22 26.4	167 28	30.10	30.25	72.7	74.0
		29	22 34.1	167 42.4	30.00	30.10	74.7	
		30	22 56	168 30.4	29.70	30.00	72.0	70.3
	10	1	23 19.4	169 56.4	29.80	30.05	69.5	66.5
		2	24 4.15	170 36.4	29.70	30.05	70.3	68.3
		3	25 28	171 40.15	29.85	30.10		
		4	26 53	172 00	29.80	30.10	67.8	64.3
		5	27 52	172 4.3	30.05	30.40	66.7	65.0
		6	27 52.2	172 3	30.25	30.35	70.0	71.0
		7	28 24.5	171 3.3	30.25	30.30	68.0	
		8	28 54	168 57.4	30.25	30.40	68.0	64.5
		9	28 57	168 14.15	30.15	30.35	66.5	63.8
		10	29 21.1	167 41.4	30.10	30.30	69.0	66.5
		12	32 54.5	168 26	30.15	30.30	62.5	65.5
		13		169 17.3	30.10	30.35	67.0	65.3
		14	35 32	170 47	29.95	30.10	67.5	65.5
		15	37 33	172 38				
		16	39 24	173 36.3	29.50	29.60	64.5	59.0
