	"Journal on the Investigator, Jan. 1801-July 1802 (Vol. 1) - Matthew Flinders"									
	"Journal on the Investigator, July 1802 - June 1803 (Vol. 2)"									
										
		"""The barometer stood in my cabin, and the height of the mercury was taken at"								
		"daybreak, at noon, and at eight in the evening, by the officer of the watch; as"								
		"well also that of the thermometer."""								

YEAR	MONTH	DAY	HOUR	LAT D.R.	LONG D.R.	BAR	THER.	WATER		
1801	6	2	1200	Into Spithead			62.5			
		4	400				
			800			30.07	71.0
			1200			30.07	72.0
			1600				
			2000				
			2400				
		5	400				
			800			30.03	70.0
			1200			30.07	70.0
			1600				
			2000				
			2400				
		6	400				
			800				
			1200				
			1600				
			2000			29.97	70.0
			2400				
		7	400				
			800			29.94	70.0
			1200	34 37	136 30	30.02	70.0
			1600				
			2000			30.08	71.0
			2400				
		8	400				
			800			30.10	69.0
			1200	34 8	137 10	30.13	70.0
			1600				
			2000			30.13	71.0
			2400				
		9	400				
			800			30.16	68.0
			1200	33 15	137 48	30.18	67.5
			1600				
			2000			30.18	69.0
			2400				
		10	400				
			800			30.22	65.0
			1200	32 46	138 00	30.14	66.5
			1600				
			2000			30.04	69.0
			2400				
		11	400				
			800			30.04	66.0
			1200			29.94	69.5
			1600				
			2000			29.84	71.0
			2400				
		12	400				
			800			29.75	70.0
			1200			29.72	72.0
			1600				
			2000			29.56	75.0
			2400				
		13	400				
			800			29.77	70.0
			1200	32 57	138 18	29.78	69.5
			1600				
			2000			29.83	69.0
			2400				
		14	400				
			800			29.86	69.0
			1200	33 14	138 8	29.94	69.0
			1600				
			2000			30.05	70.0
			2400				
		15	400				
			800			30.15	69.0
			1200	33 41	137 53	30.22	68.5
			1600				
			2000			30.28	70.0
			2400				
		16	400				
			800			30.26	69.0
			1200	34 3	137 43	30.24	69.0
			1600				
			2000			30.25	69.0
			2400				
		17	400				
			800			30.22	67.5
			1200	34 25	137 53	30.19	69.0
			1600				
			2000			30.00	67.0
			2400				
		18	400				
			800			30.27	66.0
			1200	34 41	137 44	30.29	68.0
			1600				
			2000			30.15	69.0
			2400				
		19	400				
			800			30.10	67.0
			1200	34 53	137 12	30.13	68.0
			1600				
			2000			30.13	67.0
			2400				
		20	400				
			800			30.04	67.0
			1200	35 15	137 30	29.94	69.0
			1600				
			2000			29.90	69.0
			2400				
		21	400				
			800			29.94	66.0
			1200	35 34	137 47	30.10	65.0
			1600				
			2000			30.22	62.5
			2400				
		22	400				
			800				
			1200	35 39	138 16	30.25	67.0
			1600				
			2000			30.25	68.0
			2400				
		23	400				
			800			30.25	63.0
			1200			30.25	68.0
			1600				
			2000			30.24	64.0
			2400				
		24	400				
			800			30.23	61.0
			1200	35 36	138 13	30.24	64.0
			1600				
			2000			30.33	65.0
			2400				
		25	400				
			800			30.38	62.0
			1200	35 14	137 40	30.45	64.0
			1600				
			2000			30.45	63.0
			2400				
		26	400				
			800			30.46	61.5
			1200	35 24	137 57	30.46	63.0
			1600				
			2000			30.43	63.0
			2400				
		27	400				
			800			30.38	63.5
			1200	35 34	138 16	30.38	67.0
			1600				
			2000			30.33	62.0
			2400				
		28	400				
			800			30.32	66.0
			1200	35 9	138 57	30.29	68.0
			1600				
			2000			30.31	71.0
			2400				
		29	400				
			800			30.27	69.0
			1200	34 38	138 47	30.34	71.0
			1600				
			2000			30.35	71.0
			2400				
		30	400				
			800			30.35	69.0
			1200	34 23	138 40	30.34	71.5
			1600				
			2000			30.41	72.0
			2400				
		31	400				
			800			30.41	67.0
			1200	34 24	138 36	30.36	69.0
			1600				
			2000			30.33	70.0
			2400				
	4	1	400				
			800			30.33	68.5
			1200	35 12	138 38	30.31	70.5
			1600				
			2000			30.28	70.0
			2400				
		2	400				
			800				70.5
			1200	35 40	138 45	30.35	70.5
			1600				
			2000			30.27	70.0
			2400				
		3	400				
			800			30.26	69.0
			1200	Kangaroo Island		30.22	72.0
			1600				
			2000			30.17	73.5
			2400				
		4	400				
			800			30.16	69.5
			1200			30.16	72.0
			1600				
			2000			30.15	71.0
			2400				
		5	400				
			800			30.15	69.0
			1200			30.15	72.0
			1600				
			2000			30.12	71.0
			2400				
		6	400				
			800			30.12	71.5
			1200			30.11	72.0
			1600				
			2000			30.09	70.0
			2400				
		7	400				
			800			30.10	67.0
			1200	35 42	138 36	30.10	67.0
			1600				
			2000			30.03	67.0
			2400				
		8	400				
			800			30.05	65.5
			1200	35 45	139 14	30.11	66.0
			1600				
			2000			30.08	66.0
			2400				
		9	400				
			800			30.08	66.0
			1200	35 40	139 26	30.02	66.5
			1600				
			2000			30.00	66.5
			2400				
		10	400				
			800			29.99	66.5
			1200	35 55	139 50	29.97	67.0
			1600				
			2000			29.92	66.5
			2400				
		11	400				
			800			29.85	65.5
			1200	36 12	140 05	29.77	66.0
			1600				
			2000			29.74	69.0
			2400				
		12	400				
			800			29.70	65.0
			1200	36 25	140 20	29.70	66.5
			1600				
			2000			29.80	66.5
			2400				
		13	400				
			800			30.00	63.5
			1200	37 1	140 11	30.09	62.5
			1600				
			2000			30.26	63.0
			2400				
		14	400				
			800			30.34	61.0
			1200	37 22	140 08	30.42	61.0
			1600				
			2000			30.34	60.5
			2400				
		15	400				
			800			30.48	59.5
			1200	37 29	140 19	30.42	60.0
			1600				
			2000			30.37	61.5
			2400				
		16	400				
			800			30.37	63.0
			1200	38 1	140 23	30.25	64.0
			1600				
			2000			30.23	65.0
			2400				
		17	400				
			800			30.14	62.0
			1200	37 53	140 51	30.18	64.5
			1600				
			2000			30.22	63.5
			2400				
		18	400				
			800			30.29	60.0
			1200	38 04	140 54	30.13	61.0
			1600				
			2000			30.05	62.5
			2400				
		19	400				
			800			29.85	62.5
			1200	38 10	141 17	29.76	62.0
			1600				
			2000			29.72	59.0
			2400				
		20	400				
			800			29.64	55.5
			1200	38 35	142 13	29.69	57.5
			1600				
			2000				
			2400				
		21	400				
			800				
			1200				
			1600				
			2000			29.64	59.5
			2400				
		22	400				
			800			29.64	55.0
			1200	39 36	143 45	29.67	56.0
			1600				
			2000			29.68	57.0
			2400				
		23	400				
			800			29.64	57.0
			1200	39 43	143 23	29.86	59.0
			1600				
			2000			30.05	60.0
			2400				
		24	400				
			800			30.28	58.5
			1200	39 31	143 13	30.30	59.0
			1600				
			2000			30.42	60.0
			2400				
		25	400				
			800			30.42	59.0
			1200	38 59	143 38	30.49	61.0
			1600				
			2000			30.46	61.0
			2400				
		26	400				
			800			30.46	60.0
			1200	38 29	143 13	30.47	61.0
			1600				
			2000			30.42	61.0
			2400				
		27	400				
			800			30.37	60.0
			1200	38 16	143 57	30.43	61.0
			1600				
			2000			30.42	61.0
			2400				
		28	400				
			800			30.37	60.0
			1200	Westernport		30.23	61.0
			1600				
			2000			29.87	61.5
			2400				
		29	400				
			800			29.83	61.0
			1200			29.84	63.0
			1600				
			2000			29.87	62.5
			2400				
		30	400				
			800				
			1200			29.84	67.0
			1600				
			2000			29.89	62.5
			2400				
	5	1	400				
			800			29.88	59.0
			1200			29.89	61.0
			1600				
			2000			29.87	61.5
			2400				
		2	400				
			800			29.83	61.0
			1200			29.84	63.0
			1600				
			2000			29.84	66.0
			2400				
		3	400				
			800			29.84	61.0
			1200	38 29	145 39	29.89	61.0
			1600				
			2000			29.90	62.0
			2400				
		4	400				
			800			29.89	65.0
			1200	39 29	146 26	29.82	63.0
			1600				
			2000			29.89	61.0
			2400				
		5	400				
			800			29.88	59.5
			1200	38 52	149 32	29.86	61.0
			1600				
			2000			29.86	63.0
			2400				
		6	400				
			800			29.75	63.0
			1200	37 48	150 10	29.52	65.0
			1600				
			2000			29.59	64.5
			2400				
		7	400				
			800			29.55	61.5
			1200	36 6	151 17	29.63	63.5
			1600				
			2000			29.61	65.0
			2400				
		8	400				
			800			29.80	65.0
			1200	34 7	151 43	29.87	65.0
			1600				
			2000			30.05	65.0
			2400				
		9	400				
			800			30.08	64.0
			1200	33 59	151 03	30.13	62.5
			1600				
			2000			30.16	62.0
			2400				
		10	400				
			800				
			1200	Port Jackson			
			1600				
			2000			30.10	62.0
			2400				
		11	400				
			800			30.12	61.0
			1200			30.14	63.0
			1600				
			2000			30.15	63.0
			2400				
		12	400				
			800			30.18	64.0
			1200			30.19	67.0
			1600				
			2000			30.18	65.0
			2400				
		13	400				
			800			30.20	65.0
			1200			30.24	66.0
			1600				
			2000			30.24	66.0
			2400				
		14	400				
			800			30.24	68.0
			1200			30.24	69.0
			1600				
			2000			30.19	69.0
			2400				
		15	400				
			800			30.16	68.0
			1200			30.14	69.0
			1600				
			2000			30.12	69.0
			2400				
		16	400				
			800			30.12	67.0
			1200			30.04	69.0
			1600				
			2000			29.89	68.0
			2400				
		17	400				
			800			29.84	65.0
			1200			29.84	67.0
			1600				
			2000			29.85	66.0
			2400				
		18	400				
			800			29.87	64.0
			1200			29.86	65.0
			1600				
			2000			29.85	67.0
			2400				
		19	400				
			800			29.85	65.0
			1200			29.90	65.0
			1600				
			2000			30.10	65.0
			2400				
		20	400				
			800			30.10	64.0
			1200			30.10	66.0
			1600				
			2000			30.17	66.0
			2400				
		21	400				
			800			30.10	67.0
			1200			30.10	67.0
			1600				
			2000			30.10	65.0
			2400				
		22	400				
			800			30.09	67.0
			1200			30.09	66.0
			1600				
			2000				
			2400				
		27	400				
			800				
			1200				
			1600				
			2000			30.04	67.0
			2400				
		28	400				
			800			30.11	62.0
			1200			30.10	64.0
			1600				
			2000			30.10	63.0
			2400				
		29	400				
			800			30.14	61.0
			1200			30.07	64.0
			1600				
			2000			30.06	64.0
			2400				
		30	400				
			800			30.17	60.0
			1200			30.14	61.0
			1600				
			2000			30.14	61.0
			2400				
		31	400				
			800			30.21	59.0
			1200			30.26	60.0
			1600				
			2000			30.26	61.0
			2400				
	6	1	400				
			800			30.30	60.0
			1200			30.28	60.0
			1600				
			2000			30.28	61.0
			2400				
		2	400				
			800			30.27	60.0
			1200			30.37	63.0
			1600				
			2000			29.86	62.0
			2400				
		3	400				
			800			29.63	68.0
			1200			29.60	55.0
			1600				
			2000			29.60	54.0
			2400				
		4	400				
			800				59.0
			1200				
			1600				
			2000			29.65	59.0
			2400				
		5	400				
			800			30.06	61.0
			1200			30.16	61.0
			1600				
			2000			30.16	55.0
			2400				
		6	400				
			800			30.30	54.0
			1200			30.30	60.0
			1600				
			2000			30.29	55.0
			2400				
		7	400				
			800			30.26	54.0
			1200			30.24	60.0
			1600				
			2000			30.29	61.0
			2400				
		8	400				
			800			30.30	61.0
			1200			30.27	63.0
			1600				
			2000			30.27	60.0
			2400				
		9	400				
			800			30.25	62.0
			1200			30.20	63.0
			1600				
			2000			30.15	63.0
			2400				
		10	400				
			800			30.10	65.0
			1200			30.10	62.0
			1600				
			2000				
			2400				
		11	400				
			800			29.97	62.0
			1200			29.97	60.0
			1600				
			2000			29.97	57.0
			2400				
		12	400				
			800			29.96	59.0
			1200			30.27	59.0
			1600				
			2000			29.97	55.0
			2400				
		13	400				
			800				
			1200				
			1600				
			2000			29.95	55.0
			2400				
		14	400				
			800			29.96	57.0
			1200			29.98	58.0
			1600				
			2000			29.95	57.0
			2400				
		15	400				
			800				
			1200			29.96	58.0
			1600				
			2000			29.98	57.0
			2400				
		16	400				
			800			30.00	58.0
			1200			30.03	57.0
			1600				
			2000			30.00	57.0
			2400				
		17	400				
			800			30.01	55.0
			1200			29.92	56.0
			1600				
			2000			29.91	56.0
			2400				
		18	400				
			800			29.91	53.0
			1200			29.90	55.0
			1600				
			2000			29.88	56.0
			2400				
		19	400				
			800			29.94	55.0
			1200			30.00	55.0
			1600				
			2000			30.00	55.0
			2400				
		20	400				
			800			30.10	53.0
			1200			30.10	54.0
			1600				
			2000			30.08	56.0
			2400				
		21	400				
			800			30.08	54.0
			1200			30.08	54.0
			1600				
			2000			30.08	55.0
			2400				
		22	400				
			800			30.07	53.0
			1200			30.13	54.0
			1600				
			2000			30.18	54.0
			2400				
		23	400				
			800			30.23	52.0
			1200			30.24	53.0
			1600				
			2000			30.24	53.0
			2400				
		24	400				
			800			30.22	51.0
			1200			30.18	53.0
			1600				
			2000				
			2400				
		25	400				
			800				
			1200			29.90	59.0
			1600				
			2000			29.85	61.0
			2400				
		26	400				
			800			30.00	60.0
			1200			30.05	60.0
			1600				
			2000			30.07	58.0
			2400				
		27	400				
			800			30.50	56.0
			1200			30.36	57.0
			1600				
			2000			30.35	57.0
			2400				
		28	400				
			800			30.35	58.0
			1200			30.23	58.0
			1600				
			2000			30.22	58.0
			2400				
		29	400				
			800			30.19	58.0
			1200			30.19	59.0
			1600				
			2000			30.13	58.0
			2400				
		30	400				
			800			30.13	56.0
			1200			30.12	59.0
			1600				
			2000			30.12	58.0
			2400				
	7	1	400				
			800			30.11	57.0
			1200			30.13	56.0
			1600				
			2000			30.13	58.0
			2400				
		2	400				
			800			30.14	57.0
			1200			30.21	60.0
			1600				
			2000			30.17	60.0
			2400				
		3	400				
			800			30.18	60.0
			1200			30.17	62.0
			1600				
			2000			30.17	62.0
			2400				
		4	400				
			800			30.04	61.0
			1200			29.90	61.0
			1600				
			2000			30.01	60.0
			2400				
		5	400				
			800			30.01	58.0
			1200			30.01	58.0
			1600				
			2000			30.12	60.0
			2400				
		6	400				
			800			30.07	59.0
			1200			30.07	60.0
			1600				
			2000			30.01	60.0
			2400				
		7	400				
			800			29.99	59.0
			1200			30.01	60.0
			1600				
			2000			29.97	59.0
			2400				
		8	400				
			800			29.87	58.0
			1200			29.87	59.0
			1600				
			2000			29.87	59.0
			2400				
		9	400				
			800			29.83	54.0
			1200			29.80	54.0
			1600				
			2000			29.80	53.0
			2400				
		10	400				
			800			29.92	55.0
			1200			29.92	58.0
			1600				
			2000			29.93	55.0
			2400				
		11	400				
			800			29.94	54.0
			1200			29.94	54.0
			1600				
			2000			29.96	54.0
			2400				
		12	400				
			800			29.90	53.0
			1200			30.00	55.0
			1600				
			2000			30.09	55.0
			2400				
		13	400				
			800			30.08	53.0
			1200			30.10	57.0
			1600				
			2000			30.11	56.0
			2400				
		14	400				
			800			30.12	53.0
			1200			30.12	56.0
			1600				
			2000			30.10	56.0
			2400				
		15	400				
			800			30.10	55.0
			1200			30.09	56.0
			1600				
			2000			30.10	55.0
			2400				
		16	400				
			800			30.13	54.0
			1200			30.20	56.0
			1600				
			2000			30.20	56.0
			2400				
		17	400				
			800			30.15	59.0
			1200			30.15	59.0
			1600				
			2000			30.15	58.0
			2400				
		18	400				
			800			30.10	55.0
			1200			30.08	56.0
			1600				
			2000			30.07	56.0
			2400				
		19	400				
			800			30.09	54.0
			1200			30.05	55.0
			1600				
			2000			30.05	55.0
			2400				
		20	400				
			800				55.0
			1200			30.07	56.0
			1600				
			2000				
			2400				
		21	400				
			800				
			1200	Departure from Port Jackson			
			1600				
			2000				
			2400				
		22	400				
			800				
			1200	33 33	151 41		
			1600				
			2000			30.03	58.0
			2400				
		23	400				
			800			30.03	55.5
			1200	32 16	153 5	30.02	59.0
			1600				
			2000			30.05	58.0
			2400				
		24	400				
			800			30.06	56.0
			1200	31 12	152 53	30.14	59.0
			1600				
			2000			30.09	61.0
			2400				
		25	400				
			800			30.09	59.0
			1200	29 9	153 30	30.11	59.0
			1600				
			2000			30.06	62.0
			2400				
		26	400				
			800			30.03	61.0
			1200	27 21	153 29	30.02	63.0
			1600				
			2000			30.00	63.0
			2400				
		27	400				
			800			29.98	60.0
			1200	26 1	153 22	29.99	61.0
			1600				
			2000			30.00	62.0
			2400				
		28	400				
			800			30.05	60.0
			1200	24 33	153 24	30.06	61.0
			1600				
			2000			30.04	63.5
			2400				
		29	400				
			800				
			1200	24 20	153 13	30.09	62.5
			1600				
			2000			30.10	63.0
			2400				
		30	400				
			800			30.10	61.0
			1200	24 38	153 5	30.02	61.0
			1600				
			2000			30.02	61.0
			2400				
		31	400				
			800				
			1200	24 40	153 10	30.21	59.5
			1600				
			2000				
			2400				
	8	1	400				
			800			30.30	60.0
			1200	24 38	152 47	30.27	61.0
			1600				
			2000			30.33	63.0
			2400				
		2	400				
			800			30.29	63.0
			1200	24 30	152 4	30.24	64.0
			1600				
			2000			30.18	66.0
			2400				
		3	400				
			800			30.08	64.0
			1200	24 5	152 52	30.03	68.0
			1600				
			2000			29.97	69.0
			2400				
		4	400				
			800			30.03	69.0
			1200	23 47	151 41	30.07	66.5
			1600				
			2000			30.07	67.0
			2400				
		5	400				
			800			30.10	65.0
			1200	23 44	151 21	30.13	66.5
			1600				
			2000			30.13	69.0
			2400				
		6	400				
			800			30.06	69.0
			1200	"Entrance of No. 1 port,"			
			1600	East coast			
			2000			30.24	67.0
			2400				
		7	400				
			800			30.24	66.0
			1200				
			1600				
			2000			30.26	69.0
			2400				
		8	400				
			800			30.24	66.0
			1200			30.22	65.0
			1600				
			2000			30.19	66.5
			2400				
		9	400				
			800			30.14	64.5
			1200	23 25	151 5	30.12	64.0
			1600				
			2000			30.11	67.0
			2400				
		10	400				
			800			30.13	65.0
			1200	23 29	151 2	30.12	65.0
			1600				
			2000			30.19	66.0
			2400				
		11	400				
			800			30.22	66.0
			1200	Keppel Bay		30.20	66.0
			1600				
			2000			30.27	67.0
			2400				
		12	400				
			800			30.29	65.0
			1200			30.30	67.0
			1600				
			2000			30.19	68.0
			2400				
		13	400				
			800			30.26	66.0
			1200			30.26	67.0
			1600				
			2000			30.22	67.0
			2400				
		14	400				
			800			30.20	65.0
			1200			30.14	69.0
			1600				
			2000			30.14	69.0
			2400				
		15	400				
			800				
			1200			30.18	68.0
			1600				
			2000			30.12	69.0
			2400				
		16	400				
			800			30.19	67.0
			1200			30.09	70.0
			1600				
			2000			30.03	71.0
			2400				
		17	400				
			800			30.02	71.0
			1200		150 59		
			1600				
			2000			30.03	73.0
			2400				
		18	400				
			800			30.03	67.0
			1200	23 8	150 56	30.00	70.0
			1600				
			2000			30.00	70.0
			2400				
		19	400				
			800			30.02	71.0
			1200	23 53	150 52	30.01	71.0
			1600				
			2000			29.94	71.0
			2400				
		20	400				
			800			29.93	71.0
			1200	23 37	150 50	29.95	73.0
			1600				
			2000			29.96	74.0
			2400				
		21	400				
			800			29.98	72.0
			1200	23 31	150 37	29.88	71.0
			1600				
			2000			30.01	73.0
			2400				
		22	400				
			800			30.02	71.5
			1200	No. 2 port discovered		30.01	69.5
			1600	on the east coast			
			2000			30.05	72.0
			2400				
		23	400				
			800			30.10	69.0
			1200			30.08	70.0
			1600				
			2000			30.04	70.5
			2400				
		24	400				
			800			30.03	67.0
			1200	22 27	150 37	30.04	70.5
			1600				
			2000			29.99	70.0
			2400				
		25	400				
			800			29.99	69.0
			1200	22 21	150 39	30.00	71.0
			1600				
			2000			30.01	73.0
			2400				
		26	400				
			800			30.02	72.0
			1200	22 1	150 33	30.06	71.0
			1600				
			2000			30.00	73.0
			2400				
		27	400				
			800			30.04	72.0
			1200	22 4	150 30	30.10	71.0
			1600				
			2000			30.09	74.0
			2400				
		28	400				
			800			30.10	71.0
			1200	22 5	150 20	30.16	72.0
			1600				
			2000			30.15	73.0
			2400				
		29	400				
			800			30.16	71.0
			1200	22 23	150 23	30.13	72.0
			1600				
			2000			30.13	73.0
			2400				
		30	400				
			800			30.15	72.0
			1200	22 24	150 22	30.15	72.0
			1600				
			2000			30.08	73.0
			2400				
		31	400				
			800			30.05	78.0
			1200				74.0
			1600				
			2000			29.94	
			2400				
	9	1	400				
			800				
			1200				
			1600				
			2000				75.0
			2400				
		2	400				
			800				72.0
			1200	22 24	150 12		67.0
			1600				
			2000			30.09	71.0
			2400				
		3	400				
			800			30.15	68.0
			1200	Shoal-water Bay		30.20	68.0
			1600				
			2000			30.11	
			2400				
		4	400				
			800			30.18	
			1200			30.23	
			1600				
			2000			30.16	70.0
			2400				
		5	400				
			800			30.11	70.0
			1200		149 56	30.13	72.0
			1600				
			2000			30.01	73.0
			2400				
		6	400				
			800			30.00	72.0
			1200	Thirsty Sound		30.05	75.0
			1600				
			2000			30.06	74.0
			2400				
		7	400				
			800			30.20	73.0
			1200			30.21	72.0
			1600				
			2000			30.22	73.0
			2400				
		8	400				
			800			30.24	70.0
			1200	22 00	149 31	30.19	71.0
			1600				
			2000			30.19	71.0
			2400				
		9	400				
			800			30.15	71.0
			1200	21 47	149 20	30.15	72.0
			1600				
			2000			30.10	72.0
			2400				
		10	400				
			800			30.12	72.0
			1200	21 59	149 13	30.13	71.0
			1600				
			2000			30.16	72.0
			2400				
		11	400				
			800			30.18	72.0
			1200	22 13	149 19	30.19	72.0
			1600				
			2000			30.18	72.0
			2400				
		12	400				
			800			30.11	69.0
			1200	22 21	149 26	30.13	69.0
			1600				
			2000			30.12	71.0
			2400				
		13	400				
			800			30.12	70.0
			1200	22 26	149 29	30.07	72.0
			1600				
			2000			30.01	73.0
			2400				
		14	400				
			800			29.97	71.0
			1200	22 24	149 28	30.00	75.0
			1600				
			2000			30.00	75.0
			2400				
		15	400				
			800			29.97	74.0
			1200	Broad Sound		29.97	76.0
			1600				
			2000			29.96	75.0
			2400				
		16	400				
			800			29.95	76.0
			1200			30.00	76.0
			1600				
			2000			30.08	75.0
			2400				
		17	400				
			800			30.10	75.0
			1200			30.14	76.0
			1600				
			2000			30.08	75.0
			2400				
		18	400				
			800			30.08	75.0
			1200			30.08	76.0
			1600				
			2000				
			2400				
		19	400				
			800				
			1200	22 20	149 27	30.07	75.5
			1600				
			2000			30.01	76.0
			2400				
		20	400				
			800			30.01	74.0
			1200	22 16	149 28	30.04	75.0
			1600				
			2000			30.02	77.0
			2400				
		21	400				
			800			30.07	72.0
			1200	Broad Sound		30.13	72.0
			1600				
			2000			30.10	74.0
			2400				
		22	400				
			800			30.07	72.0
			1200			30.15	74.0
			1600				
			2000			30.10	76.0
			2400				
		23	400				
			800			30.13	73.0
			1200			30.13	75.0
			1600				
			2000			30.07	76.0
			2400				
		24	400				
			800			30.03	75.0
			1200	22 16	149 25	29.97	76.0
			1600				
			2000			30.09	76.0
			2400				
		25	400				
			800			30.05	69.0
			1200	22 23	149 20	30.07	72.0
			1600				
			2000			30.06	74.0
			2400				
		26	400				
			800			30.01	71.0
			1200			30.01	74.5
			1600				
			2000			29.96	76.0
			2400				
		27	400				
			800			29.97	74.0
			1200	22 17	149 55	29.96	76.0
			1600				
			2000			29.98	75.0
			2400				
		28	400				
			800			30.00	76.0
			1200	21 56	150 13	30.07	75.0
			1600				
			2000			30.10	76.0
			2400				
		29	400				
			800			30.11	74.0
			1200	21 45	150 25	30.10	75.0
			1600				
			2000			30.11	76.0
			2400				
		30	400				
			800			30.02	76.0
			1200	Northern Northumberland Isles		30.18	74.0
			1600				
			2000			30.16	74.0
			2400				
	10	1	400				
			800			30.13	73.0
			1200			30.10	74.0
			1600				
			2000			30.10	74.0
			2400				
		2	400				
			800			30.10	73.0
			1200			30.02	74.0
			1600				
			2000			30.02	75.0
			2400				
		3	400				
			800			30.06	75.0
			1200			30.08	75.0
			1600				
			2000			30.10	75.0
			2400				
		4	400				
			800			30.08	74.0
			1200	21 32	150 27	30.16	76.0
			1600				
			2000			30.15	71.0
			2400				
		5	400				
			800			30.14	75.0
			1200	21 11	150 45	30.16	76.0
			1600				
			2000			30.15	76.0
			2400				
		6	400				
			800			30.13	75.0
			1200	20 49	150 44	30.13	77.0
			1600				
			2000			30.09	76.0
			2400				
		7	400				
			800			30.10	75.0
			1200	20 54	151 3	30.15	78.0
			1600				
			2000			30.10	77.0
			2400				
		8	400				
			800			30.10	76.0
			1200	20 52	151 9	30.15	77.0
			1600				
			2000			30.10	78.0
			2400				
		9	400				
			800			30.12	77.5
			1200	20 55	151 19	30.13	79.0
			1600				
			2000			30.13	78.0
			2400				
		10	400				
			800			30.20	77.0
			1200	20 55	151 8	30.19	76.0
			1600				
			2000			30.16	76.0
			2400				
		11	400				
			800			30.13	75.0
			1200	20 46	151 01	30.19	76.0
			1600				
			2000			30.13	75.0
			2400				
		12	400				
			800			30.14	76.0
			1200	20 50	151 01	30.13	78.0
			1600				
			2000			30.18	77.0
			2400				
		13	400				
			800			30.03	75.0
			1200	20 41	150 48	30.05	78.0
			1600				
			2000			30.05	78.0
			2400				
		14	400				
			800			30.00	75.0
			1200	20 58	150 28	29.98	77.0
			1600				
			2000			29.96	77.5
			2400				
		15	400				
			800			29.97	77.0
			1200	20 43	150 19	30.04	76.0
			1600				
			2000			30.01	75.0
			2400				
		16	400				
			800			30.04	76.0
			1200	20 51	149 53	30.07	77.0
			1600				
			2000			30.11	78.0
			2400				
		17	400				
			800			30.07	76.0
			1200	20 24	149 54	30.11	77.0
			1600				
			2000			30.17	78.0
			2400				
		18	400				
			800			30.12	77.0
			1200	20 00	150 1	30.13	77.0
			1600				
			2000			30.14	77.0
			2400				
		19	400				
			800			30.14	76.0
			1200	19 37	149 17	30.15	77.0
			1600				
			2000			30.15	77.0
			2400				
		20	400				
			800			30.19	76.0
			1200	19 9	148 52	30.14	78.0
			1600				
			2000			30.14	77.0
			2400				
		21	400				
			800			30.06	77.0
			1200	17 47	149 20	30.07	79.0
			1600				
			2000			30.07	76.0
			2400				
		22	400				
			800			30.06	75.0
			1200	16 51	149 49	30.02	79.0
			1600				
			2000			30.01	79.0
			2400				
		23	400				
			800			30.02	78.0
			1200	15 34	150 7	30.04	81.0
			1600				
			2000			30.04	80.0
			2400				
		24	400				
			800			29.97	81.0
			1200	13 45	150 00	30.00	81.0
			1600				
			2000			30.00	81.0
			2400				
		25	400				
			800			29.94	81.0
			1200	12 47	149 14	29.92	82.0
			1600				
			2000			29.90	81.0
			2400				
		26	400				
			800			29.85	82.0
			1200	11 44	149 00	29.86	82.0
			1600				
			2000			29.86	82.0
			2400				
		27	400				
			800			29.85	79.0
			1200	10 39	148 28	29.83	80.0
			1600				
			2000			29.86	80.0
			2400				
		28	400				
			800			29.84	79.0
			1200	10 00	148 00	29.88	81.0
			1600				
			2000			29.88	82.0
			2400				
		29	400				
			800			29.85	81.0
			1200	9 59	146 40	29.92	83.0
			1600				
			2000			29.86	82.0
			2400				
		30	400				
			800			29.85	82.0
			1200	9 51	146 12	29.84	83.0
			1600				
			2000			29.89	82.0
			2400				
		31	400				
			800			29.90	82.0
			1200	10 31	145 16	29.92	83.0
			1600				
			2000			29.90	82.0
			2400				
	11	1	400				
			800			29.92	81.0
			1200	10 3	144 57	29.91	82.0
			1600				
			2000			29.92	82.0
			2400				
		2	400				
			800			29.93	81.0
			1200	10 35	144 50	29.97	82.0
			1600				
			2000			29.95	82.5
			2400				
		3	400				
			800				
			1200	10 52	144 42	29.98	85.0
			1600				
			2000			30.01	83.0
			2400				
		4	400				
			800			29.98	81.0
			1200	11 25	144 28	29.97	83.0
			1600				
			2000			29.99	83.0
			2400				
		5	400				
			800			29.99	81.0
			1200	11 41	144 37	30.00	82.0
			1600				
			2000			29.99	81.0
			2400				
		6	400				
			800			29.96	80.0
			1200	11 56	144 25	30.04	80.0
			1600				
			2000			29.97	81.0
			2400				
		7	400				
			800			29.95	80.0
			1200	12 10	144 24	29.92	81.0
			1600				
			2000			29.93	81.0
			2400				
		8	400				
			800			29.93	80.0
			1200	12 30	144 19	29.90	82.0
			1600				
			2000			29.94	82.0
			2400				
		9	400				
			800			29.94	80.0
			1200	12 56	144 21	29.95	82.0
			1600				
			2000			29.91	83.0
			2400				
		10	400				
			800			29.93	81.0
			1200	13 39	144 10	29.90	82.0
			1600				
			2000			29.97	83.0
			2400				
		11	400				
			800			29.97	81.0
			1200	14 45	144 24	29.96	82.0
			1600				
			2000			29.94	81.0
			2400				
		12	400				
			800			29.95	80.0
			1200	15 20	144 00	29.95	83.0
			1600				
			2000			29.90	82.0
			2400				
		13	400				
			800			29.91	79.0
			1200	16 13	143 40	29.95	82.0
			1600				
			2000				
			2400				
		14	400				
			800				
			1200	16 57	143 45		
			1600				
			2000			29.96	80.0
			2400				
		15	400				
			800			29.94	79.0
