	S.M.S. PLANET 1906/1907							

Pg. 3								

YEAR	MONTH	DAY	HOUR	LAT	LONG	BAR	TEMP (C)	SST
		19	400			756.2	27.7	27.8
			800			756.6	28.0	28.1
			1200	2 48	92 35	755.8	28.3	28.7
			1600			754.1	28.3	28.8
			2000			756.5	28.0	28.2
			2400			756.5	27.9	27.8
		20	400			755.8	27.0	28.0
			800			756.5	28.8	28.5
			1200	3 20	94 42	756.5	29.1	29.0
			1600			755.4	26.5	28.5
			2000			755.6	25.5	28.2
			2400			755.7	27.0	28.0
		21	400			756.7	24.8	28.0
			800			756.9	27.1	28.1
			1200	Lugo-Bigo-Bucht		756.7	28.8	30.0
			1600			756.0	28.8	30.0
			2000			756.4	27.8	29.7
			2400			758.3	25.8	29.7
		22	400			757.2	24.8	28.3
			800			757.8	25.8	28.5
			1200	2 51	95 57	757.7	27.4	28.4
			1600			755.3	28.1	28.5
			2000			756.5	28.2	28.6
			2400			756.5	27.0	28.1
		23	400			756.5	25.5	28.0
			800			757.9	27.8	28.5
			1200	1 6	95 41	757.8	25.7	28.0
			1600			755.7	27.3	28.1
			2000			756.8	27.3	28.0
			2400			757.7	27.9	
		24	400			756.5	28.2	28.0
			800			757.5	28.8	28.5
			1200	0 41	97 25	757.3	29.1	29.4
			1600			756.9	29.2	29.2
			2000			757.7	28.7	29.0
			2400			758.8	28.5	28.7
		25	400			758.2	28.5	28.0
			800			758.6	28.7	28.4
			1200	0 59 S	100 10	758.8	29.7	30.0
			1600			758.3	30.2	30.0
			2000			758.7	28.6	29.6
			2400			760.3	26.0	29.5
		29	1200	Padang (Emma-Haven)		759.4	30.5	29.7
			1600			758.3	30.7	29.6
			2000			759.2	28.1	28.4
			2400			759.4	27.4	28.0
		30	400			759.0	27.9	28.2
			800			760.5	27.5	28.6
			1200	2 45	100 11	759.6	31.2	30.0
			1600			759.8	29.0	29.3
			2000			759.8	28.3	28.6
			2400			759.9	28.2	28.5
		31	400			760.1	26.0	27.9
			800			760.1	26.2	28.1
			1200	4 24	100 51	760.3	28.2	28.4
			1600			758.7	26.5	27.5
			2000			760.8	27.2	28.0
			2400			761.2	26.3	27.2
	8	1	400			759.6	26.0	27.2
			800			760.4	27.8	28.8
			1200	5 14	102 49	759.5	28.0	30.3
			1600			759.4		30.2
			2000					30.0
			2400			759.6	27.4	28.5
		2	400			758.5	27.1	28.2
			800			759.4	27.5	28.4
			1200	6 9	105 1	759.7	29.0	29.1
			1600			757.4	28.4	29.5
			2000			759.7	28.1	29.1
			2400			759.5	26.1	28.8
		3	400			758.6	27.4	27.5
			800			759.3	26.8	27.8
			1200	Batavia		759.0	30.0	29.5
			1600			758.4	29.0	29.5
			2000			760.2	28.5	28.5
			2400			760.0	26.2	28.0
		8	800			759.8	25.7	28.2
			1200	5 53	106 18	759.7	31.5	28.9
			1600			758.4	31.8	28.9
			2000			759.7	27.4	28.7
			2400			759.7	25.2	28.5
		9	400			758.5	27.1	28.3
			800			759.4	27.0	28.3
			1200	7 15	105 57	759.2	27.7	28.7
			1600			757.8	27.2	28.5
			2000			758.6	27.4	28.2
			2400			758.5	27.3	27.4
		10	400			758.2	27.3	27.1
			800			759.2	27.7	27.8
			1200	8 28	107 21	758.7	27.9	27.5
			1600			757.9	28.3	27.4
			2000			758.8	26.9	27.2
			2400			759.2	26.8	26.5
		11	400			758.7	26.6	26.2
			800			759.2	27.7	27.9
			1200	9 44	107 54	758.9	27.5	27.7
			1600			757.4	27.1	26.9
			2000			758.7	27.0	
			2400			759.9	26.8	26.4
		12	400			758.2	26.6	26.6
			800			758.4	26.7	26.7
			1200	10 15	108 37	758.7	26.5	27.0
			1600			757.8	26.8	27.0
			2000			758.1	26.2	26.7
			2400			758.9	26.2	26.4
		13	400			757.6	26.1	26.5
			800			759.2	26.5	26.9
			1200	10 22	110 1	759.6	27.0	27.4
			1600			757.7	26.9	27.5
			2000			758.7	26.7	27.4
			2400			758.5	26.4	27.1
		14	400			757.9	26.5	26.9
			800			759.4	26.8	27.1
			1200	9 31	111 44	758.4	26.9	27.3
			1600			758.2	27.0	27.3
			2000			758.5	27.5	27.2
			2400			759.7	27.0	27.0
		15	400			759.0	26.3	26.5
			800			759.7	26.1	26.7
			1200	8 38	113 38	759.0	27.1	26.7
			1600			757.2	28.0	27.3
			2000			759.5	26.8	27.0
			2400			759.9	26.4	26.7
		16	400			759.0	26.3	26.4
			800			759.5	26.6	26.6
			1200	8 33	115 50	758.8	29.1	28.0
			1600			757.9	27.7	28.0
			2000			758.5	27.2	27.8
			2400			759.2	28.0	27.7
		17	400			758.8	27.0	27.0
			800			760.1	27.2	27.1
			1200	7 1	117 22	759.1	27.3	27.6
			1600			757.2	27.4	28.0
			2000			758.0	27.4	27.6
			2400			757.9	27.2	27.7
		18	400			757.9	27.2	27.0
			800			758.8	27.2	27.1
			1200	5 36	119 7	757.6	27.2	27.9
			1600			756.4	29.5	28.0
			2000			758.6	28.6	27.6
			2400			758.4	28.8	27.4
		22	1200	Makassar		758.8	28.1	28.4
			1600			757.1	29.4	28.3
			2000			759.0	27.3	28.0
			2400			758.8	26.4	27.7
		23	400			758.6	25.8	27.5
			800			759.9	26.2	26.9
			1200	5 50	119 52	760.1	26.8	27.1
			1600			758.5	27.0	27.0
			2000			760.1	26.8	27.1
			2400			760.0	26.7	26.8
		24	400			759.6	26.3	26.5
			800			760.8	26.4	26.7
			1200	6 23	121 45	760.8	26.8	26.4
			1600			759.2	26.8	26.2
			2000			760.5	26.3	26.0
			2400			760.6	26.5	25.7
		25	400			759.7	26.5	26.1
			800			760.2	26.7	26.3
			1200	6 59	123 28	760.2	27.1	27.0
			1600			758.9	26.8	27.1
			2000			760.5	26.5	26.7
			2400			760.6	26.5	26.4
		26	400			759.8	26.4	26.5
			800			760.3	27.0	26.5
			1200	7 27	126 12	760.0	27.4	26.9
			1600			758.0	27.8	26.3
			2000			759.5	28.0	25.2
			2400			759.7	25.9	25.0
		27	400			759.1	25.5	25.0
			800			762.5	25.7	26.0
			1200	7 10	127 11	761.5	27.0	26.5
			1600			760.6	26.3	26.4
			2000			761.2	26.0	26.2
			2400			761.4	27.0	26.0
		28	400			760.7	25.7	25.8
			800			761.3	26.0	26.0
			1200	6 34	127 47	760.7	26.5	25.9
			1600			759.3	28.2	26.1
			2000			761.0	25.5	26.1
			2400			761.7	25.4	26.9
		29	400			760.0	26.8	25.9
			800			761.1	26.1	26.0
			1200	3 46	128 6	760.0	26.3	26.4
			1600			759.3	26.1	25.8
			2000			761.4	25.7	25.8
			2400			761.4	25.5	25.2
	9	3	1200	Amboina		761.0	29.5	26.2
			1600			759.3	25.1	26.0
			2000			760.3	25.3	25.9
			2400			761.2	25.8	25.6
		4	400			760.6	25.4	25.4
			800			761.0	26.1	25.8
			1200	2 54	127 47	760.1	28.5	27.8
			1600			758.2	28.0	27.7
			2000			759.4	27.7	27.4
			2400			760.2	27.2	27.6
		5	400			758.7	27.0	27.2
			800			759.4	27.2	27.3
			1200	1 47	129 19	759.6	27.6	27.5
			1600			757.7	28.1	27.7
			2000			758.7	27.5	27.5
			2400			758.4	26.5	27.3
		6	400			758.6	26.7	27.0
			800			759.8	28.0	26.5
			1200	1 14	131 2	759.5	29.3	26.8
			1600			757.0	30.3	26.6
			2000			758.2	28.0	25.8
			2400			759.4	26.3	25.7
		7	400			758.2	26.8	26.0
			800			759.1	27.8	28.8
			1200	0 13	132 14	759.0	28.3	29.1
			1600			757.7	29.0	29.4
			2000			758.7	28.9	29.3
			2400			759.5	28.5	28.8
		8	400			759.0	28.1	28.5
			800			759.8	28.1	28.6
			1200	0 8 N	134 12	759.0	28.0	29.0
			1600			758.0	27.8	29.2
			2000			759.5	27.3	29.1
			2400			759.0	27.4	29.2
		9	400			758.0	27.5	29.1
			800			758.0	27.9	29.3
			1200	0 46	136 7	758.0	28.8	30.2
			1600			757.0	28.8	30.1
			2000			757.8	28.2	30.7
			2400			758.7	28.0	30.3
		10	400			758.1	28.0	28.8
			800			760.1	28.1	28.2
			1200	0 14	137 53	759.6	28.7	29.2
			1600			757.4	29.1	30.0
			2000			758.7	28.0	28.2
			2400			759.6	27.8	28.0
		11	400			759.1	27.4	28.3
			800			760.6	28.8	28.9
			1200	0 17 S	139 10	759.6	27.0	29.0
			1600			758.3	27.8	29.2
			2000			759.5	27.2	29.0
			2400			760.1	27.5	28.9
		12	400			759.6	27.3	28.6
			800			759.9	28.2	29.1
			1200	1 0	140 41	761.3	24.0	28.0
			1600			757.8	26.4	28.2
			2000			759.3	26.4	28.0
			2400			759.8	28.0	28.0
		13	400			759.0	26.8	28.0
			800			759.2	27.0	28.2
			1200	2 37	141 15	759.8	29.0	29.4
			1600			757.9	28.3	29.0
			2000			759.1	28.2	28.7
			2400			759.5	28.0	28.4
		14	400			759.1	27.8	28.2
			800			761.1	28.8	28.5
			1200	1 42	142 50	760.4	30.0	29.6
			1600			758.1	28.5	30.1
			2000			758.1	28.2	28.5
			2400			759.9	28.1	28.4
		15	400			759.1	26.0	28.1
			800			760.8	28.0	28.8
			1200	1 38	144 50	759.8	29.0	31.0
			1600			759.6	29.3	31.8
			2000			759.3	28.6	29.6
			2400			760.6	28.3	28.7
	10	2	800			760.4	30.0	30.1
			1200	1 35	145 5	759.4	30.0	30.4
			1600			757.5	30.1	30.2
			2000			759.4	30.2	29.5
			2400			759.8	29.8	29.3
		3	400			758.2	29.7	29.5
			800			760.2	30.0	29.7
			1200	2 31	146 40	760.1	30.2	30.1
			1600			759.5	29.7	29.6
			2000			759.2	29.3	29.4
			2400			760.5	30.0	29.0
		4	400			758.9	28.3	28.7
			800			760.5	28.3	28.9
			1200	Andrew-Hafen		760.7	28.1	28.8
			1600			759.6	27.3	28.4
			2000			760.2	28.5	28.7
			2400			760.1	28.0	28.5
		5	400			759.8	27.6	29.0
			800			759.5	29.4	29.3
			1200	2 14	147 29	760.9	25.9	29.0
			1600			761.1	26.0	
			2000			761.0	27.1	28.4
			2400			761.0	25.2	28.2
		6	400			761.0	26.5	28.0
			800			760.1	28.8	29.0
			1200	2 3	147 35	760.7	28.5	30.1
			1600			759.6	30.2	30.0
			2000			760.3	27.0	29.2
			2400			761.2	27.5	29.8
		7	400			761.2	25.4	29.3
			800			761.5	27.0	29.1
			1200	Bird Isl.		760.8	25.0	29.3
			1600			759.2	28.1	30.0
			2000			760.8	24.8	29.8
			2400			760.8	23.0	29.5
		10	400			759.0	25.6	29.7
			800			759.8	27.1	30.0
			1200	2 1	147 33	759.2	30.5	30.0
			1600			758.0	29.6	30.0
			2000			759.1	28.3	30.0
			2400			760.0	29.0	29.0
		11	400			759.6	28.2	29.0
			800			760.9	28.4	29.5
			1200	2 39	149 14	761.0	29.2	30.0
			1600			759.3	27.5	29.5
			2000			760.8	28.1	29.5
			2400				25.4	
		12	400			759.4	26.2	28.5
			800			760.9	26.6	29.0
			1200	3 48	151 14	760.4	27.0	29.1
			1600			760.0	26.4	28.2
			2000			761.4	25.8	28.0
			2400			759.9	26.5	28.1
		13	400			759.5	26.1	28.0
			800			759.8	28.3	28.9
			1200	Herbertshohe		759.7	29.7	29.8
			1600			758.0	29.0	30.3
			2000			759.8	26.8	29.8
			2400			760.0	25.3	29.7
1907	1	7	1200	Nusa-Hafen		756.7		30.0
			1600			755.1	25.2	30.0
			2000			755.8	27.0	29.2
			2400			756.7	28.1	30.0
		8	400			755.7	27.8	
			800			757.7	28.2	
			1200	2 28	149 53	756.6	28.1	
			1600			755.9	28.6	
			2000			756.9	28.6	28.4
			2400			756.6	28.2	29.7
		9	400			754.3	27.5	29.8
			800			756.6	28.1	29.1
			1200	1 11	148 40	756.9	28.2	28.6
			1600			757.9	28.1	29.4
			2000			757.7	27.1	28.1
			2400			757.5	27.1	29.1
		10	400			756.1	27.5	29.0
			800			757.5	28.3	28.8
			1200	0 47 N	149 33	757.3	28.8	29.5
			1600			755.5	27.2	29.6
			2000			758.1	27.5	29.0
			2400			757.7	27.8	29.0
		11	400			756.0	26.5	28.7
			800			757.5	27.1	28.8
			1200	2 2	147 27	757.8	27.9	28.9
			1600			757.3	28.7	29.0
			2000			758.5	26.0	28.8
			2400			758.6	27.3	28.5
		12	400			757.3	27.3	28.2
			800			759.9	28.2	28.4
			1200	3 44	145 6	759.6	28.8	28.5
			1600			756.2	28.7	
			2000			757.4	27.8	
			2400			757.1	26.5	
		13	400			756.8	25.4	28.2
			800			758.0	24.8	27.6
			1200	4 38	143 35	757.5	24.2	26.8
			1600			758.1	25.2	28.0
			2000			758.3	25.7	28.0
			2400			757.6	26.4	28.0
		14	400			757.3	26.8	27.8
			800			759.2	27.3	28.0
			1200	7 23	141 14	758.3	28.0	28.6
			1600			757.5	28.3	28.7
			2000			758.4	28.4	28.2
			2400			758.8	25.8	28.3
		15	400			758.2	27.0	28.5
			800			760.9	27.2	28.2
			1200	8 56	139 57	758.7	27.8	28.1
			1600			758.3	27.7	28.3
			2000			759.5	26.8	28.1
			2400			759.6	26.5	27.9
		16	400			758.8	26.5	28.0
			800			759.5	27.2	28.0
			1200	Yap		759.0	29.7	28.6
			1600			757.8	30.2	28.6
			2000			758.6	25.0	28.2
			2400			758.7	25.4	28.2
		20	1200	9 14	138 4	761.8	29.9	28.0
			1600			759.4	28.1	28.0
			2000			761.1	26.9	28.0
			2400			761.5	26.8	27.6
		21	400			761.5	26.5	27.8
			800			762.8	27.6	27.9
			1200	8 36	135 52	760.9	30.8	28.1
			1600			760.9	28.4	28.3
			2000			760.9	27.5	28.1
			2400			760.5	27.2	28.0
		22	400			759.9	27.0	27.9
			800			759.8	28.0	28.0
			1200	"Palau Is, Korror Hafen"		759.5	28.3	28.3
			1600			758.2	27.5	28.3
			2000			760.3	27.4	27.3
			2400			760.2	27.6	27.5
		23	400			759.2	27.2	28.0
			800			761.3	27.8	27.8
			1200	7 36	133 12	761.6	29.0	27.9
			1600			759.5	29.0	28.0
			2000			761.1	27.3	27.8
			2400			761.9	27.4	27.7
		24	400			760.0	27.3	27.6
			800			762.0	28.1	27.6
			1200	7 36	132 0	761.1	28.2	27.8
			1600			761.6	28.0	27.9
			2000			761.7	27.2	27.5
			2400			761.9	27.8	27.2
		25	400			760.2	27.0	27.2
			800			760.9	27.9	27.9
			1200	7 39	130 27	760.0	29.1	29.0
			1600			759.5	28.8	28.0
			2000			760.4	27.8	28.0
			2400			760.4	27.5	27.9
		26	400			759.3	26.8	27.6
			800			761.3	26.7	27.8
			1200	7 35	129 14	761.8	27.0	27.6
			1600			758.7	27.5	27.8
			2000			760.5	27.4	27.7
			2400			760.1	27.3	27.7
		27	400			758.5	27.0	27.7
			800			759.8	27.3	27.6
			1200	7 11	127 36	760.0	29.1	28.0
			1600			758.6	27.5	27.9
			2000			761.8	27.8	27.7
			2400			761.2	26.9	27.3
		28	400			759.4	26.1	27.1
			800			760.6	25.2	27.1
			1200	6 55	126 44	760.5	25.2	27.1
			1600			758.7	25.7	27.0
			2000			759.9	26.2	26.3
			2400			760.7		
		29	400			760.3	26.0	27.0
			800			760.8	23.9	26.8
			1200	7 34	127 03	760.1	25.4	27.2
			1600			759.5	26.5	27.3
			2000			760.5	26.2	27.5
			2400			759.7	26.5	27.5
		30	400			759.4	26.2	27.2
			800			761.0	26.7	27.5
			1200	8 36	127 15	760.2	27.3	27.5
			1600			758.5	26.8	27.2
			2000			760.2	26.8	26.8
			2400			759.9	26.9	26.9
		31	400			758.9	26.8	26.5
			800			760.1	27.0	27.6
			1200	9 13	127 45	761.3	27.3	27.8
			1600				26.8	27.8
			2000				24.7	27.2
			2400				25.5	27.1
	2	1	400			758.6	24.0	26.6
			800			760.1	25.5	27.1
			1200	10 21	128 55	760.1	26.1	27.2
			1600			758.4	27.3	27.1
			2000			758.5	27.1	27.0
			2400			759.9	26.0	27.0
		2	400			758.7	26.9	26.1
			800			760.2	25.1	27.1
			1200	11 35	128 24	759.1	27.4	27.2
			1600			757.1	27.2	27.3
			2000			759.6	27.0	27.4
			2400			758.7	25.5	26.7
		3	400			757.3	26.7	26.5
			800			759.5	27.0	27.0
			1200	11 57	127 8	759.8	27.1	27.1
			1600			758.9	27.0	27.2
			2000			761.3	27.0	27.0
			2400			763.3	26.9	27.0
		4	400			762.7	26.8	27.0
			800			764.0	26.3	26.7
			1200	12 28	125 36	763.9	26.7	26.8
			1600			760.2	26.7	26.8
			2000			761.5	26.1	26.6
			2400			761.4	26.1	26.4
		5	400			760.5	25.7	26.5
			800			762.1	26.2	26.5
			1200	12 33	123 54	762.4	26.7	25.2
			1600			761.7	25.7	25.0
			2000			760.0	28.1	25.3
			2400			761.9	25.1	24.8
		6	400			761.2	24.9	25.7
			800			762.9	25.3	25.8
			1200	13 13	121 49	761.8	26.9	26.3
			1600			761.0	26.2	26.4
			2000			761.6	25.8	26.3
			2400			762.1	25.3	25.9
		7	400			761.3	24.6	25.8
			800			762.1	24.9	26.2
			1200	14 13	120 24	761.5	26.0	26.4
			1600			759.2	28.0	26.5
			2000			761.5	26.2	26.3
			2400			762.1	25.5	26.2
		8	400			760.6	24.6	25.8
			800			762.6	24.1	26.4
			1200	Manila		762.2	26.5	27.1
			1600			759.6	28.6	26.9
			2000			761.7	25.1	26.0
			2400			762.2	22.9	25.0
		12	1200	Manila		760.3	26.1	27.1
			1600			757.9	27.6	28.4
			2000			759.7	25.4	26.3
			2400			760.1	25.0	26.1
		13	400			759.0	25.0	26.1
			800			760.7	25.8	26.3
			1200	15 36	119 31	760.2	27.2	27.2
			1600			758.5	26.3	27.0
			2000			759.4	25.7	25.5
			2400			761.2	25.1	25.1
		14	400			759.1	24.8	25.1
			800			761.2	24.6	25.0
			1200	17 31	118 33	761.4	25.2	24.8
			1600			760.1	24.2	23.9
			2000			761.8	23.8	23.6
			2400			762.8	23.6	23.5
		15	400			761.2	23.0	23.2
			800			762.6	23.4	23.6
			1200	19 5	117 43	761.7	23.9	23.9
			1600			760.5	23.0	23.6
			2000			761.8	22.3	23.1
			2400			762.4	21.8	24.0
		16	400			762.1	21.7	23.8
			800			764.4	20.7	23.2
			1200	20 48	115 38	762.9	21.2	23.1
			1600			761.5	20.3	22.8
			2000			762.5	19.9	22.1
			2400			763.7	19.1	22.1
		17	400			764.9	13.4	20.5
			800			765.4	12.7	19.4
			1200	Tathong Channel		765.0	13.5	19.0
			1600			762.7	15.5	16.6
			2000			764.5	14.9	16.5
			2400			765.1	15.0	16.3
