HMS EREBUS - VOYAGE TO SOUTHERN AND ANTARCTIC REGIONS								

YEAR	MONTH	DAY	LAT	LONG	MEAN TEMP	MEAN SST	MEAN 	
					F	F	BAROMETER	(corrected)
		19	54  23  	56  01   	44.90	44.50	29.313
		20	55  51  	54  42   	45.40	43.30	29.526
		21	57  04  	53  22   	39.50	38.30	29.405
		22	58  16  	52  00   	35.40	35.40	29.608
		23	59  50  	51  50   	35.30	34.30	29.661
		24	61  23  	52  19   	35.10	33.60	29.254
		25	62  14  	52  05   	32.20	32.20	29.116
		26	62  31  	51  36   	31.70	32.00	29.225
		27	62  18  	51  57   	34.20	33.30	29.141
		28	62  44  	53  43   	33.80	32.70	29.036
		29	63  40  	53  42   	32.10	31.80	28.886
		30	60  36  	54  33   	31.00	31.60	28.908
		31	63  56  	55  28   	33.00	32.30	29.022
		Mean			41.82	43.07	29.349
					41.83	43.07	29.347
							
1843	1	1	64  14  	55 54   	31.70	32.50	29.198
		2	64  28  	56  1   	33.50	32.60	29.077
		3	64  22  	55  26   	33.20	33.00	28.738
		4	64  35  	55  41   	33.40	32.90	28.886
		5	64  11  	55  57   	35.00	33.10	28.919
		6	64  12  	56  49   	36.60	32.30	28.924
		7	64  34  	57  10   	33.00	31.20	28.725
		8	64  35  	57  27   	31.00	30.80	28.839
		9	64  44  	56  53   	31.80	31.00	28.923
		10	64  43  	56  50   	33.30	31.50	28.892
		11	64  42  	57  6   	31.00	30.90	28.897
		12	64  40  	57  56   	28.40	29.90	28.989
		13	64  35  	57  23   	27.90	29.40	29.096
		14	64  33  	57  24   	29.20	30.60	29.146
		15	64  32  	56  53   	30.50	30.60	29.260
		16	64  28  	56  51   	31.90	30.60	29.235
		17	64  22  	56  43   	30.50	30.70	29.368
		18	63  58  	54  35   	28.30	31.70	29.253
		19	64  22  	54  32   	27.20	30.40	29.109
		20	64  18  	55  42   	26.50	30.90	29.112
		21	64  19  	55  56   	26.40	31.20	29.226
		22	64  12  	56  10   	29.60	30.90	29.178
		23	64  28  	55  47   	31.50	32.00	29.040
		24	64  24  	55  11   	31.30	32.00	28.990
		25	64  15  	56  0   	27.60	30.80	28.914
		26	64  4  	55  48   	27.30	30.60	29.020
		27	64  9  	55  51   	28.60	30.30	29.138
		28	64  8  	55  51   	30.60	30.60	29.351
		29	64  5  	55  54   	33.50	31.70	29.584
		30	64  9  	56  3   	32.90	31.70	29.490
		31	64  0  	55  18   	35.60	32.30	29.082
		Mean			30.93	31.31	29.084
					30.93	31.31	29.084
							
1843	2	1	63  59  	55  20   	32.10	32.00	29.107
		2	64  16  	55  22   	31.50	31.50	29.497
		3	64  17  	55  40   	28.60	30.80	29.545
		4	64  10  	54  47   	29.00	30.70	29.403
		5	63  30  	53  01   	31.10	32.20	29.244
		6	63  46  	52  37   	31.10	31.90	29.264
		7	64  08  	51  53   	31.60	31.70	29.320
		8	63  49  	51  07   	33.00	32.60	29.392
		9	64  19  	50  24   	32.00	31.60	29.476
		10	64  31  	47  44   	30.90	30.10	29.360
		11	64  37  	45  39   	30.00	30.10	29.041
		12	64  39  	43  56   	29.70	29.70	29.064
		13	64  56  	42  59   	30.80	30.10	29.334
		14	65  06  	41  14   	31.70	30.30	29.478
		15	64  40  	39  28   	29.50	30.20	29.247
		16	63  56  	38  17   	28.70	29.60	29.210
		17	63  36  	35  24   	28.60	29.10	29.337
		18	62  39  	31  44   	30.40	30.20	29.217
		19	62  16  	29  00   	29.20	29.60	29.236
		20	61  59  	26  17   	30.10	30.10	29.311
		21	61  51  	24  00   	29.50	30.10	29.404
		22	61  37  	21  51   	30.00	30.10	29.553
		23	61  46  	18  58   	28.90	30.70	29.543
		24	62  36  	15  52   	28.80	30.40	29.651
		25	64  10  	14  19   	31.30	31.00	29.010
		26	64  38  	12  00   	32.60	31.80	28.504
		27	65  12  	9  55   	32.40	32.00	28.614
		28	66  01  	6  53   	32.50	32.50	28.830
		Mean			30.56	30.88	29.257
					30.56	30.81	29.257
							
1843	3	1	67  06  	8  35   	30.60	31.80	29.016
		2	68  14  	12  20   	27.50	30.70	29.173
		3	68  34  	12  49   	29.40	30.60	29.210
		4	69  26  	14  29   	30.00	30.70	29.264
		5	71  10  	15  47   	30.10	30.40	29.022
		6	71  09  	15  39   	30.20	30.40	28.808
		7	70  36  	16  42   	29.90	30.10	28.897
		8	70  28  	17  21   	28.70	30.00	29.200
		9	69  38  	15  43   	26.40	30.00	29.148
		10	68  06  	15  20   	26.80	30.10	29.072
		11	65  56  	13  10   	28.80	30.60	28.860
		12	63  57  	13  36   	30.80	31.40	28.690
		13	61  34  	11  23   	29.40	32.30	29.340
		14	59  16  	9  19   	29.40	31.50	29.499
		15	57  27  	7  52   	30.80	33.00	29.637
		16	57  09  	7  15   	30.60	33.30	29.340
		17	56  38  	6  16   	32.20	33.30	29.303
		18	55  56  	4  19   	33.20	33.50	29.270
		19	54  31  	2  25   	32.80	33.40	29.302
		20	54  07  	0  00	34.00	33.40	29.711
		21	54  05  	2  50 E	35.50	33.40	29.293
		22	54  11  	6  01   	33.40	33.50	29.191
		23	52  31  	8  08   	34.00	34.30	29.415
		24	50  18  	9  15   	37.00	37.30	30.053
		25	47  38  	10  51   	40.70	41.10	30.292
		26	45  32  	11  54   	45.00	44.20	30.367
		27	43  52  	13  23   	49.80	47.50	30.392
		28	43  10  	14  44   	52.70	50.60	30.355
		29	41  48  	15  09   	52.70	54.50	30.361
		30	39  56  	15  52   	55.30	63.90	30.333
		31	37  40  	16  40   	64.90	65.20	30.189
		Mean			35.57	36.65	29.484
					35.57	36.65	29.484
