		"VOYAGE TO CHINA, JAMES CUNNINGHAM"						

YEAR	MONTH	DAY	THERMOMETER	BAROMETER	LAT	N	LONG	E
			Alt. Below	Philof. Barom.		or	E from	or
			extreme heat	Altitude		S	St. Jago	W
1700	5	19	35.5	41.0	36	S	74.16	E
1700	5	20	31.0	34.0	35.01	S	76.39	E
1700	5	21	32.5	37.0	34.07	S	78.32	E
1700	5	22	27.0	35.5	33.07	S	81.05	E
1700	5	23	28.5	24.5	32.53	S	83.36	E
1700	5	24	35.0	33.0	31.35	S	85.13	E
1700	5	25	29.5	30.5	30.11	S	86.28	E
1700	5	26	31.0	34.5	29.27	S	87.06	E
1700	5	27	31.0	35.0	28.01	S	87.59	E
1700	5	28	30.0	33.0	25.55	S	89.24	E
1700	5	29	27.0	20.0	23.59	S	90.29	E
1700	5	30	25.0	24.0	22.49	S	91.32	E
1700	5	31	22.0	22.0	21.23	S	92.42	E
1700	6	1	19.0	19.0	19.54	S	93.2	E
1700	6	2	17.0	17.0	18.02	S	94.1	E
1700	6	3	14.0	13.0	16.3	S	94.55	E
1700	6	4	12.0	10.0	15.02	S	95.15	E
1700	6	5	7.5	7.0	13.4	S	95.34	E
1700	6	6	5.0	3.0	13.01	S	95.42	E
1700	6	7	5.0	3.0	12.59	S	95.56	E
1700	6	8	5.0	3.0	12.26	S	96.17	E
1700	6	9	5.5	1.0	11.43	S	96.2	E
1700	6	10	5.0	1.0	11.1	S	96.34	E
1700	6	11	4.0	0.0	10.18	S	96.54	E
1700	6	12	5.0	1.0	8.45	S	97.37	E
1700	6	13	5.5	1.0	7.52	S	97.21	E
1700	6	14	4.5	0.0	7.23	S	95.56	E
1700	6	15	5.0	0.0	6.45	S	95.16	E
1700	6	16	4.0	0.0	Betwixt	S		
1700	6	17	2.5	0.0	Java Head	S		
1700	6	18	2.0	0.0	and 	S		
1700	6	19	2.0	0.0	Batavia	S		
1700	6	20	1.0	0.0		S		
1700	6	21	1.0	0.0		S		
							LONG	
							from	
							Batavia	
1700	6	22	1.5	0.0		S	0.05	W
1700	6	23	4.5	0.0	5.27	S	0.47	E
1700	6	24	2.0	0.0	5.24	S	1.48	E
1700	6	25	3.0	0.0	5.51	S	1.55	E
1700	6	26	6.5	2.5	6.12	S	1.51	E
1700	6	27	5.0	0.0	6.16	S	1.59	E
1700	6	28	5.0	0.0	6.2	S	2.02	E
1700	6	29	5.0	0.0	6.21	S	2.18	E
1700	6	30	5.0	0.0	6.29	S	2.33	E
1700	7	1	4.0	0.0	6.44	S	2.43	E
1700	7	2	4.5	0.0	6.39	S	2.55	E
1700	7	3	3.5	0.0	6.35	S	3.34	E
1700	7	4	3.5	0.0	6.3	S	3.49	E
1700	7	5	5.0	0.0	6.35	S	3.49	E
1700	7	6	8.0	2.0	6.12	S	1.07	E
1700	7	7	6.0	0.0	6.21	S	1.28	E
1700	7	8	6.0	0.0	6.22	S	1.43	E
1700	7	9	6.0	1.0	6.28	S	5.13	E
1700	7	10	8.5	3.0	6.5	S	5.37	E
1700	7	11	6.0	0.0	6.44	S	5.47	E
1700	7	12	5.0	0.5	6.23	S	6.05	E
1700	7	13	5.0	0.0	6.05	S	6.17	E
1700	7	14	6.0	2.0	5.1	S	6.54	E
1700	7	15	4.0	0.0	4.2	S	7.09	E
1700	7	16	5.0	0.0	4.08	S	7.27	E
1700	7	17	5.0	0.0	4	S	7.3	E
1700	7	18	8.0	4.0	4	S	7.3	E
1700	7	19	7.5	1.0	4	S	7.3	E
1700	7	20	6.0	0.0	4.15	S	7.06	E
1700	7	21	5.0	0.0	4.51	S	5.08	E
1700	7	22	2.5	0.0	4.59	S	3.12	E
1700	7	23	4.0	0.0	4.45	S	1.25	E
1700	7	24	7.0	4.0	4.09	S	0.17	E
1700	7	25	5.0	0.0	4.01	S	0.013	E
1700	7	26	1.5	0.0	3.32	S		
1700	7	27	3.0	0.0		S		
1700	7	28	5.0	0.0		S		
1700	7	29	4.5	0.0	1.59	S		
1700	7	30	4.0	0.0	0.31	S		
							LONG	
							from Pulo	
							Condore	
1700	7	31	4.0	0.0	1.25	N		
1700	8	1	2.5	0.0	3.19	N	1.36	W
1700	8	2	1.0	0.0	5.07	N	0.52	W
1700	8	3	1.0	0.0	6.04	N	0.25	W
1700	8	4	1.0	0.0	7.47	N	0.08	E
1700	8	5	3.5	0.0	9.16	N	1.25	E
1700	8	6	1.0	0.0	10.14	N	3.07	E
1700	8	7	1.0	0.0	12.04	N	4.33	E
1700	8	8	1.0	0.0	14.05	N	5.58	E
1700	8	9	1.5	0.0	16.15	N	7.02	E
1700	8	10	2.5	0.0	18.14	N	7.2	E
1700	8	11	1.5	0.0	19.49	N	7.12	E
1700	8	12	0.5	0.0	21.17	N	7.02	E
1700	8	13	1.5	0.0	21.58	N	7.36	E
1700	8	14	-1.0	0.0	22.15	N	7.47	E
1700	8	15	1.0	0.0	22.18	N	8.09	E
1700	8	16	0.0	0.0	22.32	N	8.43	E
1700	8	17	0.5	0.0	23.1	N	9.46	E
1700	8	18	1.5	0.0	23.32	N	10.04	E
1700	8	19	2.5	0.0	23.56	N	10.18	E
1700	8	20	4.0	0.0	24.12	N	10.28	E
1700	8	21	1.0	0.0	24.22	N	10.43	E
1700	8	22	3.0	0.0	24.32	N	11.01	E
1700	8	23	4.5	0.0	24.47	N	11.15	E
