	"METEOROLOGICAL OBSERVATIONS, BY THE UNITED STATES EXPLORING EXPEDITION"														
	U.S. SHIP VINCENNES 														

Pg. 1															

															
YEAR	MONTH	DAY	HOUR	LAT	LONG	THERMOMETERS					WIND				
				North	West	Air	Water	Masthead	Barom	Hygrom	Direct	Force	 Clouds	Weather	Remarks
			1400			63.0	61.0								
			1500			63.0	61.0	62.0	29.450						
			1600			62.0	61.0				NWd.				
			1700			60.0	61.0								
			1800			59.0	61.0								
			1900			59.0	60.0				Calm.	0	 Cirrus.		
			2000			59.0	59.0				N.Wd.	1			
			2100			58.0	60.0	56.0	29.500				Clear.	b.w.	
			2200			58.0	60.0								
			2300			58.0	60.0								
			2400			58.0	61.0								
			Mean.			60.33	60.54	59.25	29.450						
						60.33	60.54	59.25	29.450						
		10	100			57.0	60.0				N.Wd.	1	Clear.	b.w.	Steering to the north-
			200			57.0	60.0								ward.
			300			57.0	60.0	56.0	29.450		Wd.				
			400			57.0	60.0								
			500			58.0	60.0							b.	
			600			58.0	60.0								
			700			58.0	60.0								
			800			62.0	60.0				Calm.	0			
			900			62.0	61.0	62.0	29.500		Nd.	1			
			1000			62.0	61.0				WNW				
			1100			63.0	61.0								
			1200	32 11	74 21	63.0	61.0								
			1300			62.0	61.0								
			1400			62.0									
			1500			62.0	61.0	60.0	29.450						
			1600			63.0	61.0				S. Wd.	2			Course N. W. by N.
			1700			61.0	61.0						Cir. stra.	b.c.	
			1800			61.0	60.0					3			
			1900			61.0	60.5								
			2000			60.0	60.0						Clear.	b. w.	
			2100			60.0	60.0	58.0	29.450						
			2200			60.0	60.0								
			2300			60.0	60.0								
			2400			60.0	60.0					2			
			Mean.			60.25	60.37	59.00	29.462						
						60.25	60.37	59.00	29.463						
		11	100			60.0	61.0				S. Wd.	2	Clear.	b. w.	Course N.W. by N.
			200			60.0	61.0								
			300			61.0	61.0	58.0	29.450			4			
			400			61.0	61.0						Cirrus.		
			500			61.0	61.0								
			600			61.0	61.0								
			700			61.0	61.0								
			800			62.0	61.0				W. by S.	2	Cir. stra.	b. c.	
			900			62.0	61.0	62.0	29.450		N. N.W.				
			1000			62.0	61.0								
			1100			63.0	61.0					3			
			1200	30  56	74  41	63.0	61.0								
			1300			63.0	61.5					4			
			1400			63.0	61.5						Cum. St.	c.	Steering to the north-
			1500			63.0	61.5	62.0	29.450						ward.
			1600			62.0	62.0				West.				
			1700			62.0	62.0					5			
			1800			62.0	62.0								
			1900			62.0	62.0								
			2000			62.0	62.0						Nimbus		
			2100			62.0	62.0	59.0	29.420	63° 62°					
			2200			62.0	62.0				W. by N.	4			
			2300			62.0	62.0								
			2400			61.0	62.0								
			Mean.			61.79	61.47	60.25	29.442						
						61.79	61.44	60.25	29.443						
		12	100			62.0	62.0				W.N.W.	4	Nimbus	c.p.	Steering to the north-
			200			62.0	62.0								ward.
			300			61.0	62.0	58.0	29.400						
			400			61.0	61.0				W. by S.				
			500			62.0	64.0						Cum. st.	c.	
			600			61.0	63.0				S. W.				Course N. W. by N.
			700			62.0	63.0								
			800			64.0	63.0						Cirrus.		
			900			64.0	64.0	61.0	29.400						
			1000			64.0	64.0								
			1100			64.0	65.0				Sd.		Clear.	b.	
			1200	28  34	74  40	65.0	66.0								
			1300			63.0	65.0								
			1400			62.0	65.0								
			1500			62.0	65.0	62.0	29.400						
			1600			62.0	65.0								
			1700			62.0	64.0								
			1800			61.0	64.0								
			1900			61.0	64.0					6			
			2000			61.0	64.0								
			2100			61.0	64.0	61.0	29.450						
			2200			61.0	64.0				S. Ed.		Cum.	c.	
			2300			61.0	64.0								Observed a brilliant
			2400			61.0	64.0					5			meteor falling to the
			Mean.			62.08	63.75	60.50	29.412						S.E.
						62.08	63.79	60.50	29.413						
		13	100			61.0	63.0				SEd	5	Cir.st.	b.c.	Course NW.
			200			60.0	62.0								
			300			60.0	62.0	60.0	29.450						
			400			60.0	62.0								
			500			61.0	65.0						Clear.	b.	
			600			62.0	65.0								
			700			62.0	65.0								
			800			62.0	65.0								
			900			62.0	65.0	60.0	29.400						
			1000			64.0	65.0								
			1100			64.0	65.0								
			1200	25 46	76 32	64.0	65.0					4			
			1300			64.0	65.0								Coarse N. by W.
			1400			64.0	65.0						Cirrus.	b.c.	
			1500			64.0	66.0	61.0	29.400			5			
			1600			64.0	66.0								
			1700			64.0	66.0						Cum.		
			1800			62.0	66.0								
			1900			62.0	66.0						Clear.	b.	
			2000			62.0	66.0								
			2100			63.0	65.0	60.0	29.400						
			2200			63.0	65.0						Cum.	c.	
			2300			63.0	65.0								
			2400			63.0	65.0								
			Mean.			62.50	64.79	60.25	29.412						
						62.50	64.79	60.25	29.413						
		14	100			63.0	65.0				SEd.	5	Cum.	c.	Course N by W
			200			63.0	65.0								
			300			63.0	65.0		29.400						
			400			63.0	65.0								
			500			63.0	65.0					4	Clear.	b.	
			600			63.0	65.0								
			700			62.0	65.0								
			800			64.0	66.0								
			900			65.0	66.0		29.400						
			1000			65.0	66.0								
			1100			65.0	66.0								
			1200	22 29	76 38	65.0	66.0								
			1300			65.0	66.0					3			
			1400			65.0	66.0								
			1500			65.0	66.0		29.350						
			1600			64.0	66.0					4			
			1700			64.0	67.0						Cir.cum.	b.c.	
			1800			62.0	67.0								
			1900			65.0	66.0								
			2000			65.0	67.0					3	Cum.	c.	
			2100			63.0	66.0		29.350						
			2200			62.0	66.0								
			2300			62.0	66.0					2			
			2400			62.0	66.0								
			Mean.			63.66	65.83		29.375						
						63.67	65.83	#DIV/0!	29.375						
		15	100			63.0	66.0				Ed.	2	Cum.	c.	Course N. by W.
			200			62.0	66.0								
			300			62.0	66.0	59.0	29.300						
			400			62.0	66.0								
			500			63.0	66.0								
			600			62.0	66.0								
			700			62.0	66.0								
			800			62.0	66.0					3			
			900			63.0	66.0	63.0	29.300						
			1000			64.0	66.0								
			1100			64.0	66.0								
			1200	20  38	76  33	64.0	65.0								
			1300			65.0	65.0				S. Ed.	2	Cir.cum.	b.c.	
			1400			65.0	65.0								
			1500			64.0	65.0	62.0	29.300						
			1600			63.0	65.0					3			
			1700			62.0	65.0								
			1800			62.0	65.0								
			1900			62.0	65.0								
			2000			61.0	65.0						Cum.	c.	
			2100			61.0	65.0	60.0	29.350						
			2200			62.0	65.0								
			2300			62.0	65.0								
			2400			61.0	65.0								
			Mean.			62.62	65.45	61.00	29.312						
						62.63	65.46	61.00	29.313						
		16	100			62.0	65.0				S. Ee.	2	Cum.	c.	Course N. by W
			200			61.0	65.0								
			300			60.0	65.0	58.0	29.300						
			400			60.0	65.0					1		b.c.	Clear overhead
			500			60.0	65.0								
			600			60.0	66.0				E. N. E.				
			700			62.0	66.0								
			800			63.0	66.0								
			900			64.0	67.0	60.0	29.350		Var.				
			1000			62.0	67.0						Cum.	c.	
			1100			64.0	67.0								
			1200	19  15	76  47	65.0	67.0								
			1300			68.0	67.0								
			1400			68.0	67.0							b.c.	
			1500			64.0	67.0	62.0	29.300						
			1600			65.0	67.0				S. Ed.	2	Cir.cum.		
			1700			63.0	67.0								
			1800			63.0	67.0								
			1900			62.0	67.0				Var.	1			
			2000			61.0	67.0							b.w.	
			2100			62.0	67.0	58.0	29.350		Ed.	2		c.m.	
			2200			62.0	67.0								
			2300			62.0	67.0								
			2400			62.0	67.0					3			
			Mean.			62.70	66.45	59.50	29.337						
						62.71	66.46	59.50	29.325						
		17	100			61.0	66.0				Ed.	3	Cum.	m.	Course N. by W.
			200			61.0	67.0				SSE				
			300			61.0	67.0	60.0	29.300						
			400			61.0	67.0				E. S. E.				
			500			61.0	67.0							c.	
			600			61.0	67.0								
			700			62.0	67.0								
			800			63.0	67.0								
			900			64.0	66.0	62.0				4			
			1000			64.0	66.0								
			1100			64.0	66.0								
			1200	17 34	76 42	65.0	66.0								
			1300			65.0	66.0								
			1400			64.0	66.0								
			1500			64.0	67.0	63.0			E. S. E.				
			1600			64.0	66.0								
			1700			63.0	68.0						Cir.cum.	b. c.	
			1800			63.0	68.0								
			1900			63.0	67.0				SEd.				
			2000			63.0	67.0								
			2100			63.0	66.0	61.0							
			2200			62.0	66.0						Cum.	c.	
			2300			62.0	67.0								
			2400			63.0	67.0								
			Mean.			62.79	66.66	61.50							
						62.79	66.67	61.50	29.300						
		18	100			63.0	67.0				S. Ed.	4	Cum.	c.	Course N. by W.
			200			63.0	67.0								
			300			63.0	67.0	62.0							
			400			63.0	67.0								
			500			62.0	66.0								
			600			62.0	64.0								
			700			63.0	65.0								
			800			64.0	66.0								
			900			64.0	67.0	64.0							
			1000			65.0	67.0						Cir.cum.	b.c.	Water much discoloured.
			1100			66.0	67.0								
			1200			67.0	67.0								Course N 1/2 W.
			1300			66.0	67.0								
			1400			63.0	67.0								
			1500			63.0	67.0	63.0							
			1600			62.0	66.0				ESE	3			High land in sight to
			1700			63.0	64.0								the NNE.
			1800			63.0	65.0						Clear.	b.	
			1900			63.0	65.0								
			2000			63.0	65.0					4			
			2100			63.0	64.0	61.0					Cir.cum.	b. c.	
			2200			63.0	64.0							b. c. w.	
			2300			63.0	63.0								
			2400			63.0	63.0								
			Mean.			63.45	65.54	62.50							
						63.46	65.71	62.50	#DIV/0!						
		19	100			60.0	60.0				S. Ed.	4	Clear.	b. w.	Course N. 1/2 W.
			200			60.0	60.0								
			300			60.0	60.0	58.0							Saw several meteors.
			400			60.0	60.0								
			500			61.0	60.0								Passed an English
			600			61.0	60.0					3			barque.
			700			61.0	62.0						Cum.	b.c.	Sounded with 50 fa-
			800			62.0	62.0				Ed.				thoms; temp. water
			900			62.0	61.0	63.0							"at that depth, 56.5."
			1000			63.0	61.0								
			1100			63.0	61.0								Land in sight to the
			1200	12 50	77  02	64.0	62.0								N. E.
			1300			64.0	62.0								
			1400			65.0	62.0				N.Ed.		Cir.cum.		
			1500			63.0	62.0	65.0							
			1600			63.0	62.0								
			1700			62.0	63.0								Sounded with 60 fa-
			1800			62.0	63.0								"thoms, no bottom.;"
			1900			61.0	61.0					2			temp. water at that
			2000			61.0	61.0								"depth, 56.5."
			2100			60.0	60.0	58.0			Calm.	0			Sounded with 85 fa-
			2200			60.0	60.0							b. w.	"thoms, black mud;"
			2300			60.0	60.0						Cum.	b.c.w.	temp. of water at
			2400			60.0	60.0				N. Ed.	1			"that. depth, 57."
			Mean.			61.58	61.04	61.0							
						61.58	61.04	61.00	#DIV/0!						
		20	100			60.0	60.0				Calm.	0	Cum.	b. c. w.	
			200			60.0	60.0								
			300			60.0	60.0	59.0	30.080						
			400			60.0	60.0								
			500			60.0	60.0								Island of San Lorenzo
			600			60.0	61.0				N.Wd.	1		c.	in sight.
			700			61.0	61.0								Beating up for the an-
			800			61.0	60.0								chorage.
			900			61.0	60.0	58.0	30.080						
			1000			61.0	60.0				Calm.				
			1100			62.0	60.0								
			1200			64.0	60.0						Cir.cum.	b. c.	
			1300			65.0	60.0				Sd.	1			
			1400			64.0	61.0								
			1500			64.0	61.0	63.0	30.010						
			1600			64.0	61.0					3			
			1700			64.0	61.0								
			1800			63.0	60.0								
			1900			62.0	60.0								
			2000	San Lorenzo		62.0	60.0								Anchored near Island
			2100			62.0	60.0	60.0					Stratus.	c.	"of San Lorenzo, in."
			2200			61.0	59.0								7 1/2 fathoms water.
			2300			61.0	59.0					1							
			2400			61.0	59.0												
			Mean.			61.79	60.00	60.12	30.056										
						61.79	60.13	60.00	30.057										
YEAR	MONTH	DAY	HOUR	BAR.	THERMOMETERS							PHOTO-	HYGROM	WIND		CLOUD	WEATHER	REMARKS	
					ATT.	BLACK WOOL	NO WOOL	SHADE	HOLE	WATER	MASTHEAD	METER		DIR	FORCE				
1839	6	21	100							60.0				Sd.	3		b.m.		Standard barometer.
			200							59.0									Thermometer attached.
			300							58.0	58.0								"Thermometer, the bulb covered with black wool, hanging one and a half feet from a sandy soil, with a "
			400							58.0									north-and-south exosure.
			500							59.0				S Ed.	1	Cir. cum.	c.		"Thermometer, the bulb uncovered, in the same position."
			600							59.0									Thermometer in the shade.
			700							60.0									Thermometer in a hole two and a half feet below the surface.
			800							60.0									Photometer. This instrument was exposed day and night; at sunrise and sunset it stood at from 20 to 25 degrees.
			900							60.0	64.0								The temperature of water and at mast-head were observed on board the US Ship Vincennes.
			1000							60.0				S. E.	2	Cumulus			
			1100							60.0							
			1200			77.0	67.0	67.0		60.0		92.0					
			1300			70.0	67.0	67.0		60.0		70.0					
			1400			78.0	70.0	70.0		60.0		70.0	69° 62°				
			1500			83.0	72.0	71.0		60.0	66.0	67.0		Sd.	4	 Clear.	b.
			1600			78.0	67.0	75.0		60.0		96.0	75° 70°				
			1700			70.0	70.0	71.0		60.0		40.0					
			1800			63.0	61.0	69.0		60.0		20.0					
			1900	30.060	67.0	60.0	61.0	66.0		60.0		20.0					
			2000	30.060	62.0	60.0	60.0	64.0		60.0		20.0					
			2100	30.060	63.0	59.0	59.0	64.0		58.0		20.0	61° 60°		2		b.w.
			2200	30.060	63.0	60.0	60.0	64.0		58.0							
			2300	30.060	63.0	60.0	60.0	60.0		60.0							w.m.
			2400	30.060	63.0	60.0	60.0	61.0		60.0							
			Mean.	30.060	63.73	67.50	64.07	66.76		59.54	62.66						
				30.060	63.50	67.54	64.15	66.85	#DIV/0!	59.54	62.67						
		22	100	30.060	63.0	61.0	61.0	64.0		60.0				S. S. E.	2.	Overcast.	m.
			200	30.052	64.0	61.0	60.0	65.0		60.0							
			300	30.070	64.0	59.0	59.0	65.0		60.0	61.0			Sd.	1		
			400	30.072	64.0	58.0	58.0	64.0		61.0							
			500	30.070	62.0	60.0	60.0	62.0		60.0		25.0					
			600	30.050	63.0	60.0	60.0	64.0		60.0		30.0					
			700	30.052	63.0	60.0	60.0	64.0		60.0		31.0					
			800	30.052	63.0	62.0	61.0	64.0		60.0		40.0					
			900	30.052	63.0	62.0	60.0	64.0		60.0		50.0		Ed.	2		
			1000	30.050	64.0	64.0	60.0	65.0		60.0		54.0					
			1100	30.050	65.0	69.0	63.0	68.0		60.0		60.0					
			1200	30.080	66.0	71.0	66.0	71.0		60.0	63.0	68.0				Cumulus	c.m.
			1300	30.080	69.0	72.0	66.0	73.0		60.0		64.0					
			1400	30.080	70.0	67.0	64.0	73.0		60.0		55.0					
			1500	30.080	68.0	66.0	63.0	68.0		60.0		27.0					
			1600	30.080	66.0	63.0	63.0	65.0		60.0	62.0	26.0					
			1700	30.080	65.0	62.0	61.0	68.0		60.0		20.0					
			1800	30.080	64.0	61.0	61.0	64.0		60.0		20.0					
			1900	30.080	64.0	61.0	61.0	63.0		60.0							
			2000	30.080	66.0	61.0	62.0	64.0		60.0							
			2100	30.090	66.0	61.0	61.0	64.0		60.0						Clear.	m.
			2200	30.090	64.0	61.0	61.0	63.0		60.0				Var.	2	Cir. cum.	c.m.
			2300	30.100	64.0	61.0	61.0	65.0		60.0							
			2400	30.100	63.0	61.0	61.0	64.0		60.0							
			Mean.	30.072	64.71	62.91	61.37	65.51		60.04	62.00						
				30.072	64.71	62.67	61.38	65.58	#DIV/0!	60.04	62.00						
		23	100	30.100	62.0	60.0	60.0	64.0		60.0				Calm.	0	Cir. cum.	b. c. m
			200	30.100	62.5	61.5	61.0	64.0		60.0							
			300	30.100	62.5	61.5	61.0	64.0		60.0	68.0						
			400							60.0							
			500							60.0							
			600	30.100	62.0	59.0	59.0	63.0		59.0		20.0					
			700	30.100	62.0	60.0	60.0	64.0		59.0		24.0				Overcast.	m.
			800	30.100	63.0	62.0	61.0	64.0		59.0		28.0					
			900	30.100	63.5	64.0	62.0	65.0		60.0		41.0					
			1000	30.100	64.0	64.0	60.0	67.0		60.0		47.0		Sd.	1		d.
			1100	30.100	65.0	65.0	66.0	68.0		60.0		48.0					
			1200	30.100	66.0	67.0	62.0	69.0		60.0	63.0	61.0			2		
			1300	30.092	68.0	75.0	65.0	74.0		61.0		70.0					
			1400	30.076	68.0	80.0	68.0	74.0		60.0		68.0		S. Ed.	3		c.m.
			1500			79.0	69.0	73.0		60.0	66.0	58.0					
			1600			75.0	65.0			60.0							
			1700			65.0	64.0			60.0							
			1800	30.050	64.0	61.0	61.0	63.0		60.0		20.0					
			1900	30.050	63.0	60.0	60.0	63.0		60.0		20.0			1		
			2000	30.050	60.0	58.0	58.0	61.0		60.0							
			2100	30.050	61.0	56.0	56.0	60.0		60.0							m.
			2200	30.050	61.0	58.0	58.0	60.0		60.0				Calm.	0		
			2300	30.050	61.0	59.0	59.0	61.0		60.0							
			2400	30.050	61.0	59.0	59.0	61.0		60.0							
			Mean.	30.078	63.13	63.55	61.25	65.10		59.91	65.66						
				30.080	63.13	64.05	61.55	65.10	#DIV/0!	59.92	65.67						
		24	100	30.040	61.0	59.0	59.0	61.0		60.0				Calm.	0	Cir. stra.	c. m.
			200	30.040	61.0	59.0	59.0	61.0		60.0							
			300	30.030	63.0	59.0	59.0	62.0		60.0	59.0						
			400	30.030	63.0	59.0	59.0	62.0		60.0				Var.	1		
			500	30.030	62.0	60.0	60.0	63.0		60.0							
			600	30.030	62.0	60.0	60.0	63.0		60.0		23.0					
			700	30.000	63.0	59.0	59.0	64.0		60.0		25.0					c.m.
			800	30.031	62.0	60.0	60.0	63.0		60.0		38.0					
			900	30.031	64.0	65.5	62.5	65.0		60.0		54.0		S. Ed.	2		
			1000	30.050	66.0	65.0	63.0	70.0		61.0		63.0					
			1100	30.074	66.0	66.0	63.0	77.0		61.0		63.0					
			1200	30.060	67.0	67.0	63.0	70.0		61.0	58.0	65.0					
			1300	30.050	67.0	69.0	64.0	71.0		61.0		67.0					
			1400	30.010	71.0	76.0	67.0	79.0		61.0		72.0					
			1500	30.000	73.0	81.0	69.0	75.0		61.0		91.0					
			1600	30.000	71.0	74.0	67.0	72.0		61.0	65.0	46.0		Sd.			
			1700	30.000	68.0	72.0	67.0	70.0		60.0		65.0					
			1800	30.008	62.0	60.0	59.0	64.0		60.0		23.0			1		
			1900	30.008	62.0	60.0	59.0	64.0		60.0		20.0		Calm.	0		
			2000	30.008	63.0	60.0	59.0	64.0		60.0		20.0					
			2100	30.008	62.5	60.0	59.0	61.5		59.0				Sd.	1		"m,"
			2200	30.031	62.5	60.0	59.0	61.5		59.0							
			2300	30.031	61.0	59.0	59.5	61.0		60.0					2		
			2400	30.036	61.0	59.5	59.5	61.0		60.0					1		
			Mean.	30.026	64.33	63.70	61.44	66.04		60.21	60.66						
				30.027	64.33	63.71	61.44	66.04	#DIV/0!	60.21	60.67						
		25	100	30.036	61.0	58.0	57.0	68.0		60.0				Nd	1	Clear.	b.w.
			200	30.026	61.0	58.0	57.0	63.0		60.0							
			300	30.026	60.0	57.0	56.0	61.0		60.0	56.0						
			400	30.026	60.0	57.0	56.0	61.0		60.0				Calm.	0		"f,"
			500	30.026	61.0	57.0	56.0	63.0		60.0							
			600	30.026	61.0	59.0	57.0	62.0		60.0		20.0					
			700	30.040	61.0	59.0	59.0	62.0		60.0		26.0		Nd.	2	Cumulus	c.m.
			800	30.070	61.0	61.0	60.0	63.0		60.0		37.0					
			900	30.090	62.5	64.0	62.0	63.5		60.0	58.0	50.0					
			1000	30.180	63.0	63.5	61.0	64.0		60.0		48.0					
			1100	30.100	65.0	66.0	62.0	68.0		60.0		57.0		Calm.	0		
			1200	30.100	67.0	72.5	66.0	71.0		60.0		67.0					
			1300	30.100	68.0	75.0	67.0	75.0		60.0		70.0		S.Wd.	3		
			1400	30.110	71.0	78.0	68.0	74.0		60.0		64.0					
			1500	30.080	70.0	71.0	66.0	71.0		60.0	65.0	56.0					
			1600	30.072	69.5	69.0	66.0	69.0		61.0		49.0					
			1700	30.072	66.0	65.0	63.0	67.0		61.0		30.0		Sd.	2		
			1800	30.072	65.0	62.0	61.0	64.0		61.0		22.0					
			1900	30.080	61.0	57.0	57.0	63.0		60.0							m.
			2000	30.080	61.0	57.0	57.0	63.0		60.0							
			2100	30.072	61.0	57.0	57.0	63.0		60.0	56.0			Var.	1	Clear.	b.w.
			2200	30.072	59.0	56.0	56.0	60.0		60.0							
			2300	30.072	57.0	56.0	56.0	58.0		60.0							
			2400	30.072	57.0	56.0	56.0	58.0		60.0							
			Mean.	30.070	62.87	62.12	59.95	64.58		60.12	58.75						
				30.071	62.88	62.13	59.96	64.77	#DIV/0!	60.13	58.75						
		26	100	30.086	57.0	56.0	57.0	57.0		60.0				S Ed.	1	Clear.	b.w.
			200	30.086	57.0	57.0	57.0	57.5		60.0							
			300	30.086	57.0	57.0	57.0	57.5		59.0	56.0						
			400	30.086	59.0	59.0	59.5	61.0		59.0							
			500	30.088	61.0	58.0	58.0	61.0		59.0				S. S. E.	3		
			600	30.092	61.0	57.0	59.0	62.0		59.0		24.0					
			700	30.074	60.0	58.0	58.0	62.0		60.0		28.0				Cirrus.	c.m.
			800	30.074	63.0	68.0	64.0	68.0		60.0		40.0					
			900	30.073	64.0	70.0	65.5	68.0		60.0	61.0	74.0					
			1000	30.116	70.0	79.0	69.0	76.0		60.0		84.0			2		
			1100	30.116	73.0	79.0	70.0	78.0		61.0		76.0					
			1200	30.112	75.0	86.0	72.0	80.0		61.0		75.0					
			1300	30.100	77.0	84.0	74.0	84.0		61.0		98.0		Sd.	4		
			1400	30.100	74.0	83.0	72.0	78.0		61.0		100.0					
			1500	30.053	71.5	76.5	76.5	76.5		61.0	62.0	79.0		SSW			
			1600	30.053	69.5	76.0	69.0	75.5		61.0		48.0				Clear.	b. m.
			1700	30.052	66.0	64.0	62.0			60.0		27.0					
			1800	30.052	66.0	59.0	59.0			61.0		20.0		Sd.			
			1900	30.052	64.0	59.0	59.0			60.0							
			2000	30.066	61.0	58.0	58.0			60.0							
			2100	30.070	61.0	58.0	58.0			60.0							
			2200	30.070	61.0	58.0	58.0			60.0					5		b.m.w.
			2300	30.060	61.0	58.0	58.0			60.0							
			2400	30.054	60.0	58.0	58.0			60.0					3		
			Mean.	30.077	64.54	66.41	63.70	71.00		60.12	59.66						
				30.078	64.54	65.65	62.81	68.88	#DIV/0!	60.13	59.67						
		27	100	30.068	58.0	57.0	57.0			60.0				Sd.	1	Clear.	b. w.
			200	30.068	58.0	57.0	57.0		72.0	60.0							
			300	30.051	59.0	57.0	57.0		70.0	60.0	57.0			Calm.	0		
			400	30.044	59.0	57.5	57.5		69.0	60.0						Cum. in	b. c.
			500	30.031	59.0	57.0	57.0		69.5	59.0						horizon.	
			600	30.031	60.0	57.0	57.0		69.0	59.0		29.0					
			700	30.050	62.0	71.0	61.0		68.0	60.0		71.0					
			800	30.050	67.0	84.0	66.0		70.0	60.0		80.0					
			900	30.113	72.5	93.0	69.5		71.5	60.0	64.0	69.0				Clear.	b.
			1000	30.086	77.0	94.0	73.0		71.0	60.0		82.0	75° 68°	Sd.	2		
			1100	30.104	79.0	97.0	76.0		73.0	61.0		91.0					
			1200	30.114	82.0	93.0	77.0		74.0	62.0							
			1300	30.100	81.0	89.0	76.0		74.0	60.0							
			1400	30.088	72.0	86.0	75.0		74.0	60.0							
			1500	30.060	75.0	85.0	74.0		74.5	61.0	68.0	100.0					
			1600	30.030	72.0	83.0	72.0		74.0	61.0		82.0		S Wd.	3		
			1700	30.050	69.0	72.0	64.0		74.0	61.0		44.0	62° 58°				
			1800	30.050	64.0	62.0	61.0		74.0	60.0		20.0					
			1900	30.051	63.0	60.0	60.0		73.5	60.0				Var.	1		
			2000	30.051	61.0	58.5	58.5		73.5	60.0			61° 60°				
			2100	30.051	60.5	58.0	58.0		72.0	61.0	59.0			Calm.	0		b. w.
			2200	30.051	60.0	58.0	58.0		72.0	61.0							
			2300	30.051	59.5	57.0	57.0		71.5	60.0				Var.	1		
			2400	30.051	59.0	57.0	57.0		71.5	60.0							
			Mean.	30.062	66.16	70.83	63.95		71.95	60.25	62.00						
				30.062	66.19	70.83	63.98	#DIV/0!	71.98	60.25	62.00						
		28	100	30.050	58.5	57.0	57.0		71.5	60.0				Calm.	0	Clear.	b. w.
			200	30.050	58.5	57.0	57.5		71.5	60.0							
			300	30.050	57.0	56.0	56.0		71.5	60.0	56.0						
			400	30.050	57.0	54.0	54.0		71.5	60.0				S. Ed.	1	Cir. cum.	b. c.
			500	30.050	57.0	57.0	57.0		68.0	60.0							
			600	30.050	58.0	57.0	57.0		68.0	60.0		20.0					
			700	30.073	60.0	61.0	61.0		71.0	60.0		35.0					
			800	30.073	60.0	61.0	61.0		71.0	60.0		40.0			3		
			900	30.094	63.0	68.5	65.0		71.5	60.0		64.0				Clear.	b.
			1000	30.090	69.5	85.0	74.0		72.0	60.0		80.0	73° 70°				
			1100	30.072	75.0	86.0	75.0		74.0	60.0		95.0					
			1200	30.084	74.5	86.0	73.0		73.0	60.0		85.0					
			1300	30.076	74.0	80.0	71.0		73.0	61.0		83.0	73° 68°				
			1400	30.038	72.5	76.0	70.0		74.0	61.0		100.0					
			1500	30.024	71.0	76.0	68.0		75.0	62.0	65.0	74.0					
			1600	30.000	67.5	72.0	66.0		72.0	61.0		30.0			4		
			1700	30.000	65.0	64.0	60.0		72.0	61.0		25.0	65° 58°				
			1800	30.000	62.5	60.0	59.5		72.0	60.0		18.0					
			1900	30.022	62.5	59.0	59.0		70.0	60.0							
			2000	30.032	62.0	59.0	59.0		70.5	60.0							
			2100	30.018	61.0	59.0	59.0		70.0	60.0	58.0						
			2200	30.022	61.0	59.0	59.0		69.5	60.0							b.w.
			2300	30.022	61.0	59.0	59.0		69.0	60.0					5		
			2400	30.022	61.0	59.0	59.0		69.0	60.0					4	Cirrus.	
			Mean.	30.044	63.70	64.87	62.41		70.75	60.20	59.66						
				30.044	63.71	65.31	62.33	#DIV/0!	71.27	60.25	59.67						
		29	100	30.022	62.0	60.0	59.0		69.0	60.0				S. Ed.	4	Cirrus.	c. w.
			200	30.022	61.5	60.0	59.0		69.0	60.0							
			300	30.022	62.0	59.0	59.0		69.0	60.0	58.0						
			400	30.023	62.0	59.0	59.0		69.0	60.0			63° 58°	Var.	1		b. w.
			500	30.023	62.0	61.0	61.0		69.5	60.0				S Ed.	1	Clear.	
			600	30.083	62.0	61.0	60.0		71.0	60.0		20.0					
			700	30.076	62.0	61.5	61.0		70.5	60.0		29.0	 61° 60°				
			800	30.100	63.0	67.0	63.0		70.5	60.0		37.0			3		
			900	30.104	67.0	73.0	67.0		71.0	62.0	56.0	75.0			4		
			1000	30.119	75.5	88.0	71.0		72.5	62.0		68.0	74° 68°				
			1100	30.122	82.0	94.0	75.0		73.0	62.0		95.0					
			1200	30.102	81.0	93.0	77.0		73.5	62.0		84.0	 78° 66°				
			1300	30.088	82.0	91.0	76.0		74.0	63.0		75.0					
			1400	30.074	79.5	85.0	75.0		74.0	63.0		81.0	 78° 62°	Sd.	5		
			1500	30.060	76.0	81.0	70.0		74.0	62.0	64.0	79.0					
			1600	30.060	73.0	76.0	68.0		73.5	62.0		70.0	 70° 60°				
			1700	30.082	69.0	67.0	64.5		72.0	61.0		29.0					
			1800	30.098	69.0	63.0	63.0		72.0	61.0		18.0					
			1900	30.098	64.0	61.0	61.0		69.0	60.0				 S. W.	4		
			2000	30.092	63.0	59.0	59.0		68.0	60.0							
			2100	30.092	64.0	60.0	60.0		68.0	60.0	58.0			Sd.		Cir. cum.	b.c.w.
			2200	30.122	63.0	60.0	60.0		66.0	60.0							
			2300	30.108	62.0	61.0	61.0		66.0	60.0							
			2400	30.092	62.0	60.5	60.5		67.0	60.0			65° 58°				
			Mean.	30.075	69.86	68.66	64.58		70.36	60.83	59.00						
				30.079	67.85	69.21	64.54	#DIV/0!	70.46	60.83	59.00						
		30	100	30.082	63.0	62.0	61.5		71.0	60.0				Sd.	2	Cir. cum.	c.m.
			200	30.080	63.0	62.0	61.5		71.0	60.0							
			300	30.084	63.0	62.0	61.5		70.0	60.0	58.0						
			400	30.070	63.0	62.0	61.5		70.0	60.0				Calm.	0		c.
