		S Y AURORA												
														
YEAR	MONTH	DAY	HOUR	LATITUDE	LATITUDE		LONGITUDE	LONGITUDE		WIND	THERMOMETER	THERMOMETER	BAROMETER	REMARKS
				ACC	OBS	N/S	ACC	OBS	E/W		INTERNAL?	NOON MIN		
1914	12	16	1200	36.26	36.58	S	150.58	150.43	E					
1914	12	16	1300							SE				
1914	12	16	1400							SE				
1914	12	16	1500							SE				
1914	12	16	1600							SE	74.0		30.040	
1914	12	16	1700											
1914	12	16	1800							SSE	73.0		30.090	
1914	12	16	1900											
1914	12	16	2000								76.0		30.090	
1914	12	16	2100											
1914	12	16	2200											
1914	12	16	2300											
1914	12	16	2400								79.0		30.134	
1914	12	17	100							SE				
1914	12	17	200											
1914	12	17	300							SSW				
1914	12	17	400							SSW	76.0		30.100	
1914	12	17	500							SSW				
1914	12	17	600							SW				
1914	12	17	700							SW				
1914	12	17	800							SW	76.0			
1914	12	17	900							SW				
1914	12	17	1000							SW				
1914	12	17	1100							SW				
1914	12	17	1200	38.52	38.1	S	150.86	149.59.45	E	SW	76		30.1	
1914	12	17	1300							SW				
1914	12	17	1400							SW				
1914	12	17	1500							SW				
1914	12	17	1600							SW				
1914	12	17	1700							SW				
1914	12	17	1800							SW				
1914	12	17	1900							SW				
1914	12	17	2000							SW				
1914	12	17	2100							SW				
1914	12	17	2200							SW				
1914	12	17	2300							SW				
1914	12	17	2400							SW	71.0		30.090	
1914	12	18	100							SW				
1914	12	18	200							SW				
1914	12	18	300							SW				
1914	12	18	400							SW	71.0			
1914	12	18	500							SW				
1914	12	18	600							SW				
1914	12	18	700							SW				
1914	12	18	800							SW	76.0		30.160	
1914	12	18	900											
1914	12	18	1000											
1914	12	18	1100											
1914	12	18	1200	40.03.3	40.1	S	149.34	149.18	E		76		29.8	
1914	12	18	1300							SW				
1914	12	18	1400							SW				
1914	12	18	1500							WIND				
1914	12	18	1600							NW	70.0		30.040	
1914	12	18	1700							NW				
1914	12	18	1800							NW				
1914	12	18	1900							NW				
1914	12	18	2000							NW	81.0		30.050	
1914	12	18	2100							NW				
1914	12	18	2200							NW				
1914	12	18	2300							NW				
1914	12	18	2400							NW	74.0		29.620	
1914	12	19	100							WNW				
1914	12	19	200							WNW				
1914	12	19	300							WNW				
1914	12	19	400							SW	70.0		29.950	
1914	12	19	500							SW				
1914	12	19	600							SW				
1914	12	19	700							SW				
1914	12	19	800							SW	67.0		29.750	
1914	12	19	900							SE				
1914	12	19	1000							SE				
1914	12	19	1100							SE				
