	"ACCOUNT OF A VOYAGE OF DISCOVERY TO THE WEST COAST OF CORREA,"							
	"AND GREAT LOO-CHOO ISLAND, CAPT. BASIL HALL"							

Pg. xlv								

YEAR	MONTH	DAY	HOUR	LAT	LONG	SST	AIR TEMP	BAR
			1200	26 13.39	127 38	83.0	82.0	29.90
			1400					29.80
			1600			83.0	82.0	29.80
			1800					29.80
			2000			83.5	80.5	29.80
			2400				80.0	29.80
		17	800			82.0	81.5	29.79
			1000					29.82
			1200	Napakiang Harbour		82.0	83.0	29.82
			1400					29.78
			1600			82.0	82.0	29.77
			1800					29.78
			2000			82.0	81.0	29.80
			2400			82.0	81.0	29.78
		18	800			82.5	80.0	29.72
			1000					29.75
			1200	Napakiang Harbour		82.5	82.0	29.75
			1400					29.70
			1600			82.5	82.0	29.72
			1800					29.74
			2000			82.0	82.0	
			2400					29.72
		19	800			82.0	81.0	29.63
			1000					29.62
			1200	Napakiang Harbour		83.0	82.5	29.62
			1400					29.50
			1600			83.5	82.0	29.58
			1800					29.56
			2000					29.54
			2200					29.54
			2400					29.54
		20	800			83.0	80.5	29.60
			1100					29.62
			1200	Napakiang Harbour		83.5	84.5	29.63
			1600					29.63
			1800					29.64
			2000			82.5	82.0	29.69
			2400			82.0	81.0	29.69
		21	400					29.68
			800			82.0	80.0	29.69
			1000					29.70
			1200	Napakiang Harbour		83.0	83.5	29.70
			1400					29.70
			1600			83.5	83.5	29.70
			1800					29.70
			2000			82.0	81.5	29.70
			2400			82.0	80.0	29.70
		22	800			82.0	81.0	29.70
			1000					29.70
			1200	Napakiang Harbour		82.0	83.0	29.70
			1600			82.0	82.0	29.68
			1800					29.66
			2000			82.0	81.5	29.66
			2400					29.66
		23	800			82.0	80.0	29.62
			1000					29.62
			1200	Napakiang Harbour		82.0	81.0	29.62
			1400					29.60
			1600			82.5	81.5	29.58
			1800					29.50
			2000					29.50
		24	600					29.43
			800					29.42
			1200	Napakiang Harbour		81.5	81.0	29.40
			1400					29.40
			1600			81.5	81.0	29.44
			1700					29.50
			1800					29.55
			1900					29.56
			2000			81.0	79.0	29.63
			2100					29.65
			2400			80.5	78.0	29.66
		25	600					29.72
			800			80.0	78.0	29.80
			1000					29.86
			1200	Napakiang Harbour		80.0	79.0	29.86
			1400					29.84
			1600			80.5	78.0	29.84
			1800					29.86
			2000			79.5	77.5	29.92
			2400			78.0	77.0	29.95
		26	600					29.96
			800			80.0	78.0	29.96
			1000					29.99
			1200	Napakiang Harbour		81.5	79.0	30.00
			1400					30.00
			1600			81.5	83.0	29.99
			1800					29.99
			2000			81.0	79.0	29.99
			2400			80.5	79.0	29.99
		27	600				70.0	29.99
			800			81.0	76.0	29.99
			1000					29.99
			1100					29.99
			1200	Napakiang Harbour		81.5	80.0	29.99
			1400					29.96
			1600			80.5	79.0	29.96
			1800					29.96
			2000			80.0	78.0	29.94
			2400			79.0	77.0	29.94
		28	800			79.0	76.5	29.90
			1100					29.94
			1200	Napakiang Harbour		81.5	81.5	29.94
			1400					29.90
			1600			81.0	81.5	29.92
			1800					29.90
			2000			81.5	80.0	29.90
			2400			79.0	76.0	29.90
		29	400			79.0	75.0	29.90
			800			81.0	80.0	29.90
			1000					29.92
			1200	Napakiang Harbour		81.0	82.0	29.92
			1400					29.94
			1600			81.0	81.0	29.94
			1800					29.95
			2000			80.5	80.0	29.95
			2400			80.0	78.0	29.95
		30	600			80.5	79.0	29.96
			800					29.96
			1000					29.97
			1100					29.98
			1200	Napakiang Harbour		81.0	82.0	29.98
			1400					29.91
			1600			81.0	81.5	29.96
			1800					29.95
			2000			80.5	80.0	29.95
	10	1	600					29.95
			800			80.0	79.5	30.02
			1000					30.07
			1200	26 34	127 38	80.5	80.0	30.07
			1300					30.00
			1400					29.94
			1600			80.5	79.5	29.94
			1800					29.94
			2000			80.0	78.0	29.94
			2400					29.92
		2	400					29.91
			800			80.0	78.0	29.91
			1000					29.94
			1100					29.96
			1200	26 25	127 38	80.0	79.0	29.96
			1400					29.92
			1600			81.0	80.0	29.89
			1800					29.88
			2000			81.5	79.0	29.90
			2400					29.90
		3	800			81.0	78.0	29.87
			1000					29.87
			1200	Napakiang Harbour		81.5	81.0	29.87
			1400			81.0	80.0	29.86
			2000			81.0	78.0	29.86
			2400			80.0	78.0	29.86
		4	800			81.0	78.0	29.87
			1200	Napakiang Harbour		84.5	79.0	29.87
			1400					29.86
			1600			80.5	79.0	29.86
			1800					29.85
			2000			80.0	79.0	29.85
			2400					29.85
		5	800			80.5	78.0	29.86
			1000					29.87
			1100					29.87
			1200	Napakiang Harbour		81.0	81.0	29.85
			1400					29.84
			1600			81.0	81.5	29.82
			1800					29.82
			2000				79.0	29.83
			2400			80.5	78.0	29.83
		6	800			80.5	78.5	29.83
			1000					29.84
			1200	Napakiang Harbour		81.0	80.0	29.84
			1600					29.83
			2000			80.5	79.5	29.83
			2400					29.83
		7	800			80.0	78.0	29.80
			1100					29.94
			1200	Napakiang Harbour		80.5	79.5	29.95
			1400					29.92
			1600			80.0	79.0	29.93
			1800					29.93
			2000			80.0	78.5	29.93
			2400			79.5	78.5	29.96
		8	800			79.5	78.0	30.00
			1000					30.02
			1200	Napakiang Harbour		79.5	78.0	30.02
			1400					30.00
			1600			79.5	78.0	30.00
			1800					30.00
			2000			78.0	76.0	30.00
			2400			78.0	75.0	30.00
		9	600					30.00
			800			78.5	75.0	30.04
			1000					30.10
			1100					30.10
			1200	26 34	127 26	78.5	77.0	30.10
			1400					30.06
			1600			78.0	78.0	30.00
			1800					30.06
			2000			78.0	77.0	30.13
		10	600					30.00
			800			79.5	77.0	30.00
			1000					30.01
			1200	26 50	127 50	79.0	78.0	30.01
			1400					29.98
			1600			79.5	79.0	29.98
			1800					29.98
			2000					29.98
			2400			79.0	78.0	29.98
		11	600					29.98
			800			79.0	78.0	29.97
			1000					29.97
			1200	26 42	127 53	80.0	80.0	29.97
			1400					29.96
			1600			80.0	80.0	29.96
			1800					29.96
			2000					29.94
			2300					30.00
		12	600					30.30
			800			79.0	76.0	30.26
			1000					30.26
			1100					30.22
			1200	25 33	127 50	79.0	76.0	30.22
			1400					30.20
			1600			79.0	76.0	30.20
			1800					30.30
			2000			79.0	76.0	30.34
			2400					30.20
		13	600					30.10
			800			78.0	75.0	30.06
			1000					30.04
			1200	27 00	128 3	78.5	75.0	30.04
			1400					30.00
			1600			78.5	75.0	30.00
			1800					30.00
			2000			78.0	75.0	30.02
			2400					30.02
		14	800			79.5	75.0	30.04
			1000					30.02
			1200	26 36	127 56	79.0	75.0	30.00
			1400					29.94
			1600			79.0	75.5	29.97
			1800					29.98
			2000			79.0	75.0	30.02
			2400					30.18
		15	800			78.0	74.0	30.10
			1000					30.10
			1200	26 02	127 35	78.0	74.5	30.10
			1400					30.08
			1600			78.0	74.5	30.08
			1800					30.08
			2000			79.0	74.5	30.10
		16	800			77.0	73.0	30.20
			1000					30.20
			1200	26 11	127 30	77.5	74.0	30.10
			1400					30.00
			1600			77.0	74.0	30.00
			1800					30.00
			2000			77.0	74.0	30.00
		17	800			76.0	71.0	30.00
			1000					30.00
			1200	Napakiang Harbour		77.0	75.0	30.00
			1400					30.00
			1600			77.0	75.0	30.00
			1800					30.01
			2000			76.5	75.0	30.02
			2400					30.00
		18	800			76.0	73.5	30.00
			1000					30.00
			1200	Napakiang Harbour		75.5	74.0	30.02
			1400					30.02
			1800					30.00
			2000			75.0	71.0	30.00
		19	800					29.98
			1200	Napakiang Harbour		76.0	76.0	29.98
			1600			75.0	73.0	29.98
			1800					29.98
			2000			75.0	73.0	29.98
		20	800			75.5	72.0	29.98
			1000					29.98
			1200	Napakiang Harbour		75.5	73.5	29.98
