YEAR,MONTH,DAY,HOUR,LAT,,LONG,,Barometer in,,Air Temperature,,Nasskalte des,Water Temperature,,Weather and Wind
,,,,,,,,Franzosischem Maass,, ,,Psychrometers,,,
,,,,,,,,Z,L,Reaum.,Cels.,nach Hr. August,Reaum.,Cels.,
1830,11,9,1,14.22,S,32.27,W,,,20.40,25.40,17.00,20.80,26.00,SSO
1830,11,9,4,,,,,,,20.20,25.25,17.00,20.80,26.00,SSO
1830,11,9,6,,,,,,,20.30,25.37,16.90,20.80,26.00,SSO
1830,11,9,8,,,,,,,20.50,25.37,17.90,20.60,25.70,SSO
1830,11,9,12,,,,,,,21.50,26.87,18.20,21.30,26.62,SO
1830,11,9,13,,,,,,,21.40,26.75,18.10,21.40,26.75,SO
1830,11,9,16,,,,,,,21.10,26.37,18.00,21.40,26.75,SO
1830,11,9,18,,,,,,,21.00,26.25,17.80,21.20,26.50,SO
1830,11,9,20,,,,,,,20.70,25.80,18.00,21.20,26.50,SO
1830,11,9,24,,,,,,,20.40,25.50,18.00,20.80,26.00,SO
1830,11,10,4,16.46,S,34.18,W,,,20.40,25.50,17.90,20.40,25.50,SO
1830,11,10,5,,,,,,,19.50,24.37,18.50,20.40,25.50,SO
1830,11,10,6,,,,,,,19.80,24.75,17.60,20.30,25.37,SO
1830,11,10,8,,,,,,,20.30,25.37,18.10,20.30,25.30,SO
1830,11,10,11,,,,,,,21.20,26.50,18.50,20.70,25.80,SO
1830,11,10,12,,,,,,,21.20,26.50,18.60,20.80,26.00,SO
1830,11,10,14,,,,,,,21.00,26.25,18.40,20.80,26.00,SO
1830,11,10,16,,,,,,,20.80,26.00,18.20,20.90,25.12,SO
1830,11,10,18,,,,,,,20.50,25.62,18.20,20.60,25.75,SO
1830,11,10,20,,,,,,,,,,20.50,25.62,SO
1830,11,10,21,,,,,,,,,,20.40,25.50,SO
1830,11,10,22,,,,,,,,,,20.30,25.37,SO
1830,11,10,23,,,,,,,,,,20.20,25.25,SO
1830,11,10,24,,,,,,,,,,20.20,25.25,SO
1830,11,11,1,19.14,S,35.56,W,,,,,,20.10,25.10,SO
1830,11,11,2,,,,,,,,,,20.10,25.10,SO
1830,11,11,3,,,,,,,,,,20.10,25.10,SO
1830,11,11,4,,,,,,,,,,20.10,25.10,SO
1830,11,11,5,,,,,,,,,,20.00,25.00,SO
1830,11,11,6,,,,,,,,,,20.00,25.00,SO
1830,11,11,7,,,,,,,,,,20.00,25.00,SO
1830,11,11,8,,,,,,,20.30,25.37,18.00,19.80,24.75,SO
1830,11,11,9,,,,,,,20.50,25.62,17.90,19.80,24.75,SO
1830,11,11,11,,,,,,,20.40,25.50,,20.00,25.00,SO
1830,11,11,12,,,,,,,20.30,25.37,,20.20,25.25,SO
1830,11,11,13,,,,,,,20.30,25.37,,20.30,25.37,SO
1830,11,11,1430,,,,,,,20.20,25.25,17.40,20.10,25.12,SO
1830,11,11,15,,,,,,,20.00,25.00,17.00,20.10,25.12,SO
1830,11,11,16,,,,,,,20.00,25.00,,20.20,25.25,SO
1830,11,11,18,,,,,,,20.00,25.00,17.20,20.00,25.00,SO
1830,11,11,22,,,,,,,20.00,25.00,17.20,20.90,24.87,SO
1830,11,11,24,,,,,,,20.00,25.00,17.10,20.80,24.75,SO
1830,11,12,5,21.00,S,36.50,W,,,20.00,25.00,17.00,19.20,24.00,SO
1830,11,12,7,,,,,,,19.30,24.10,17.00,19.20,24.00,SO
1830,11,12,830,,,,,,,19.50,24.37,16.70,19.30,24.10,SO
1830,11,12,11,,,,,,,19.60,24.50,16.70,19.50,24.30,SO
1830,11,12,12,,,,,,,19.90,24.87,,19.70,24.60,NW
1830,11,12,1430,,,,,,,20.60,25.75,18.00,19.80,24.70,NW
1830,11,12,17,,,,,,,20.40,25.50,17.80,19.70,24.60,NW
1830,11,12,18,,,,,,,20.10,25.10,17.60,19.60,24.50,NW
1830,11,12,19,,,,,,,19.90,24.80,17.60,19.50,24.37,NW
1830,11,12,20,,,,,,,19.80,24.70,17.60,19.50,24.37,NW
1830,11,12,21,,,,,,,19.80,24.70,17.80,19.40,24.25,NW
1830,11,12,22,,,,,,,19.70,24.60,17.80,19.20,24.00,NW
1830,11,12,23,,,,,,,19.70,24.60,17.70,18.90,23.62,NW
1830,11,12,24,,,,,,,19.60,24.50,17.80,18.90,23.62,NW
1830,11,13,2,,,,,,,19.60,24.50,17.80,18.90,23.62,NW
1830,11,13,3,,,,,,,19.50,24.30,17.80,18.80,23.50,NW
1830,11,13,4,,,,,,,19.40,24.20,17.90,18.70,23.30,NW
1830,11,13,5,,,,,,,19.40,24.20,18.00,18.70,23.30,NW
1830,11,13,6,,,,,,,19.40,24.20,18.20,18.70,23.30,NW
1830,11,13,7,,,,,,,19.60,24.50,18.20,18.60,23.20,NW
1830,11,13,8,,,,,,,19.80,24.62,18.30,18.40,23.00,NW
1830,11,13,9,,,,,,,19.90,24.80,18.50,18.40,23.00,NW
1830,11,13,12,,,,,,,20.50,25.60,18.90,18.90,23.62,SW.z. W.
1830,11,13,14,,,,,,,20.40,25.50,18.80,19.00,23.75,SW.z. W.
1830,11,13,16,,,,,,,19.60,24.50,18.50,19.10,23.87,SW.z. W.
1830,11,13,17,,,,,,,19.40,24.20,18.40,19.10,23.87,SW.z. W.
1830,11,13,18,,,,,,,19.20,24.00,18.20,19.10,23.87,SW.z. W.
1830,11,13,19,,,,,,,19.20,24.00,18.20,19.20,24.00,SW.z. W.
1830,11,13,20,,,,,,,19.20,24.00,18.20,19.40,24.25,SW.z. W.
1830,11,13,21,,,,,,,19.20,24.00,18.20,19.40,24.25,SW.z. W.
1830,11,13,24,,,,,,,19.20,24.00,18.20,19.30,24.12,SW.z. W.
1830,11,14,1,,,,,,,19.10,23.87,18.40,19.40,24.25,SSW
1830,11,14,2,,,,,,,19.30,24.12,18.40,19.40,24.25,SSW
1830,11,14,3,,,,,,,19.40,24.25,18.20,19.30,24.00,SSW
1830,11,14,4,,,,,,,19.20,24.00,18.00,19.20,24.00,SSW
1830,11,14,5,,,,,,,19.20,24.00,18.00,19.20,24.00,SSW
1830,11,14,6,,,,,,,18.90,23.60,17.70,19.20,24.00,SSW
1830,11,14,7,,,,,,,18.60,23.20,17.60,19.30,24.12,SSW
1830,11,14,8,,,,,,,18.80,23.50,17.80,19.30,24.12,SSW
1830,11,14,9,,,,,,,18.80,23.50,17.70,19.30,24.12,SSW
1830,11,14,10,,,,,,,18.60,23.20,17.40,19.30,24.12,SSW
1830,11,14,11,,,,,,,18.70,23.37,17.30,19.10,23.87,SSW
1830,11,14,12,,,,,,,18.60,23.20,17.30,18.80,23.50,SSW
1830,11,14,13,,,,,,,18.70,23.87,17.40,18.50,23.12,SSW
1830,11,14,14,,,,,,,18.80,23.50,17.60,18.30,23.12,SO
1830,11,14,15,,,,,,,19.00,23.75,17.40,17.90,22.37,OSO
1830,11,14,16,,,,,,,18.20,22.70,17.50,17.30,21.62,Schen
1830,11,14,17,,,,,,,18.50,23.10,17.40,17.50,21.87,Cap Frio.
1830,11,14,18,,,,,,,18.40,23.00,17.60,17.60,22.00,O.z.S.
1830,11,14,19,,,,,,,18.40,23.00,17.80,17.80,22.25,O.z.S.
1830,11,14,20,,,,,,,18.80,23.50,17.80,17.80,22.25,Grund
1830,11,14,21,,,,,,,18.80,23.50,17.90,17.80,22.25,bei
1830,11,14,22,,,,,,,18.80,23.50,17.70,17.80,22.25,36 Faden
1830,11,14,23,,,,,,,18.60,23.25,17.50,17.80,22.25,O.z.S.
1830,11,14,24,,,,,,,18.60,23.25,17.80,17.80,22.25,O.z.S.
1830,11,15,1,,,,,,,18.40,23.00,17.40,17.40,21.75,O.z.S.
1830,11,15,2,,,,,,,18.00,22.50,17.20,18.30,21.62,O.z.S.
1830,11,15,3,,,,,,,17.80,22.25,17.60,18.40,23.00,Sind an der
1830,11,15,4,,,,,,,18.10,22.60,17.70,18.50,23.12,Kuste von
1830,11,15,5,,,,,,,18.30,22.85,17.50,18.00,22.50,Cap Frio.
1830,11,15,6,,,,,,,18.40,22.60,17.70,18.30,22.87,O.z.S.
