,FORTSETZUNG DER METEOROLOGISCHEN BEOBACHTUNGEN; ANGESTELLT AUF DER,,,,,,,,
,UEBERFAHRT VON DEN SANDWICHS-INSELN NACH CHINA,,,,,,,,
,,,,,,,,,
YEAR,MONTH,DAY,HOUR,LAT,,LONG,,AIR TEMP,WATER TEMP
1831,8,5,800,,,,,22.80,22.70
1831,8,5,1200,19.17,N,125.46,E,22.00,22.70
1831,8,5,1800,,,,,21.00,22.60
1831,8,6,800,,,,,21.60,22.50
1831,8,6,1200,19.26,N,123.00,E,21.20,22.60
1831,8,6,1800,,,,,20.80,22.60
1831,8,7,800,,,,,22.60,22.60
1831,8,7,1400,,,,,23.80,22.90
1831,8,7,1800,19.54,N,121.00,E,21.20,22.60
1831,8,8,800,,,,,22.40,22.60
1831,8,8,1200,19.57,N,121.45,E,23.20,23.20
1831,8,8,1800,,,,,22.40,23.40
1831,8,9,400,,,,,22.00,23.00
1831,8,9,800,,,,,23.30,22.60
1831,8,9,1200,19.58,N,122.15,E,23.40,23.20
1831,8,9,1400,,,,,23.30,23.20
1831,8,9,1700,,,,,22.80,23.20
1831,8,9,1800,,,,,22.60,23.10
1831,8,10,800,,,,,23.10,22.80
1831,8,10,1200,20.10,N,122.47,E,23.40,23.20
1831,8,10,1800,,,,,22.80,23.20
1831,8,11,800,,,,,23.40,23.00
1831,8,11,1200,20.30,N,123.10,E,23.70,23.40
1831,8,11,1400,,,,,23.20,
1831,8,11,1700,,,,,23.10,
1831,8,11,1800,,,,,23.00,23.30
1831,8,12,800,,,,,23.80,22.90
1831,8,12,1200,21.17,N,124.28,E,23.80,23.10
1831,8,12,1800,,,,,22.90,22.90
1831,8,13,800,,,,,23.20,22.60
1831,8,13,1200,22.30,N,125.15,E,23.60,22.80
1831,8,13,1800,,,,,23.60,22.30
